Key,ShortKey,Source,Row,Module,Field,Character,CN,EN,RU,ES,JP,KR,FR,DE,PT,TH,IN,VI,
AvgDialog_10130_Content_5,adnQ,avg序章_AvgDialog_C_M.csv,21,AvgDialog,Content,拉蒙娜,你的加入可以说是众望所归。不出两天，威廉就要给我们分配<Yellow:灾厄调查任务>了。,"Everyone's been waiting for you. In a couple of days, William will assign us our first <Yellow:Cataclysm Investigation Mission>.","Твоё присоединение можно назвать долгожданным. Не прошло и двух дней, как Уильям должен будет назначить нам <Yellow:задача по расследованию бедствия>.","Tu incorporación se puede decir que es el deseo de todos. En menos de dos días, William comenzará a asignarnos la <Yellow: Misión de investigación de desastres>",あなたの加入はみんなが望んでいたことよ。あと二日もすれば、ウィリアム先輩から<Yellow:災厄調査任務>を依頼されると思うわ。,다들 수호자를 기다리고 있었어. 이틀 후에 윌리엄 선배가 우리에게 <Yellow:재해 조사 임무>를 배정할 거야.,"Votre arrivée est attendue. Dans moins de deux jours, William va nous attribuer <Yellow:clades enquête>",Dein Beitritt wurde schon lange erwartet. In zwei Tagen wird William uns eine <Yellow:Katastrophenuntersuchung Mission> zuweisen,"Sua entrada é muito esperada. Dentro de dois dias, William nos atribuirá <Yellow: Tarefa de Investigação de Desastre>",การเข้าร่วมของคุณนับว่าเป็นที่คาดหวังของทุกคน ในอีกไม่เกินสองวัน วิลเลียมจะมอบหมาย<Yellow:ภารกิจสอบสวนภัยพิบัติ>ให้เรา,"Kehadiranmu bisa dikatakan sudah sangat dinantikan. Dalam waktu kurang dari dua hari, William akan memberikan kita <Yellow:Misi Penyelidikan Clades>.","Sự gia nhập của bạn có thể nói là điều mọi người mong đợi. Không quá hai ngày nữa, William sẽ phân công cho chúng ta <Yellow:nhiệm vụ điều tra thảm họa>.",
AvgDialog_10130_Content_6,adnR,avg序章_AvgDialog_C_M.csv,22,AvgDialog,Content,拉蒙娜,他可不会饶过你这个百年一遇的守密人。,"He won't go easy on you, even if you're our once-in-a-century Keeper.","Он не простит тебя, Хранитель тайн, которого встречают раз в сто лет.","No te perdonará, guardián del secreto de un siglo",彼はあなたを……百年に一度の守秘者を、絶対に放っておかないでしょうから。,너처럼 백 년에 한 번 나올까 말까 한 수호자를 놓치지는 않을 테니까.,"Il ne te pardonnera pas, toi, le gardien du secret du siècle","Er wird dich, den einmaligen Geheimnishüter, nicht verschonen","Ele não vai perdoar você, o guardião de segredos de um século",เขาจะไม่ยอมปล่อยคุณแน่ ผู้รักษาความลับที่หายากยิ่ง,"Dia tidak akan memaafkanmu, Penjaga yang hanya muncul sekali dalam seratus tahun.",Anh ta chắc chắn sẽ không bỏ qua cho một người giữ bí mật hiếm có như bạn.,
AvgDialog_10130_Content_7,adnS,avg序章_AvgDialog_C_M.csv,23,AvgDialog,Content,拉蒙娜,希望你的@1 外勤课题不像微积分课程一样依赖我这个<Blue:助手>。,Just promise me you won't rely on your <Blue:assistant> for your @1 field work; at least not the same way you do for your Calculus course.,"Надеюсь, ваша @1 внешняя тема не окажется для вас столь же сложной, как курс математического анализа, где я был вашим <Blue:помощником>.",Espero que tu @1 trabajo de campo no dependa de mí como tu <Blue:asistente> en el curso de cálculo,あなたの@1外勤任務では微積分の授業のときみたいに<Blue:助手>の私を頼らないことね。,@1 외근 과제도 미적분학 수업처럼 나라는 <Blue:조수>에게 의존하는 일은 없길 바래.,J'espère que ton @1 projet de terrain ne dépendra pas de moi comme le cours de calcul intégral <Blue:assistant>,"Ich hoffe, dein @1 Außeneinsatz ist nicht so abhängig von mir wie dein <Blue:Assistent> in der Analysis",Espero que seu @1 trabalho de campo não dependa de mim como o curso de cálculo.<Blue:assistente>,หวังว่าการฝึกงานภาคสนามของคุณ@1 จะไม่พึ่งพาฉันมากเหมือนวิชาแคลคูลัสที่ต้องพึ่ง<Blue:ผู้ช่วย>นี้นะ,Semoga tugas lapangan @1-mu tidak serumit kursus kalkulus yang sangat bergantung pada <Blue:asisten> ini.,"Hy vọng rằng khóa học ngoại khóa của bạn @1 không phụ thuộc vào tôi như môn vi tích phân, <Blue:trợ lý>.",
AvgDialog_10130_Content_8,adnT,avg序章_AvgDialog_C_M.csv,24,AvgDialog,Content,,没想到会参加自己的葬礼。,Never expected to attend my own funeral.,"Не ожидал, что буду участвовать в своих собственных похоронах.",No esperaba asistir a mi propio funeral,……自分の葬式に出るとは思わなかったよ。,내 장례식에 직접 참석하게 될 줄은 몰랐네.,Je ne pensais pas assister à mes propres funérailles,"Nicht gedacht, an meiner eigenen Beerdigung teilzunehmen",Não esperava participar do meu próprio funeral,ไม่คิดว่าจะต้องมาเข้าร่วมงานศพของตัวเองแบบนี้,Tidak disangka akan menghadiri pemakamanku sendiri.,Không nghĩ rằng sẽ tham dự lễ tang của chính mình!,
AvgDialog_10130_Content_9,adnU,avg序章_AvgDialog_C_M.csv,25,AvgDialog,Content,拉蒙娜,接纳死亡，让我们不再畏惧死亡。,Embracing our mortality banishes the fear of death.,Принять смерть — значит перестать её бояться.,"Acepta la muerte, para que no la temamos más",死を受け入れることで、死への恐怖をなくす。\nそういう儀式なのよ。,죽음을 받아들여야 해. 그러면 우리는 더 이상 죽음을 두려워하지 않게 될 거야.,"Accepter la mort, ne plus la craindre","Akzeptiere den Tod, damit wir keine Angst mehr vor ihm haben","Aceite a morte, para que não tenhamos mais medo dela",ยอมรับความตาย เพื่อให้เราไม่กลัวความตายอีก,Menerima kematian membuat kita tidak lagi takut akan kematian.,"Chấp nhận cái chết, giúp chúng ta không còn sợ hãi cái chết.",
AvgDialog_10130_Content_10,adnz,avg序章_AvgDialog_C_M.csv,26,AvgDialog,Content,拉蒙娜,只要名字还镌刻在碑铭上，我们的存在就不会被@2抹去。,"As long as our tombstones stand, we're protected against @2's Dissolution.","Пока имена гравированы на памятнике, наше существование не будет стерто @2.","Mientras el nombre esté grabado en la lápida, nuestra existencia no será borrada por @2",名前が墓石に刻まれている限り、私たちの存在が@2に消されることはないわ。,"이름이 비문에 새겨져 있는 한, 우리의 존재는 @2에 의해 지워지지 않을 거니까.","Tant que le nom est gravé sur la stèle, notre existence ne sera pas effacée par @2","Solange der Name auf dem Grabstein eingraviert ist, wird unsere Existenz nicht von @2 ausgelöscht","Só se o nome ainda estiver gravado na lápide, nossa existência não será apagada por @2",ตราบใดที่ชื่อยังคงจารึกอยู่บนแผ่นศิลา ความมีตัวตนของเราจะไม่ถูก@2ลบเลือน,"Selama nama masih terukir di prasasti, keberadaan kita tidak akan pernah dihapus oleh @2.","Chừng nào tên chúng ta còn được khắc trên bia đá, sự tồn tại của chúng ta sẽ không bị @2 quên lãng.",
AvgDialog_10130_Content_11,adnA,avg序章_AvgDialog_C_M.csv,27,AvgDialog,Content,,温和的声音夹杂着扭曲的嘶鸣在脑海中回荡。,"Her gentle voice, interwoven with distorted screeches, echoes in your mind.","Мягкий звук, смешанный с искажённым шипением, звучит в голове.",Una voz suave mezclada con un chillido distorsionado resonaba en tu mente,ラモンナの穏やかな声に、不快な雑音が混じり、頭の中で反響するーー,"부드러운 목소리가, 왜곡된 날카로운 울음소리와 함께 머릿속에 메아리쳤다.",Une voix douce mêlée de cris déformés résonne dans ta tête,"Eine sanfte Stimme, vermischt mit verzerrtem Kreischen, hallt in deinem Kopf wider",Uma voz suave misturada com gritos distorcidos ecoa na sua mente,เสียงที่อ่อนโยนปนกับเสียงหวีดร้องที่ผิดปกติและน่าขนลุกดังก้องอยู่ในหัว,Suara yang lembut bercampur dengan raungan yang terdistorsi bergema di dalam pikiran.,Giọng nói dịu dàng hòa quyện cùng tiếng rít méo mó đầy ám ảnh vang vọng trong tâm trí.,
AvgDialog_10130_Content_12,adnB,avg序章_AvgDialog_C_M.csv,28,AvgDialog,Content,拉蒙娜,我将作为你的助手，陪你抵达这条道路的终点……<Yellow:愿银钥指引前路。>,"As your assistant, I'll be with you till the very end... <Yellow:May the Silver Key light your path.>","Я буду твоим помощником, буду рядом до самого конца этого пути...<Yellow:пусть серебряный ключ освещает путь.>","Seré tu asistente, te acompañaré hasta el final de este camino... <Yellow:Que la Llave de Plata guíe nuestro camino.>",あなたの助手として、最後までお供するわ……\n<Yellow:銀の鍵の導きがあらんことを。>,"난 수호자의 조수로서, 이 길의 끝까지 너와 함께할 거야... <Yellow:은열쇠가 앞길을 인도하기를.>","Je serai ton assistant, t'accompagnant jusqu'au bout de ce chemin... <Yellow:Que la clé d'argent guide notre route.>",Ich werde als dein Assistent bis zum Ende des Weges bei dir sein...<Yellow:Möge der silberne Schlüssel den Weg weisen.>,"Serei seu assistente, acompanhando-o até o fim desta jornada...<Yellow:Que a Chave de Prata guie o caminho.>",ฉันจะอยู่เคียงข้างคุณ จนกว่าเราจะไปถึงปลายทางนี้…<Yellow:ขอให้กุญแจเงินนำทางสว่าง>,"Aku akan menjadi asistenmu, menemanimu hingga akhir dari jalan ini…<Yellow:Semoga Kunci perak membimbing jalan ke depan.>","Tôi sẽ là người hỗ trợ bạn, cùng bạn đến cuối con đường này……<Yellow:Mong rằng chìa khóa bạc sẽ soi sáng con đường phía trước.>",
AvgDialog_10130_Content_13,adnC,avg序章_AvgDialog_C_M.csv,29,AvgDialog,Content,拉蒙娜,还好吗，%player%？\n从刚才开始，你的脸色就不太对劲。需要我送你去医务室吗？,"Are you all right, %player%? You're looking a bit pale. Should we drop by the infirmary?",#N/A,#N/A,……ねぇ、大丈夫？ %player%？\nさっきから顔色がよくないわ。医務室へ行く？,"괜찮아, %player%? 얼굴이 창백한데, 의무실에 다녀올까?",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
AvgDialog_10130_Content_14,adnD,avg序章_AvgDialog_C_M.csv,30,AvgDialog,Content,,她清冽的声音让头脑清晰了些许，眩晕的感觉也逐渐消退。,"Her crisp voice clears your mind, and the dizziness fades away.","Её прозрачный и освежающий звук немного освежил мысли, ощущение ошеломления также постепенно исчезло.","Su voz clara despejó un poco tu mente, y la sensación de mareo comenzó a desvanecerse",彼女の済んだ声が、眩暈を和らげてくれた。\n少しずつ頭が冴えていく。,"라모나의 청량한 목소리 덕분에 머리가 조금 맑아졌고, 어지러움도 점차 사라졌다.","Sa voix claire a rendu l'esprit plus lucide, dissipant peu à peu le vertige","Ihre klare Stimme machte den Kopf etwas klarer, und das Schwindelgefühl ließ allmählich nach","Sua voz clara trouxe um pouco de clareza à mente, e a sensação de vertigem começou a desaparecer",เสียงใสเย็นของเธอทำให้จิตใจแจ่มใสขึ้น ความรู้สึกเวียนหัวก็ค่อยๆ หายไป,"Suara yang segar dan tajam membuat pikiran lebih jernih, dan perasaan pusing secara bertahap mulai memudar.","Giọng nói trong trẻo và lạnh lùng của cô khiến đầu óc tỉnh táo hơn chút ít, cảm giác chóng mặt cũng dần tan biến.",
AvgDialog_10130_Content_15,adnE,avg序章_AvgDialog_C_M.csv,31,AvgDialog,Content,玩家,没事，只是一点头晕，已经缓解了。,"Don't worry, I was just a little dazed... but I'm feeling better already.","Ничего, только одна точка кружится голова, уже облегчилось.","No pasa nada, solo un poco de mareo, ya pasó",すこし眩暈がね。\nもう大丈夫。,"괜찮아, 살짝 어지러웠을 뿐이야. 이제는 괜찮아.","Ça va, juste un peu de vertige, c'est déjà passé","Alles gut, nur ein bisschen Schwindel, es hat sich schon gebessert","Tudo bem, só um pouco de tontura, já passou",ไม่เป็นไร แค่มึนหัวนิดหน่อย ตอนนี้ดีขึ้นแล้ว,"Tidak apa-apa, hanya sedikit pusing, sudah mereda.","Không sao, chỉ là hơi chóng mặt, đã đỡ hơn rồi.",
AvgDialog_10130_Content_16,adnF,avg序章_AvgDialog_C_M.csv,32,AvgDialog,Content,拉蒙娜,唔，保险起见，还是和我链接吧。\n作为助手，也作为你的搭档，时刻确认你的状态可是我的责任。,"Is that so? Just to be safe, why not establish a link with me? As your assistant and partner, it's my responsibility to monitor your condition.",#N/A,#N/A,そう……でも念のため、私とリンクしましょう。助手として、そしてパートナーとして、あなたの体調管理は私の役目だから。,"흠, 안전을 위해서라도, 나와 링크하는 게 좋겠어. 조수이자 파트너로서, 수호자의 상태를 확인하는 건 내 책임이니까.",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
AvgDialog_10130_Content_17,adnG,avg序章_AvgDialog_C_M.csv,33,AvgDialog,Content,玩家,现在？就在这里？,Right now? Out here?,Сейчас? прямо здесь?,¿Ahora? ¿Aquí mismo?,今？ ここで？,지금? 여기서?,Maintenant ? Ici même ?,Jetzt? Hier?,Agora? Aqui mesmo?,ตอนนี้? ที่นี่เลย?,Sekarang? Di sini?,Bây giờ? Ở đây?,
AvgDialog_10130_Content_18,adnH,avg序章_AvgDialog_C_M.csv,34,AvgDialog,Content,拉蒙娜,稍微提前了一点点，不过没关系，不是吗？,"It's maybe a little earlier than planned, but it shouldn't matter, right?","Чуть-чуть раньше, но это не имеет значения, правда?","Un poco adelantado, pero no importa, ¿verdad?",少し早いだけじゃない。\n大丈夫よね？,"계획보단 조금 이르지만, 상관없을 거야. 그렇지?","Un peu en avance, mais ce n'est pas grave, n'est-ce pas ?","Etwas früher, aber das ist in Ordnung, oder?","Um pouco adiantado, mas tudo bem, não é?",เร็วไปหน่อย แต่ไม่เป็นไร จริงไหม?,"Sedikit lebih awal, tapi tidak masalah, kan?","Chỉ sớm một chút xíu, nhưng không sao cả, phải không?",
