Key,ShortKey,Source,Row,Module,Field,Character,CN,EN,RU,ES,JP,KR,FR,DE,PT,TH,IN,VI,,
Stage_7713_Name,aUTq,g关卡_Stage_A.csv,236,Stage,Name,,疯人之口,Mouth of the Mad,Рот сумасшедшего,Boca del loco,狂人の口,광인의 입,Bouche du fou,Mund des Wahnsinnigen,Boca do Louco,ปากของผู้คลั่ง,Mulut Gila,Miệng kẻ điên,,
Stage_7713_Desc,aUTp,g关卡_Stage_A.csv,236,Stage,Desc,,世间的交锋不止于兵刃相接的战场，有时也存在于疯人之口。,"Conflict in this world is not limited to battles on the battlefield; sometimes, it can be found in the words of the mad.","Схватки в этом мире не ограничиваются лишь полем битвы с сталкивающимися клинками, иногда они происходят и в словах безумца.","Los enfrentamientos en el mundo no se limitan al campo de batalla, a veces también están en la boca de los locos",世の対決は、ただ兵刃が触れ合う戦場だけでなく、時には狂人の口にも存在する。,세상의 대결은 병장이 맞붙는 전장뿐만 아니라 때로는 광인의 입에서도 존재한다.,"Les affrontements dans ce monde ne se limitent pas aux champs de bataille, ils existent parfois dans les paroles des fous","Konflikte in der Welt beschränken sich nicht nur auf das Schlachtfeld, manchmal finden sie auch in den Worten der Wahnsinnigen statt","Os confrontos no mundo não se limitam aos campos de batalha; às vezes, ocorrem nas palavras dos loucos",การปะทะกันในโลกนี้ไม่ได้จำกัดอยู่แค่สนามรบที่ดาบและโล่กระทบกันเท่านั้น บางครั้งมันยังซ่อนอยู่ในคำพูดของผู้ไร้สติ,"Pertempuran di dunia tidak hanya terjadi di medan perang dengan bentrokan senjata, tetapi kadang-kadang juga terdapat dalam ucapan orang gila.","Cuộc giao tranh trên thế gian không chỉ diễn ra trên chiến trường nơi lưỡi kiếm va chạm, mà đôi khi còn tồn tại trong miệng của những kẻ điên rồ.",,
Stage_7965_Name,aVjK,g关卡_Stage_A.csv,405,Stage,Name,,疯人之口,Mouth of the Mad,Рот сумасшедшего,Boca del loco,狂人の口,광인의 입,Bouche du fou,Mund des Wahnsinnigen,Boca do Louco,ปากของผู้คลั่ง,Mulut Gila,Miệng kẻ điên,,
Stage_7965_Desc,aVjJ,g关卡_Stage_A.csv,405,Stage,Desc,,世间的交锋不止于兵刃相接的战场，有时也存在于疯人之口。,"Conflict in this world is not limited to battles on the battlefield; sometimes, it can be found in the words of the mad.","Схватки в этом мире не ограничиваются лишь полем битвы с сталкивающимися клинками, иногда они происходят и в словах безумца.","Los enfrentamientos en el mundo no se limitan al campo de batalla, a veces también están en la boca de los locos",世の対決は、ただ兵刃が触れ合う戦場だけでなく、時には狂人の口にも存在する。,세상의 대결은 병장이 맞붙는 전장뿐만 아니라 때로는 광인의 입에서도 존재한다.,"Les affrontements dans ce monde ne se limitent pas aux champs de bataille, ils existent parfois dans les paroles des fous","Konflikte in der Welt beschränken sich nicht nur auf das Schlachtfeld, manchmal finden sie auch in den Worten der Wahnsinnigen statt","Os confrontos no mundo não se limitam aos campos de batalha; às vezes, ocorrem nas palavras dos loucos",การปะทะกันในโลกนี้ไม่ได้จำกัดอยู่แค่สนามรบที่ดาบและโล่กระทบกันเท่านั้น บางครั้งมันยังซ่อนอยู่ในคำพูดของผู้ไร้สติ,"Pertempuran di dunia tidak hanya terjadi di medan perang dengan bentrokan senjata, tetapi kadang-kadang juga terdapat dalam ucapan orang gila.","Cuộc giao tranh trên thế gian không chỉ diễn ra trên chiến trường nơi lưỡi kiếm va chạm, mà đôi khi còn tồn tại trong miệng của những kẻ điên rồ.",,
AvgDialog_19076_Content_1,agVH,avg章4_AvgDialog_C_M.csv,8,AvgDialog,Content,,疯人之口,Mouth of the Mad,Рот сумасшедшего,Boca del loco,狂人の口,광인의 입,Bouche du fou,Mund des Wahnsinnigen,Boca do Louco,ปากของผู้คลั่ง,Mulut Gila,Miệng kẻ điên,,
AvgDialog_19076_Content_2,agVS,avg章4_AvgDialog_C_M.csv,9,AvgDialog,Content,,穿越铁路桥，进入疗养院时，天光已然跃出地平线。,"After crossing the railway bridge and entering the sanatorium, the sky had already begun to brighten.","При пересечении железнодорожного моста и входе в санаторий, свет уже поднялся над горизонтом.","Atravesar el puente del ferrocarril, al entrar en el sanatorio, el sol ya ha salido",鉄道橋を渡り、療養院に入る頃には、天光がすでに地平線から昇っていた。,"철도교를 통과하고 요양원에 들어섰을 때, 하늘의 빛이 이미 지평선 위로 솟아올랐다.","Traverser le pont du chemin de fer pour atteindre le sanatorium, à l'aube","Als du die Eisenbahnbrücke überquertest und das Sanatorium betratest, war die Sonne bereits über den Horizont gestiegen","Ao atravessar a ponte ferroviária e entrar no sanatório, o sol já havia surgido no horizonte",เมื่อข้ามสะพานรถไฟและเข้าสู่โรงพยาบาลรักษาโรค ฟ้าเริ่มส่องแสงเหนือขอบฟ้า,"Menyeberangi jembatan rel dan memasuki sanatorium, cahaya langit sudah muncul di cakrawala.","Đi qua cầu đường sắt, khi bước vào trung tâm điều dưỡng, ánh sáng trời đã vượt qua đường chân trời.",,
AvgDialog_19076_Content_3,agWd,avg章4_AvgDialog_C_M.csv,10,AvgDialog,Content,,推开大门，粉尘在散发着古怪臭味的走廊中弥散开来。\n明明是阳光明媚的雪霁白日，走廊中却阴暗无光。,"As you push open the door, dust fills the corridor, emitting a strange stench.\nIt was bright and sunny outside now that the snow had stopped falling, but the corridor remains dim and gloomy.",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
AvgDialog_19076_Content_4,agWo,avg章4_AvgDialog_C_M.csv,11,AvgDialog,Content,萝坦,我不喜欢这地方。,I don't like this place.,Мне не нравится это место.,No me gusta este lugar,この場所、好きじゃない。,이곳을 좋아하지 않아요.,Je n'aime pas cet endroit,Ich mag diesen Ort nicht,Eu não gosto deste lugar,ฉันไม่ชอบที่นี่。,Saya tidak menyukai tempat ini.,Tôi không thích nơi này.,,
AvgDialog_19076_Content_5,agWz,avg章4_AvgDialog_C_M.csv,12,AvgDialog,Content,莉莉,……,...,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
AvgDialog_19076_Content_6,agWE,avg章4_AvgDialog_C_M.csv,13,AvgDialog,Content,,你拍了拍莉莉的头，鼓励她继续带领众人前行。,"You pat Lily's head, encouraging her to continue leading the group forward.","Ты погладил Лили по голове, поощряйте её продолжать вести группу передвигаться вперёд.","Le das una palmada en la cabeza a Lily, animándola a seguir liderando al grupo",あなたはリリの頭をなで、彼女を励ましてみんなを前進させるよう促しました。,너는 리리의 머리를 쓰다듬으며 그녀를 격려하며 여럿이 전진.,"Tu tapotes la tête de Lily, l'encourageant à continuer de guider le groupe","Du klopfst Lily auf den Kopf und ermutigst sie, weiterzugehen","Você dá um tapinha na cabeça de Lily, encorajando-a a continuar liderando o grupo",คุณตบหัวลิลลี่เบาๆ เพื่อให้กำลังใจเธอในการนำทุกคนเดินหน้าต่อไป,"Kamu menepuk kepala Lily, memberinya semangat untuk terus memimpin kelompok ini maju.","Bạn vỗ nhẹ vào đầu Lily, khích lệ cô tiếp tục dẫn dắt mọi người đi tiếp.",,
AvgDialog_19076_Content_7,agWF,avg章4_AvgDialog_C_M.csv,14,AvgDialog,Content,,空寂的走廊里只有你们的脚步声回荡，闷响的回声令人心悸。,"Only your footsteps echo in the empty corridor, the dull reverberations causing an unsettling atmosphere.","В пустом коридоре слышны только ваши шаги, эхо которых звучит глухо и вызывает тревогу.","En el pasillo vacío, solo se escuchan sus pasos, cuyo eco sordo es inquietante",空寂な廊下には、ただあなたたちの足音が響き渡り、鈍いエコーが心に重さを感じさせる。,"조용한 복도에는 오직 당신들의 발자국 소리만이 울려 퍼지고, 묵직한 에코가 불안감을 자아냅니다.","Seuls vos pas résonnent dans le couloir vide, l'écho sourd fait battre votre cœur","In dem leeren Flur hallen nur eure Schritte wider, das dumpfe Echo lässt das Herz schneller schlagen","Os passos de vocês ecoam no corredor vazio, o som abafado é inquietante",ในทางเดินที่เงียบงัน มีเพียงเสียงฝีเท้าของพวกคุณที่ดังก้อง เสียงสะท้อนที่หนักอึ้งทำให้ใจสั่น,"Di koridor yang sunyi, hanya langkah kalian yang bergema. Gema yang berat membuat jantung berdebar.","Trong hành lang vắng lặng, chỉ có tiếng bước chân của bạn vang vọng, âm thanh nặng nề khiến lòng người rợn tóc gáy.",,
AvgDialog_19076_Content_8,agWG,avg章4_AvgDialog_C_M.csv,15,AvgDialog,Content,萝坦,消毒水快把这地方腌入味了，你们真没感觉到鼻子痒痒的？,The air in this place is practically pickled in disinfectant; aren't your noses itchy?,"Дезинфицирующее средство так пропитало воздух, что кажется, будто всё здесь уже ""замариновано"". Разве вам не щекочет нос?","El desinfectante está impregnando este lugar, ¿no sienten picazón en la nariz?",消毒水でこの場所が浸透しているな、君たちは本当に鼻がチクチクしないのか？,소독수 냄새가 너무 심해서 코가 간지럽지 않니?,"L'eau de Javel imprègne cet endroit, vous ne sentez pas vos nez chatouiller ?","Das Desinfektionsmittel durchdringt diesen Ort, merkt ihr nicht, dass eure Nasen jucken?","O desinfetante está impregnando o lugar, vocês não sentem o nariz coçando?",น้ำยาฆ่าเชื้อทำให้ที่นี่เหมือนถูกหมักจนเข้มข้นไปทั่ว พวกคุณไม่รู้สึกจมูกแสบๆ บ้างเหรอ?,"Bau desinfektan sudah meresap ke seluruh tempat ini, kalian tidak merasa hidung gatal?","Mùi nước khử trùng ở đây nồng đến mức như thể đã ngấm vào mọi thứ, các cậu thật sự không cảm thấy mũi hơi ngứa sao?",,
AvgDialog_19076_Content_9,agWH,avg章4_AvgDialog_C_M.csv,16,AvgDialog,Content,,仿佛是要驱散这种寂静，萝坦刻意使脚步重重落地，制造出有节奏的声响。,"As if to dispel the silence, Lotan deliberately made her footsteps heavy and rhythmic.","Словно желая развеять эту тишину, Ротань намеренно идёт тяжёлыми шагами, создавая ритмичный звук.","Como si quisiera romper este silencio, lotan hace que sus pasos caigan pesadamente, creando un sonido rítmico",この静けさを払拭するかのように、ロタンは意図的に足音を大きくして、足音のリズミカルな音を立てた。,마치 이 고요함을 쫓아내려는 것처럼 로탄은 의도적으로 무거운 발걸음을 내딛어 규칙적인 소리를 냈다.,"Pour rompre ce silence, Lotan pesamment faisait retomber ses pas, créant un bruit rythmique","Es ist, als wolle sie diese Stille vertreiben, Lotan lässt absichtlich ihre Schritte schwer auf den Boden fallen und erzeugt einen rhythmischen Klang","Como se quisesse dispersar esse silêncio, lotan faz seus passos ecoarem no chão, criando um som ritmado",ราวกับต้องการขับไล่ความเงียบนั้น โรแทนจงใจเหยียบพื้นอย่างหนัก สร้างเสียงก้องขึ้นมา,"Seolah ingin mengusir keheningan itu, Lotan sengaja melangkah dengan berat untuk menciptakan suara yang berirama.","Như thể muốn phá vỡ sự im lặng, Lơtan cố tình bước mạnh, tạo ra những tiếng động có nhịp điệu.",,
AvgDialog_19076_Content_10,agVI,avg章4_AvgDialog_C_M.csv,17,AvgDialog,Content,,回应她的只有拉蒙娜轻轻的一声“嗯”，随后所有声音又像是被空洞吸入一般归于沉寂。,"The only response was a soft ""mmm"" from Ramona, and then all sounds fell silent as if swallowed into a void.","В ответ ей раздалось лишь тихое ""мм"" от Рамоны, после чего все звуки словно растворились в пустоте, и воцарилась тишина.","Solo un suave ""sí"" de Ramona responde, y luego todo vuelve al silencio como si fuera absorbido por un vacío",彼女に応答したのは、ラモナの小さく「うん」」という一声だけだった。その後、すべての音声は空洞に吸い込まれるようにして沈黙へと戻った。,"그녀의 대답은 라몬나의 가볍게 ""응""하는 소리뿐이었고, 그 다음 모든 소리는 공허에 빨려 들어가듯 침묵으로 돌아갔다.","Seul un léger ""Mm"" de Ramona répond, puis tout redevient silencieux comme si absorbé par le vide","Nur ein leises „Hm“ von Ramona antwortet ihr, dann kehrt Stille ein, als ob alle Geräusche in ein Vakuum gesogen würden","A única resposta dela foi um leve ""hum"" de Ramona, e então o silêncio voltou como se sugado por um vazio","คำตอบของเธอมีเพียงเสียงแผ่วเบา ""ฮืม"" ของรามอน่า จากนั้นทุกเสียงก็กลับเข้าสู่ความเงียบงันราวกับถูกดูดกลืนโดยความว่างเปล่า","Yang menjawabnya hanyalah gumaman pelan ""Hmm"" dari Ramona, lalu semua suara kembali tenggelam dalam kesunyian seolah-olah terserap oleh kehampaan.","Đáp lại cô chỉ có tiếng “ừ” nhẹ của Ramona, sau đó mọi âm thanh lại như bị hút vào khoảng không gian trống rỗng và trở nên im lặng.",,
AvgDialog_19076_Content_11,agVJ,avg章4_AvgDialog_C_M.csv,18,AvgDialog,Content,玩家,莉莉，就要见到妈妈了，你开心吗？,"Lily, you're about to see your mother soon. Are you happy?","Лили, скоро увидишь маму, ты рада?","Lily, pronto verás a mamá, ¿estás feliz?",リリ、まもなくママに会えるわ、うれしい？,"리리, 곧 엄마를 만날 거야, 기뻐해?","Lily, tu vas bientôt voir maman, es-tu contente ?","Lily, du wirst Mama bald sehen, freust du dich?","Lily, você vai ver a mamãe, está feliz?",ลิลลี่ กำลังจะได้พบแม่แล้ว เธอดีใจไหม?,"Lily, sebentar lagi akan bertemu dengan Ibu. Apakah kamu senang?","Lily, sắp được gặp mẹ rồi, bạn có vui không?",,
AvgDialog_19076_Content_12,agVK,avg章4_AvgDialog_C_M.csv,19,AvgDialog,Content,莉莉,嗯，妈妈……,"Hmm, Mom...","Мм, мама..","Sí, mamá",うん、ママ……,"음, 엄마……","Mmm, maman","Hmm, Mama","Hmm, mamãe",อืม แม่..,"Hmm, Ibu…","Ừ, mẹ…",,
AvgDialog_19076_Content_13,agVL,avg章4_AvgDialog_C_M.csv,20,AvgDialog,Content,,莉莉纤细柔软的小手紧紧攥着你的手指，你感受到她手心渗出的微汗，轻轻回握以示安慰。,Lily's soft and delicate hand grips your finger tightly. You feel the slight sweat from her palm and gently squeeze back to comfort her.,"Тонкие и мягкие ручки Лили крепко сжимают твои пальцы, ты ощущаешь небольшую испарину на её ладони и нежно отвечаешь ей, успокаивая.","Lily apretó tus dedos con sus manos delgadas y suaves, sentiste un poco de sudor en su palma y la apretaste suavemente para consolarla",リリの細くて柔らかい小さな手があなたの指をしっかりと握り、彼女の手のひらからにじみ出る微かな汗を感じます。軽く握り返し、リリを安心させるように。,"리리의 가늘고 부드러운 작은 손이 당신의 손가락을 꽉 잡고 있습니다. 당신은 그녀의 손바닥에서 배어나는 미세한 땀을 느끼며, 위로하듯 가볍게 손을 맞잡습니다.","Les petites mains délicates de Lily serrent fermement tes doigts, tu sens une légère sueur dans sa paume, tu lui rends une légère pression pour la réconforter","Lily's zarte Hand umklammerte deine Finger, du spürtest den leichten Schweiß in ihrer Handfläche und drücktest sanft zurück, um sie zu trösten",Lily apertou seus dedos com suas mãos delicadas e suadas. Você apertou de volta para confortá-la,ลิลลี่ใช้มือเล็กๆ ที่บางเบาและนุ่มนวลของเธอจับนิ้วของคุณไว้อย่างแน่น คุณรู้สึกถึงเหงื่อที่ซึมออกมาจากฝ่ามือของเธอ และตอบกลับด้วยการจับมือเบาๆ เพื่อให้กำลังใจ,"Tangan kecil Lily yang lembut dan ramping erat mencengkeram jari-jarimu. Kamu bisa merasakan keringat halus di telapak tangannya, lalu dengan lembut membalas genggamannya untuk memberikan penghiburan.","Tay nhỏ nhắn và mềm mại của Lily siết chặt ngón tay của bạn, bạn cảm nhận được mồ hôi nhẹ nhàng từ lòng bàn tay cô ấy, nhẹ nhàng siết lại để an ủi cô ấy.",,
AvgDialog_19076_Content_14,agVM,avg章4_AvgDialog_C_M.csv,21,AvgDialog,Content,拉蒙娜,如果你不想回到这里，要不要跟我们去弥萨格呢？,"If you don't want to return here, how about joining us and heading to Mythag?","Если ты не хочешь возвращаться сюда, не надо ли пойти с нами в Мисага?","Si no quieres volver aquí, ¿quieres venir con nosotros a Missaga?",あなたがここに戻りたくなければ、私たちとミサグへ行ってみない？,"만약 여기로 돌아오지 않다면, 우리와 함께 미사그에 가볼래?","Si tu ne veux pas revenir ici, veux-tu venir avec nous à Missaga ?","Wenn du nicht hierher zurückkehren willst, möchtest du mit uns nach Missaga gehen?","Se você não quiser voltar aqui, quer ir conosco para Missaga?",ถ้าคุณไม่อยากกลับมาที่นี่ คุณอยากไปมิซากะกับเราไหม?,"Jika kamu tidak ingin kembali ke sini, apakah kamu mau pergi ke Mythag bersama kami?","Nếu bạn không muốn trở về đây, có muốn đi cùng chúng tôi đến Misaque không?",,
AvgDialog_19076_Content_15,agVN,avg章4_AvgDialog_C_M.csv,22,AvgDialog,Content,拉蒙娜,父亲当年能收养我，现在应该也不介意再收养一个。\n能有个这么乖的妹妹，我也会很开心的。,"My father took me in back then, so he shouldn't mind taking in another.\nHaving such a cute little sister would make me very happy too.",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
AvgDialog_19076_Content_16,agVO,avg章4_AvgDialog_C_M.csv,23,AvgDialog,Content,玩家,倒不是这个问题，莉莉她……,"That's not the issue. It's Lily, she...","Не то чтобы это проблема, Лили она..","No es eso, Lily ella",この問題ではなく、リリは……,"그런 문제가 아니라, 리리는……","Ce n'est pas vraiment ça, Lily elle","Es ist nicht das Problem, es ist Lily","Não é bem esse o problema, a Lily",ไม่ใช่เรื่องนั้น ลิลลี่เธอ..,"Bukan itu masalahnya, Lily dia...","Chuyện không phải là vậy, Lily cô ấy…",,
AvgDialog_19076_Content_17,agVP,avg章4_AvgDialog_C_M.csv,24,AvgDialog,Content,希洛,<Blue:希洛>。如果你问身份，我算是那孩子的姐姐。\n更准确的说法是，我们的力量是<Yellow:「同源」>的。,"<Blue:Helot>. If you're asking about my identity, I consider myself that child's older sister.\nTo be more precise, our powers are <Yellow:""of the same origin"">.",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
AvgDialog_19076_Content_18,agVQ,avg章4_AvgDialog_C_M.csv,25,AvgDialog,Content,,如果希洛所言非虚，那么你牵着的这个乖孩子，无疑也是<Yellow:唤醒体>。,"If Helot isn't lying, then this well-behaved child you're holding is undoubtedly an <Yellow:Awakener>.","Если слова Шило правдивы, то этот послушный ребенок, которого ты ведешь за руку, без сомнения, также является <Yellow:пробуждающее тело>.","Si lo que dice Helot es cierto, entonces este buen niño que llevas de la mano es, sin duda, <Yellow:despertador>",もしシロの言葉が真実なら、あなたが連れているこの素直な子供も、无疑にも<Yellow:覚醒体>だ。,"만약 시로의 말이 사실이라면, 당신이 손을 잡고 있는 이 착한 아이 역시 <Yellow:웨이크업 바디>입니다.","Si ce que dit Hilote est vrai, alors cet enfant sage que vous tenez par la main est sans doute <Yellow:réveilleur>","Wenn Helots Worte wahr sind, dann ist dieses gehorsame Kind, das du hälst, ohne Zweifel auch <Yellow:Erwecker>","Se o que Hilota disse for verdade, então essa criança comportada que você segura, sem dúvida, também é <Yellow:despertador>",หากคำพูดของชิโลไม่ผิดแล้วละก็ เด็กดีที่เธอกำลังจูงอยู่นี้ ไม่ต้องสงสัยเลยว่าก็คือ<Yellow:สิ่งมีชีวิตที่ถูกปลุกให้ตื่น>.,"Jika apa yang dikatakan Helot benar, maka anak baik yang kamu pegang ini tanpa diragukan lagi juga seorang <Yellow:Pembangun>.","Nếu như những lời của Hiro là sự thật, thì đứa bé ngoan mà bạn đang dắt, không nghi ngờ gì cũng là <Yellow:thân thể được đánh thức>.",,
AvgDialog_19076_Content_19,agVR,avg章4_AvgDialog_C_M.csv,26,AvgDialog,Content,拉蒙娜,我知道，这不是有你在吗？\n 只要进行临时链接，坚持到让她与学校黑池链接上就好。,"I know. You're here, aren't you?\nJust establish a temporary Link to hold on until she connects with the Black Pool back at school.",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
