Key,ShortKey,Source,Row,Module,Field,Character,CN,EN,RU,ES,JP,KR,FR,DE,PT,TH,IN,VI
AvgDialog_46539_Content_11,alyh,avg系统功能引导_AvgDialog_C_M.csv,18,AvgDialog,Content,威廉,<Yellow:唤醒体的能力>，<Yellow:界域的隔阂>乃至<Yellow:战斗规则>都与现实中大相径庭。,"<Yellow:Abilities of the Awakened>, <Yellow:Realm Barriers>, and <Yellow:Battle Rules> differ greatly from reality.","<Yellow:способности пробуждающего тела>, <Yellow:граница> и даже <Yellow:правила боя> значительно отличаются от реальности.","<Yellow: La habilidad del despertador>, <Yellow: El aislamiento del reino> y <Yellow: Las reglas de batalla> difieren enormemente de la realidad",<Yellow:覚醒体の能力>、<Yellow:境界の隔たり>そして<Yellow:バトルルール>は現実と大きく異なっている。,"<Yellow:웨이크업 바디의 능력>,<Yellow:경계역의 장벽>심지어<Yellow:전투 규칙>은 현실과 크게 다르다.","<Yellow: Les capacités du réveilleur>, <Yellow: les barrières du royaume> et même <Yellow: les règles de combat> diffèrent grandement de la réalité","<Yellow:Die Fähigkeiten des Erwachten>, <Yellow:die Barrieren des Bereichs> und sogar <Yellow:die Kampfregeln> unterscheiden sich stark von der Realität","<Yellow: A capacidade do Despertador>, <Yellow: A barreira do Reino> e até <Yellow: As regras de Batalha> são bastante diferentes da realidade",<Yellow:ความสามารถของร่างกายที่ตื่นขึ้น>，<Yellow:ขอบเขตแห่งการแยก> รวมถึง <Yellow:กฎของการต่อสู้> ต่างก็แตกต่างจากความเป็นจริงอย่างชัดเจน。,"<Yellow:Kemampuan Pembangun>, <Yellow:Hambatan Alam> hingga <Yellow:Aturan Pertempuran> sangat berbeda dari kenyataan.","<Yellow:khả năng của thân thể được đánh thức>, <Yellow:rào cản giữa các giới vực> cũng như <Yellow:quy tắc chiến đấu> đều khác xa so với thực tế."
AvgDialog_46539_Content_12,alyi,avg系统功能引导_AvgDialog_C_M.csv,19,AvgDialog,Content,威廉,你对唤醒体们的<Yellow:养成也会失效>，不过<Yellow:对方亦然>。某种程度上而言，「相位对弈」是一场<Yellow:公平对决>。,"You understand that the <Yellow:nurturing will also fail> for the Awakeners, but <Yellow:the same applies to the other party>. In a sense, ""Traphase"" is a <Yellow:fair duel>.","Твоя <Yellow:пробуждающая способность также утратит силу>, однако <Yellow:то же самое касается и противника>. В определённом смысле, 《Фазовый поединок》 является <Yellow:честным противостоянием>.","Sobre la <Yellow:la crianza también fallará> de los despertadores, <Yellow:lo mismo va para el oponente>. En cierto sentido, ""traphase"" es una <Yellow:confrontación justa>",あなたが覚醒体たちの<Yellow:育成も効果がなくなる>が、<Yellow:相手も同様>です。ある意味で、「フェイズマッチ」は<Yellow:公平な対決>です。,"웨이크업 바디들의<Yellow:양성도 무효화>되지만, <Yellow:상대방도 마찬가지>입니다. 일정 수준에서는 “페이즈 대결”은 <Yellow:공평한 대결>입니다.","Tu sais que l'<Yellow:élevage échouera également> pour les réveilleurs, cependant, <Yellow:il en va de même pour l'autre>. En un sens, « traphase » est un <Yellow:duel équitable>","Du glaubst, die Erwecker hätten auch bei <Yellow: Ausbildung kann ebenfalls fehlschlagen> keine Bedenken. <Yellow: Der Gegner ebenfalls>. In gewisser Hinsicht ist die „Traphase“ ein <Yellow: gerechtes Duell>","Você sobrevive à <Yellow:a formação também falhará>, mas <Yellow:o mesmo vale para o outro>. De certa forma, ""traphase"" é um <Yellow:duelo justo>",การ<Yellow:ปลุก>ร่างกายที่ตื่นขึ้นของคุณจะล้มเหลว เช่นเดียวกัน <Yellow:ฝ่ายตรงข้ามก็เช่นกัน> ในทางใดทางหนึ่ง 「การเล่นหมากรุกเฟส」เป็น<Yellow:การดวลที่ยุติธรรม>。,"Pengembanganmu terhadap Pembangun juga akan gagal, namun <Yellow:pihak lawan juga demikian>. Dalam beberapa hal, 「Traphase」 adalah sebuah <Yellow:permainan yang adil>.","Bạn sẽ không thể <Yellow:phát triển> các thân thể được đánh thức, nhưng <Yellow:đối phương cũng vậy>. Trong một mức độ nhất định, 「Đối đầu Pha」 là một cuộc <Yellow:đấu tay đôi công bằng>."
AvgDialog_46539_Content_13,alyj,avg系统功能引导_AvgDialog_C_M.csv,20,AvgDialog,Content,威廉,启动相位仪器，尝试一次对弈吧，一切疑问都将在实战中得到解答。愿银钥指引前路。,Activate the phase device and try a match. All questions will be answered in battle. May the Silver Key guide your path.,"Активируйте фазовый инструмент, попробуйте сыграть одну партию. Все вопросы найдут ответы в бою. Пусть серебряный ключ осветит ваш путь.",Activa el instrumento de fase y prueba una partida. Todas las dudas se resolverán en combate. Que la Llave de Plata guíe tu camino,フェイズ装置を起動し、一度対局を試みてみよう。すべての疑問は実戦の中で解けるでしょう。シルバーキーが道を導くように。,위상기기를 가동하고 한 번의 대국을 시도해 보십시오. 모든 의문은 실전에서 답을 찾게 될 것입니다. 은열쇠가 앞길을 밝혀주길 기원합니다.,"Démarre l'instrument de phase, essaie une partie, toutes les questions trouveront réponse en combat. Que la clé d'argent guide le chemin",Starte das Phaseninstrument und versuche ein Spiel. Alle Fragen werden im Kampf beantwortet. Möge der Silberne Schlüssel den Weg weisen,"Inicie o instrumento de fase, tente uma partida, todas as dúvidas serão respondidas na prática. Que a chave de prata guie o caminho",เริ่มการทำงานของอุปกรณ์ควบคุมเฟส ลองเล่นเกมฝึกทักษะกันดูสักครั้ง ทุกข้อสงสัยจะได้รับคำตอบในสถานการณ์จริง ขอให้แสงจากกุญแจเงินนำทางเราไปข้างหน้า,"Aktifkan instrumen fase, coba lakukan permainan. Semua pertanyaan akan terjawab dalam pertempuran nyata. Semoga Kunci Perak membimbing jalan ke depan.","Khởi động thiết bị pha, hãy thử một ván cờ đi, mọi thắc mắc sẽ được giải đáp trong thực chiến. Mong chìa khóa bạc soi sáng con đường phía trước."
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
AvgDialog_46700_Content_1,alys,avg系统功能引导_AvgDialog_C_M.csv,21,AvgDialog,Content,朵尔,诺斯指数89.8，潮频762hz，还在不断上升中……,"Gnostic index 89.8, tide frequency 762hz, still rising...","Норс индекс 89.8, частота прилива 762 Гц, продолжает неуклонно расти..","Índice gnóstico 89.8, frecuencia de 762hz, sigue en aumento",ノースインデックス89.8、潮周波数762hz、まだ上昇中……,"노스 지수 89.8, 조파 주파수 762Hz, 계속 상승 중입니다…","Index gnostique 89.8, fréquence des marées 762hz, et continue d'augmenter","Gnostischer Index 89,8, Frequenz 762 Hz, weiterhin steigend","Índice gnóstico 89,8, frequência de onda 762hz, ainda está subindo",ดัชนีนอร์ส 89.8，ความถี่น้ำขึ้น 762hz，ยังคงเพิ่มขึ้นอย่างต่อเนื่อง..,"Indeks Gnostik 89.8, frekuensi pasang 762Hz, masih terus meningkat…","Chỉ số Nos 89.8, tần số triều 762hz, vẫn đang tiếp tục tăng…"
AvgDialog_46700_Content_2,alyt,avg系统功能引导_AvgDialog_C_M.csv,22,AvgDialog,Content,诃勒特,毫无疑问，是<Yellow:融灾黑潮>。各部门就位，监测组实时汇报诺斯指数，对策组预备方案，行动组展开人工密境，准备通过精神维度潜入融灾禁区！,"It's undoubtedly <Yellow:D-tide>. All departments in position. The monitoring team reports the Gnostic Index in real time, the strategy team prepares contingency plans, and the action team launches the artificial domain, ready to dive into the D-tide exclusion zone through the spirit dimension!","Без сомнения, это <Yellow:Фуэте Черного Потопа>. Все отделы на местах, группа мониторинга предоставляет данные по Норс индексу в реальном времени, группа планирования готовит сценарий, группа действий разворачивает мистический мир, готовимся проникнуть через измерение духа в зону поглощения катастрофы!","Sin duda, es <Yellow:marea negra de efecto d>. Todos los departamentos en posición, el equipo de monitoreo reporta en tiempo real el índice gnóstico, el equipo de estrategias prepara planes y el equipo de acción establece un dominio artificial, ¡listos para infiltrarse en la zona prohibida de efecto d a través de la dimensión espiritual!",疑いの余地なく、<Yellow:融災黒潮>です。各部門が準備完了し、監視グループはノースインデックスをリアルタイムで報告し、対策グループはプランを準備し、行動グループは人工密境を展開し、精神次元を介して融災禁域に潜入する準備を整えています！,"의심의 여지 없이, <Yellow:융재흑조>입니다. 각 부서는 대기하고, 모니터링 팀은 노스 지수를 실시간으로 보고하며, 대책팀은 예비 방안을 준비하고, 행동팀은 인공 미궁을 전개하여 정신 차원을 통해 융재금지구역에 잠입할 준비를 하세요!","Sans aucun doute, c'est <Yellow:marée noire>. Tous les départements en position, l'équipe de surveillance rapporte en temps réel l'index gnostique, l'équipe de stratégie prépare un plan, et l'équipe d'action commence le domaine artificiel pour infiltrer la zone interdite de la marée noire à travers la dimension spirituelle !","Ohne Zweifel handelt es sich um <Yellow: schwarze Flut>. Alle Abteilungen in Position, das Überwachungs-Team berichtet in Echtzeit über den Gnostischen Index, das Maßnahmen-Team bereitet Pläne vor, das Einsatz-Team eröffnet ein künstliches Gebiet und bereitet sich vor, über die Geisterdimension in das Katastrophengebiet einzudringen!","Sem dúvida, é <Yellow:maré negra>. Todos em posição, o grupo de monitoramento reporta em tempo real o índice gnóstico, o grupo de estratégias prepara planos, o grupo de ação inicia o domínio artificial, preparando-se para invadir a zona restrita da calamidade através da dimensão espiritual!",ไม่มีข้อสงสัยใดๆ แน่นอนว่าเป็น<Yellow:ภัยพิบัติคลื่นดำ> ทุกแผนกรับตำแหน่งประจำ ทีมตรวจสอบรายงานดัชนีนอร์สแบบเรียลไทม์ ทีมวางแผนเตรียมมาตรการ และทีมปฏิบัติการเปิดโดเมนเทียม เตรียมพร้อมเข้าสู่เขตห้ามภัยพิบัติผ่านมิติจิตวิญญาณ!,"Tidak diragukan lagi, itu adalah <Yellow:Arus Hitam>. Semua departemen siap, tim pengawasan melaporkan indeks gnostik secara real-time, tim taktis menyiapkan rencana, tim aksi meluncurkan domain buatan, bersiap untuk menyusup ke zona terlarang bencana melalui dimensi roh!","Không còn nghi ngờ gì nữa, đó là <Yellow:đại thủy triều đen>. Các bộ phận vào vị trí, nhóm giám sát báo cáo chỉ số Nos theo thời gian thực, nhóm đối sách chuẩn bị phương án, nhóm hành động triển khai thiên nhiên mật cảnh, chuẩn bị xâm nhập khu vực cấm của hòa hợp với thiên tai thông qua kích thước tinh thần!"
AvgDialog_46700_Content_3,alyu,avg系统功能引导_AvgDialog_C_M.csv,23,AvgDialog,Content,玩家,融灾黑潮？,D-Tide?,Фуэте Черного Потопа?,¿d-marea?,融災黒潮？,융재흑조?,Une marée noire régionale ?,D-Welle?,Maré negra do desastre?,ภัยพิบัติคลื่นดำ?,Arus Hitam?,Dòng lũ đen tối?
AvgDialog_46700_Content_4,alyv,avg系统功能引导_AvgDialog_C_M.csv,24,AvgDialog,Content,朵尔,黑池内部的意识维度受潮汐影响形成的阶段性涌动，若是处置不当也可能在联通的各大<Yellow:融灾禁区>引发剧烈灾变。,"The periodic surges in the consciousness dimension within the Black Pool, influenced by tidal forces, could trigger severe disasters in connected <Yellow:Regional D-Effect Zones> if not handled properly.","Внутренняя размерность сознания Чёрного бассейна подвержена фазовым колебаниям, вызванным приливами. При неправильной обработке это может привести к серьезным катастрофам в соединенных крупных <Yellow:зонах фуэнь жайхуо>.","Las oscilaciones periódicas en la dimensión de conciencia dentro de la charca negra influenciadas por las mareas, si no se manejan adecuadamente, podrían causar desastres severos en los grandes <Yellow:efecto d-regional> interconectados",ブラックプール内部の意識次元がうねりの影響で段階的に波立ち、適切に処置されない場合、連結された各大規模な<Yellow:融災禁域>で激しい災害を引き起こす可能性がある。,"블랙풀 내부의 의식 차원이 조수의 영향으로 형성된 단계적인 유동은, 처리가 제대로 이루어지지 않으면 연결된 주요 <Yellow:융재금지구역>에서 극심한 재앙을 일으킬 수도 있다.","Les dimensions de conscience à l'intérieur de la piscine noire sont influencées par les marées, créant des vagues périodiques. Une mauvaise gestion peut provoquer des catastrophes dans les <Yellow:zones interdites de fusion> connectées","Die zeitweilige Strömung des Bewusstseins innerhalb der schwarzen Pfütze, beeinflusst von den Gezeiten, könnte im Falle unsachgemäßer Handhabung auch in den verbundenen <Yellow:Regionaler D-Effekt> zu heftigen Katastrophen führen","A dimensão da consciência dentro da Piscina Negra é afetada pelas marés, causando flutuações periódicas, que podem desencadear desastres nas <Yellow:Zonas de Fusão>",การเคลื่อนตัวแบบเป็นช่วงๆ ของมิติจิตสำนึกภายในสระดำที่ได้รับผลกระทบจากกระแสน้ำขึ้นน้ำลง หากจัดการไม่ถูกต้องก็อาจทำให้เกิดภัยพิบัติรุนแรงในเขต<Yellow:ภัยพิบัติ>ที่เชื่อมต่อกันได้เช่นกัน,"Dimensi kesadaran di dalam Kolam Hitam yang terpengaruh oleh pasang surut dapat menyebabkan gelombang fase. Jika tidak ditangani dengan benar, hal ini juga bisa memicu bencana besar di berbagai <Yellow:Zona Terlarang Efek-d regional> yang saling terhubung.","Sự dao động theo giai đoạn của chiều không gian ý thức bên trong hồ đen do thủy triều ảnh hưởng, nếu xử lý không đúng cách cũng có thể gây ra thảm họa lớn trong các <Yellow:khu vực cấm hòa hợp với thiên tai>."
AvgDialog_46700_Content_5,alyw,avg系统功能引导_AvgDialog_C_M.csv,25,AvgDialog,Content,朵尔,诃勒特院长在授钥仪式上提及的漂浮异常存在，正是融灾黑潮爆发的征兆。,The floating anomaly mentioned by Czort dean at the key-giving ceremony is a sign of the D-Tide outbreak.,"Декан Холерт упомянул о плавающем аномальном явлении на церемонии передачи ключа, что является признаком начала Фуэте Черного Потопа.","La existencia anómala flotante mencionada por el decano czort en la ceremonia de concesión de llaves es, de hecho, un signo de la explosión de la marea negra d-regional",コレット学長が鍵渡し式で言及したふわふわする異常存在こそ、融災黒潮の発生の前兆である。,코레트 원장이 수여식에서 언급한 부유 현상은 융재흑조 폭발의 징후입니다.,Le phénomène anormal flottant mentionné par le doyen Czort lors de la cérémonie de remise des clés est effectivement le signe de l'éruption de la marée noire,"Die schwebende Anomalie, die Dekan czort während der Schlüsseleröffnungszeremonie erwähnte, ist ein Zeichen für den Ausbruch der D-Welle",A anomalia flutuante mencionada pelo diretor czort na cerimônia de entrega da chave é um sinal da erupção da maré negra,สิ่งผิดปกติที่ลอยอยู่ ซึ่งคณบดีฮัลเล็ตได้กล่าวถึงในพิธีมอบกุญแจ เป็นลางบอกเหตุของภัยพิบัติคลื่นดำที่กำลังจะปะทุ,Keberadaan aneh melayang yang disebutkan oleh Dekan Czort dalam upacara pemberian kunci adalah pertanda ledakan Arus Hitam D-tide.,Dị thường nổi lên mà Giám đốc Học viện Kherat đề cập trong lễ trao chìa khóa chính là dấu hiệu của sự bùng phát đại thủy triều đen.
