Key,ShortKey,Source,Row,Module,Field,Character,CN,EN,RU,ES,JP,KR,FR,DE,PT,TH,IN,VI,,
Stage_7659_Name,aUBO,g关卡_Stage_A.csv,145,Stage,Name,,现实重启,Reality Reboot,Перезагрузка реальности,Reinicio de la realidad,リアリティーリスタート,다시 현실로,Redémarrage de la réalité,Realitätsneustart,Reinício da realidade,การรีเซ็ตโลกจริง,Realitas Reboot,Khởi động lại thực tế,,
Stage_7659_Desc,aUBN,g关卡_Stage_A.csv,145,Stage,Desc,,风雨仍在酝酿，一切尚未终结。,The storm is still brewing; it is not yet over.,"Буря всё ещё набирает силу, но ещё не завершено.","La tormenta aún se está gestando, nada ha terminado",風雨はまだ醸造され、すべては終わっていない。,"폭풍우는 아직 준비 중이며, 모든 것이 종료되지 않았습니다.","La tempête se prépare, rien n'est encore fini","Der Sturm braut sich noch zusammen, es ist noch nicht vorbei","A tempestade ainda está se formando, nada acabou",พายุและฝนยังคงก่อตัว ทุกอย่างยังไม่สิ้นสุดเลย,"Badai dan hujan masih berkembang, segalanya belum berakhir.","Giông bão vẫn đang tích tụ, tất cả vẫn chưa đi đến hồi kết.",,
Stage_7717_Name,aUTC,g关卡_Stage_A.csv,258,Stage,Name,,现实重启,Reality Reboot,Перезагрузка реальности,Reinicio de la realidad,リアリティーリスタート,다시 현실로,Redémarrage de la réalité,Realitätsneustart,Reinício da realidade,การรีเซ็ตโลกจริง,Realitas Reboot,Khởi động lại thực tế,,
Stage_7717_Desc,aUTB,g关卡_Stage_A.csv,258,Stage,Desc,,风雨仍在酝酿，一切尚未终结。,The storm is still brewing; it is not yet over.,"Буря всё ещё набирает силу, но ещё не завершено.","La tormenta aún se está gestando, nada ha terminado",風雨はまだ醸造され、すべては終わっていない。,"폭풍우는 아직 준비 중이며, 모든 것이 종료되지 않았습니다.","La tempête se prépare, rien n'est encore fini","Der Sturm braut sich noch zusammen, es ist noch nicht vorbei","A tempestade ainda está se formando, nada acabou",พายุและฝนยังคงก่อตัว ทุกอย่างยังไม่สิ้นสุดเลย,"Badai dan hujan masih berkembang, segalanya belum berakhir.","Giông bão vẫn đang tích tụ, tất cả vẫn chưa đi đến hồi kết.",,
Stage_7970_Name,aVjZ,g关卡_Stage_A.csv,427,Stage,Name,,现实重启,Reality Reboot,Перезагрузка реальности,Reinicio de la realidad,リアリティーリスタート,다시 현실로,Redémarrage de la réalité,Realitätsneustart,Reinício da realidade,การรีเซ็ตโลกจริง,Realitas Reboot,Khởi động lại thực tế,,
Stage_7970_Desc,aVjY,g关卡_Stage_A.csv,427,Stage,Desc,,风雨仍在酝酿，一切尚未终结。,The storm is still brewing; it is not yet over.,"Буря всё ещё набирает силу, но ещё не завершено.","La tormenta aún se está gestando, nada ha terminado",風雨はまだ醸造され、すべては終わっていない。,"폭풍우는 아직 준비 중이며, 모든 것이 종료되지 않았습니다.","La tempête se prépare, rien n'est encore fini","Der Sturm braut sich noch zusammen, es ist noch nicht vorbei","A tempestade ainda está se formando, nada acabou",พายุและฝนยังคงก่อตัว ทุกอย่างยังไม่สิ้นสุดเลย,"Badai dan hujan masih berkembang, segalanya belum berakhir.","Giông bão vẫn đang tích tụ, tất cả vẫn chưa đi đến hồi kết.",,
AvgDialog_19196_Content_2,ahyX,avg章6_AvgDialog_C_M.csv,9,AvgDialog,Content,,现实重启,Reality Reboot,Перезагрузка реальности,Reinicio de la realidad,リアリティーリスタート,현실 재시동,Redémarrage de la réalité,Realitätsneustart,Reinício da realidade,การรีเซ็ตโลกจริง,Realitas Reboot,Khởi động lại thực tế,,
AvgDialog_19196_Content_3,ahzi,avg章6_AvgDialog_C_M.csv,10,AvgDialog,Content,墨菲,醒醒，%player%，你快醒醒。,"Wake up, %player%; wake up.","Проснись, %player%, пожалуйста.","Despierta, %player%, despierta",目を覚ませ、%player%、早く目を覚ませ。,"%player%, 깨어나세요. 빨리 깨어나요.","Réveille-toi, %player%, réveille-toi","Wach auf, %player%, wach auf","Acorde, %player%, acorde",ตื่นเถอะ %player% คุณต้องรีบตื่นนะ,"Bangun, %player%, kau harus segera bangun.","Dậy đi, %player%, mau tỉnh dậy.",,
AvgDialog_19196_Content_4,ahzq,avg章6_AvgDialog_C_M.csv,11,AvgDialog,Content,墨菲,别、你别吓我…别睡了，快醒醒。,"D-don't frighten me... Don't fall asleep, wake up.","Не, не пугай меня... Не спи, скорее проснись.","No, no me asustes... No duermas, despierta",別、驚かさないで…寝ないで、早く目を覚まして。,"별로, 당신이 나를 놀라게 하지 마세요... 자다 말고, 빨리 깨어나세요.","Ne... me fais pas peur... Ne dors pas, réveille-toi","Erschreck mich nicht… Wach auf, bitte","Não, não me assuste... Acorde, por favor",อย่า... อย่าทำให้ฉันกลัว ตื่นเถอะ รีบตื่นสิ,"Jangan, jangan menakutiku... Jangan tidur, cepat bangun.","Đừng, đừng làm tôi sợ... Đừng ngủ nữa, mau tỉnh lại.",,
AvgDialog_19196_Content_5,ahzr,avg章6_AvgDialog_C_M.csv,12,AvgDialog,Content,,少女的抽泣一声声锤在鼓膜上，将你的意识从记忆洪流中拉拽了出来。,"The girl's sobs hammered at your eardrums, pulling your consciousness out of the flood of memories.","Плач девушки отдаётся в барабанных перепонках, возвращая твоё сознание из потока памяти.","El sollozo de la chica martillea tus tímpanos, sacándote del torrente de recuerdos",少女の啜り泣きが鼓膜を打ち、あなたの意識を記憶の流れから引き戻したところ。,소녀의 흐느낌이 고막을 두드리며 당신의 의식을 기억의 홍수에서 끌어냈다.,"Les sanglots de la jeune fille martelaient tes tympans, te tirant de la marée des souvenirs",Das Schluchzen des Mädchens hämmerte auf dein Trommelfell und riss dein Bewusstsein aus dem Strom der Erinnerungen,"O choro da garota martelava seus tímpanos, puxando sua consciência do fluxo de memórias",เสียงสะอื้นของสาวน้อยดังขึ้นทีละครั้ง กระทบเข้าที่หู ดึงสติของคุณออกมาจากกระแสความทรงจำ,"Isak tangis seorang gadis terdengar jelas di gendang telinga, menarik kesadaranmu keluar dari aliran memori.","Tiếng nức nở của thiếu nữ vang vọng trong tai, kéo ý thức của bạn ra khỏi dòng chảy ký ức.",,
AvgDialog_19196_Content_7,ahzt,avg章6_AvgDialog_C_M.csv,14,AvgDialog,Content,,记忆像幻灯片般，被一张张塞入了你这台破旧投影机中。\n每一次画面的切换，都让你的灵魂从深处发来尖啸。,"Memories slide into your mind one by one, like frames crammed into an old, battered projector.\nEach transition makes your soul scream from deep within.",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
AvgDialog_19196_Content_8,ahzu,avg章6_AvgDialog_C_M.csv,15,AvgDialog,Content,玩家,唔…拉蒙…娜……,Urgh... Ramo... na...,У... Ламон... На..,Mmm... Ramona,うん…ラモン…な……,음…라몬…나…,Mmm... Ramona,Hm...Ramona,Hum...Ramona,อืม...รามอน...นา..,Umm… Raman… Nana…,Ừ… Ramon… na…,,
AvgDialog_19196_Content_9,ahzv,avg章6_AvgDialog_C_M.csv,16,AvgDialog,Content,墨菲,你这是……,This is... ,Ты это..,¿Qué es esto...?,あなたは……,너는 이거……,C'est,Das ist,"Você, isso é",นี่คือ..,Kamu ini...,Bạn đang nói…,,
AvgDialog_19196_Content_10,ahyN,avg章6_AvgDialog_C_M.csv,17,AvgDialog,Content,墨菲,……哼。\n<Small:还行，这家伙至少还记得拉蒙娜……>,"...Hmph.\n<Small:Not bad, at least this guy still remembers Ramona...>",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
AvgDialog_19196_Content_11,ahyO,avg章6_AvgDialog_C_M.csv,18,AvgDialog,Content,,活人的靠近带来了属于生命的热量，在黑暗中，一阵剧痛以额头为原点向四肢蔓延。,"The presence of the living brought the warmth of life. In the darkness, a sharp pain radiated from your forehead to your limbs.","Приближение живых принесло с собой тепло жизни, и в тёмный резкая боль распространилась от лба к конечностям.","La cercanía de los vivos trajo el calor de la vida, en la oscuridad, un dolor agudo se extendió desde la frente hasta las extremidades",生き物の接近は生命そのものの熱をもたらし、暗闇の中で激痛が額を起点に四肢へと広がった。,"사람의 접근이 생명의 열기를 가져왔고, 어둠 속에서 이마를 중심으로 극심한 통증이 사지로 퍼져갔다.","La chaleur de la vie apportée par la proximité des vivants, une douleur intense se propageant des tempes aux membres dans l'obscurité","Die Annäherung eines Lebenden brachte Wärme des Lebens, und im Dunkeln breitete sich ein scharfer Schmerz von der Stirn bis zu den Gliedmaßen aus","A proximidade de um ser vivo trouxe calor vital, na escuridão, uma dor intensa irradiou da testa para os membros",การเข้าใกล้ของคนเป็นๆ นำพาความอบอุ่นของชีวิตมาด้วย ในความมืด ความเจ็บปวดอย่างรุนแรงได้แผ่ขยายจากหน้าผากไปยังสี่แขนขา.,"Kedatangan orang hidup membawa panas yang berasal dari hidup. Dalam kegelapan, serangan rasa sakit yang tajam menyebar dari dahi ke seluruh anggota tubuh.","Sự tiếp cận của người sống mang theo sức nóng của sức sống, trong bóng tối, một cơn đau nhói lan tỏa từ trán ra tứ chi.",,
AvgDialog_19196_Content_12,ahyP,avg章6_AvgDialog_C_M.csv,19,AvgDialog,Content,,有人屈指在你的前额敲了一下。,Someone flicks you on the forehead.,Кто-то постучал пальцем по твоему лбу.,Alguien te da un golpecito en la frente,誰かが指であなたの額をそっと叩いた。,누군가가 당신의 이마를 손가락으로 가볍게 두드렸다.,: Quelqu'un te tape sur le front,Jemand schnippt dir auf die Stirn,Alguém bateu levemente na sua testa,มีคนใช้นิ้วเคาะหน้าผากคุณเบาๆ,Seseorang mengetuk dahi Anda dengan ujung jari.,Có người gõ bằng đầu ngón tay vào trán bạn.,,
AvgDialog_19196_Content_13,ahyQ,avg章6_AvgDialog_C_M.csv,20,AvgDialog,Content,玩家,好痛！,Ouch!,Ой!,¡Duele!,いたい！,아파!,Aïe !,Es tut weh!,Dói!,โอ้! ปวดมาก!,"Aduh, sakit!",Đau quá!,,
AvgDialog_19196_Content_14,ahyR,avg章6_AvgDialog_C_M.csv,21,AvgDialog,Content,墨菲,还能感觉到痛，那说明你还挺健康的嘛。,"If you can still feel pain, it means you're in pretty good condition.","Ещё чувствуешь боль, значит, ты ещё довольно здоров.","Si aún sientes dolor, eso significa que estás bastante sano",まだ痛みを感じるなら、それはまだ元気だということですね。,"아직 통증을 느낄 수 있다면, 건강하다는 증거예요.","Si tu peux encore ressentir la douleur, c'est que tu es en bonne santé","Wenn du noch Schmerzen fühlst, bist du ziemlich gesund","Se ainda sente dor, está bem saudável",ยังรู้สึกเจ็บอยู่นั่นล่ะ แสดงว่าคุณยังแข็งแรงดีนะ มันเป็นเรื่องดีเลยล่ะ!,"Masih bisa merasakan sakit, itu berarti kamu masih cukup sehat.","Còn cảm thấy đau, có nghĩa là bạn vẫn rất khỏe đấy.",,
AvgDialog_19196_Content_15,ahyS,avg章6_AvgDialog_C_M.csv,22,AvgDialog,Content,玩家,我……刚刚想起了一切。,I... just remembered everything.,Я... только что вспомнил всё,Acabo de recordar todo,私……今、初めてすべてを思い出しました。,나……아까 모든 것을 기억해냈습니다.,: Je... viens de me souvenir de tout,Ich... habe mich gerade an alles erinnert,Eu... acabei de lembrar de tudo,ฉัน... เพิ่งนึกทุกอย่างออก,Aku… baru saja mengingat semuanya.,Tôi… vừa mới nhớ lại mọi thứ.,,
AvgDialog_19196_Content_16,ahyT,avg章6_AvgDialog_C_M.csv,23,AvgDialog,Content,玩家,拉蒙娜、图鲁、埃尔顿船长、希莱斯特、蹈海者们以及你与那个寄生物……,"Ramona, Tulu, Captain Elton, Celeste, the Seafarers, you and that parasite…","Рамона, Тулу, капитан Элтон, Хилестер, Плаватель морей и ты с этим паразитированием..","Ramona, Tulu, Capitán Elton, Celeste, los marineros y tú con esa criatura",ラモナ、トル、エルトン船長、シレステ、蹈海者たち、そしてあなたとその寄生虫……,"라몬나, 투루, 엘튼 선장, 힐레스트, 해양도약자들 그리고 당신과 그 기생충……","Ramona, Tulu, Capitaine Elton, Céleste, les marins, et toi avec ce parasite","Ramona, Tulu, Captain Elton, Celeste, die Seefahrer und du mit diesem Parasiten","Ramona, Tulu, Capitão Elton, Celeste, marinheiros e você com aquela coisa parasita","รามอน่า, ตูรู, กัปตันเอลตัน, ฮิลีย์สเตอร์, ผู้เหยียบทะเล, และคุณกับสิ่งมีชีวิตปรสิตนั้น..",Ramona. Tulu. Kapten Elton. Celeste. Pelaut. Dan kamu dengan parasit itu…,"Ramona, tulô, Thuyền trưởng Elton, Hilaster, những người dấn thân vào biển cả, và bạn cùng sinh vật ký sinh đó…",,
AvgDialog_19196_Content_17,ahyU,avg章6_AvgDialog_C_M.csv,24,AvgDialog,Content,墨菲,把我和这怪物绑在一起就算了，你甚至不肯把我放在蹈海者之前想起来吗！,"Pairing me with this monster is one thing, but not even putting me before the Seafarers?!","Хорошо, что ты связал меня с этим монстром, но разве ты даже не можешь вспомнить обо мне перед Плавателем морей!","Está bien que me ates a esta criatura, pero ¿no siquiera consideraste ponerme delante del marinero?",私をこのモンスターと縛りつけるのはともかく、あなたは私を蹈海者の前に思い出そうともしなかったのですか！,"나를 이 몬스터와 묶어두는 건 그렇다 치고, 당신은 나를 해양도약자보다 먼저 생각해 주지도 않아요!","M'attacher à ce monstre, d'accord, mais tu ne peux même pas penser à moi avant les Marins ?","Es reicht, dass ich mit diesem Monster gefesselt bin, und du erinnerst dich nicht einmal an mich vor dem Seefahrer!","Amarrar-me a este monstro está bem, mas você não vai me deixar na frente do marinheiro?",เอาผมกับมอนสเตอร์นี่มัดรวมกันก็พอแล้ว，คุณถึงขั้นไม่ยอมนึกถึงผมก่อนผู้เหยียบทะเลด้วยซ้ำ!,"Mengikatku bersama monster ini sudah cukup, apakah kamu bahkan tidak mau mengingatku sebelum Pelaut!","Thôi được, việc bạn buộc tôi và quái vật này lại với nhau tôi có thể chấp nhận. Nhưng tại sao bạn thậm chí không nhớ đến tôi trước những người dấn thân vào biển!",,
AvgDialog_19196_Content_18,ahyV,avg章6_AvgDialog_C_M.csv,25,AvgDialog,Content,玩家,我、我绝无此意……,I... I didn't mean it like that...,"Я, я совсем не думал об этом..","Yo, yo no tenía esa intención",私、そんなつもりはありません……,"나, 나는 그런 뜻이 절대 아니에요…",Je... je n'avais pas cette intention,"Ich, ich habe das nicht beabsichtigt","Eu, eu não quis dizer isso","ฉัน, ฉันไม่มีเจตนาเช่นนั้นเลย..",Saya... Saya sama sekali tidak bermaksud begitu...,"Tôi, tôi tuyệt đối không có ý đó…",,
AvgDialog_19196_Content_19,ahyW,avg章6_AvgDialog_C_M.csv,26,AvgDialog,Content,,墨菲哼了一声，将你从地上拉了起来。,Murphy grunted and pulled you up from the ground.,Морфи фыркнул и резко поднял тебя с земли.,Murphy resopló y te levantó del suelo,モーフィは鼻を鳴らし、あなたを床のから引き上げた。,머피가 흥 하고 콧방귀를 뀌며 당신을 일으켜 세웠다.,Murphy grogna et te releva du sol,Murphy brummte und zog dich vom Boden hoch,Murphy resmungou e te puxou do chão,มอร์ฟี่ฮึดฮัด แล้วลากคุณขึ้นจากพื้น,Murphy mendengus dan menarikmu berdiri dari tanah.,"Muphí hừ một tiếng, kéo bạn đứng dậy từ mặt đất.",,
AvgDialog_19196_Content_20,ahyY,avg章6_AvgDialog_C_M.csv,27,AvgDialog,Content,墨菲,我就说嘛，爆炸后你表现得那么奇怪，居然还真是摔着脑袋了……,I knew it. You were acting so strange after the explosion... Turns out you really did hit your head.,"Я же говорил, после взрыва ты вёл себя так странно, оказывается, ты действительно ударился головой..","Lo sabía, después de la explosión actuaste raro, realmente te golpeaste la cabeza",我说嘛，爆発後に君の様子が変だったけど、本当に頭を打っていたんだね……,"나 말했잖아, 폭발 후에 네가 그렇게 이상하게 행동하더니, 정말로 머리를 부딪힌 거였구나……","Je savais que tu agissais bizarrement après l'explosion, tu t'es vraiment cogné la tête","Ich wusste, dass du nach der Explosion so seltsam warst, du hast dir wirklich den Kopf gestoßen","Eu sabia, depois da explosão você estava estranho, realmente bateu a cabeça",ก็ฉันบอกแล้วว่า หลังจากเกิดระเบิดเธอมีท่าทางแปลกๆ แบบนั้น ที่แท้ก็โดนศีรษะกระแทกเข้าจริงๆ..,"Aku sudah bilang, setelah ledakan kamu berperilaku begitu aneh, ternyata benar-benar terbentur kepala ya…","Tôi đã nói mà, sau vụ nổ bạn cư xử thật kỳ lạ, hóa ra thật sự bị va chạm ở đầu rồi…",,
AvgDialog_19196_Content_21,ahyZ,avg章6_AvgDialog_C_M.csv,28,AvgDialog,Content,玩家,但有一点我还是不太明白……,"However, there is one thing I still don't quite understand...","Но есть одна точка, которую я всё ещё не совсем понимаю..",Pero hay algo que no entiendo,しかし、一つまだわかりません……,하지만 한 가지는 아직 잘 모르겠어요……,Mais il y a une chose que je ne comprends toujours pas,Aber eine Sache verstehe ich immer noch nicht,Mas há algo que ainda não entendo,แต่มีเรื่องหนึ่งที่ผมยังไม่ค่อยเข้าใจ..,Tapi ada satu hal yang masih belum aku pahami...,Nhưng có một điểm tôi vẫn chưa thực sự hiểu……,,
AvgDialog_19196_Content_22,ahza,avg章6_AvgDialog_C_M.csv,29,AvgDialog,Content,玩家,弥利亚姆在动力室诱发爆炸时，是谁把大家从爆炸现场救了出来？,Who saved everyone when Miryam triggered the explosion in the power room?,"Кто вывел всех из зоны взрыва, когда Мириам вызвала взрыв в машинном отделении?",¿Quién salvó a todos del lugar de la explosión cuando Miria provocó la detonación en la sala de poder?,ミリアムが動力室で爆発を誘発したとき、誰がみんなを爆発現場から救出したのか？,"미리암이 동력실에서 폭발을 유발할 때, 누가 모두를 폭발 현장에서 구해냈나요?",Qui a sauvé tout le monde du site de l'explosion quand Miryam a déclenché l'explosion dans la salle de puissance ?,"Wer hat alle aus der Explosion gerettet, als Miryam im Kraftwerk die Explosion auslöste?","Quando houve a explosão na sala de energia, quem salvou todos da cena da explosão?",เมื่อมิลียาห์มทำให้เกิดการระเบิดในห้องเครื่อง ใครเป็นคนที่ช่วยทุกคนออกมาจากสถานที่เกิดเหตุ?,Siapa yang menyelamatkan semua orang dari lokasi ledakan saat Miryam memicu ledakan di Ruang Kekuatan?,Ai đã cứu mọi người khỏi hiện trường vụ nổ khi Miriam gây ra vụ nổ ở phòng động lực?,,
AvgDialog_19196_Content_23,ahzb,avg章6_AvgDialog_C_M.csv,30,AvgDialog,Content,墨菲,是希莱斯特吧，这艘船上也没有第二个人能发出那种白光了。,It had to have been Celeste. No one else on this ship emits such a white light.,"Это же Хилестер, на этом корабле нет второго человека, который мог бы излучать такой белый свет",¿Es celeste? No hay nadie más en este barco que emita esa luz blanca,シレステだね、この船にそんな白い光を放てる人は他にはいないから。,"힐레스트겠지, 이 배에는 그 하얀 빛을 낼 수 있는 두 번째 사람이 없어.","C'est le céleste, il n'y a personne d'autre sur ce bateau qui pourrait émettre une telle lumière blanche","Das ist bestimmt Celeste, auf diesem Schiff kann niemand anderes so ein weißes Licht ausstrahlen","Deve ser celeste, não há mais ninguém a bordo que possa emitir essa luz branca",ฮิลีย์สเตอร์ใช่ไหม บนเรือลำนี้ไม่มีใครคนที่สองที่สามารถปล่อยแสงสีขาวแบบนั้นได้หรอก。,"Itu pasti Celeste, tidak ada orang lain di kapal ini yang bisa memancarkan cahaya putih seperti itu.","Phải là Hilaster rồi, trên con tàu này không có ai khác có thể phát ra thứ ánh sáng trắng đó đâu.",,
AvgDialog_19196_Content_24,ahzc,avg章6_AvgDialog_C_M.csv,31,AvgDialog,Content,,大海的怀抱变得尖锐，海水与烧焦的皮肤反应出了令人窒息的挣扎。盲目的混沌如黑夜中的鬼怪，撕裂、折断着你的身体。,"The sea's embrace turns sharp, the burning water reacting with your scorched skin in a suffocating struggle.\nBlind chaos, like a demon of the night, tears and breaks your body.","Объятия моря становятся острыми, морская вода реагирует с обожженной кожей, вызывая удушение и борьбу. Слепой хаос, словно ночные призраки, разрывает и ломает твое тело.","El abrazo del mar se vuelve agudo, el agua salada y la piel quemada reaccionan en una lucha sofocante. El caos ciego como un monstruo nocturno, rasga y rompe tu cuerpo",大海の抱擁が鋭くなり、海水と焼けた肌が反応して息絶えるような苦しみを引き起こす。盲目のカオスは夜の怪物のように、あなたのからだを引き裂き、折り曲げる。,"대해의 품이 날카로워졌고, 바닷물과 그을린 피부가 질식할 듯한 투쟁을 일으켰다. 눈먼 카오스는 밤의 악귀처럼 당신의 몸을 찢어 부러뜨렸다.","L'étreinte de la mer devient tranchante, l'eau salée et la peau brûlée réagissent dans une lutte étouffante. Le chaos aveugle, comme des démons dans la nuit, déchire et brise ton corps","Das Meer wird scharf, das Wasser und die verbrannte Haut reagieren mit einem erstickenden Kampf. Blinde Chaoten wie Nachtgeister zerreißen und brechen deinen Körper","O abraço do mar se torna afiado, a água salgada reage com a pele queimada, causando uma luta sufocante. O caos cego, como um monstro na noite, rasga e quebra seu corpo",อ้อมกอดของท้องทะเลกลับกลายเป็นคมเข้ม น้ำทะเลทำปฏิกิริยากับผิวหนังที่ถูกเผาจนเกิดการดิ้นรนที่ทำให้หายใจไม่ออก ความวุ่นวายเหมือนภูติในยามราตรี ฉีกกระชากและหักล้างร่างกายของคุณ,"Pelukan laut menjadi tajam, air laut bereaksi dengan kulit yang terbakar menghasilkan perjuangan yang menyesakkan. Kekacauan buta seperti hantu di malam hari, merobek dan mematahkan tubuhmu.","Lòng đại dương trở nên sắc nhọn, nước biển phản ứng với làn da bị cháy tạo ra sự giằng co đến nghẹt thở. Sự hỗn loạn mù quáng tựa như những bóng ma trong đêm tối, xé toạc và nghiền nát thân thể bạn.",,
