Key,ShortKey,Source,Row,Module,Field,Character,CN,EN,RU,ES,JP,KR,FR,DE,PT,TH,IN,VI,
AvgDialog_73784_Content_3,apYT,avg星辰章2_AvgDialog_C_M.csv,10,AvgDialog,Content,,昏黑诡异的房间里，无数双眼睛盯着唯一的活人。\n这时，脚步声响起，第二个活人出现。,"In the dim and eerie room, countless eyes are staring at the only living person.\nAt this moment, footsteps sound, and a second living person appears.",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
AvgDialog_73784_Content_4,apZe,avg星辰章2_AvgDialog_C_M.csv,11,AvgDialog,Content,赫伯特？,怎么没有开灯？,Why is the light not on?,Почему свет не включен?,#N/A,どうして灯りがついていないの？,왜 불이 안 켜져 있나요?,#N/A,#N/A,#N/A,ทำไมยังไม่ได้เปิดไฟ?,Mengapa lampunya tidak dinyalakan?,Sao không bật đèn lên?,
AvgDialog_73784_Content_5,apZp,avg星辰章2_AvgDialog_C_M.csv,12,AvgDialog,Content,克莱门汀唤醒体？,灯光会激发人的理智，在享受时间里，我无意触发这些。,"Light can ignite rationality in people; while enjoying the time, I unintentionally triggered these.","Свет может пробудить человеческий разум, во время наслаждения я непреднамеренно вызываю это.",#N/A,光は人の理性を刺激し、楽しむ時間の中で、私はこれを無意識に引き起こしてしまった。,"빛은 사람의 이성을 일깨웁니다. 시간을 즐기는 것이 목적이었기에, 이를 무심코 자극하지 않으려 했습니다.",#N/A,#N/A,#N/A,แสงไฟจะกระตุ้นสติปัญญาของคน ในช่วงเวลาที่มีความสุข ข้าไม่ได้ตั้งใจที่จะกระตุ้นสิ่งเหล่านี้。,"Cahaya dapat memicu rasionalitas manusia; dalam menikmati waktu, aku tanpa sengaja memicu hal-hal ini.","Ánh sáng có thể kích thích lý trí của con người, trong lúc tận hưởng thời gian, tôi vô tình kích hoạt những điều này.",
AvgDialog_73784_Content_6,apZA,avg星辰章2_AvgDialog_C_M.csv,13,AvgDialog,Content,克莱门汀唤醒体？,更何况黑暗，会使那些记忆里的痛苦与绝望更加美味。,"Moreover, darkness makes the pain and despair in those memories even more delicious.","Тем более, темнота сделает страдания и отчаяние из воспоминаний ещё более вкусными.",#N/A,ましてや、暗闇は記憶の中の苦痛や絶望をより美味しくさせる。,더군다나 어둠은 기억 속의 고통과 절망을 더욱 맛있게 만듭니다.,#N/A,#N/A,#N/A,ยิ่งไปกว่านั้น ความมืดจะทำให้อดีตเจ็บปวดและความสิ้นหวังในความทรงจำอร่อยยิ่งขึ้น,"Apalagi kegelapan, akan membuat rasa sakit dan keputusasaan dalam ingatan menjadi lebih menggoda.","Hơn nữa, bóng tối sẽ khiến những nỗi đau và tuyệt vọng trong ký ức trở nên ngon lành hơn.",
AvgDialog_73784_Content_7,apZL,avg星辰章2_AvgDialog_C_M.csv,14,AvgDialog,Content,赫伯特？,……随你。我只想知道他处理好了吗？,...It's up to you. I just want to know if he is okay?,"…Как угодно. Я просто хочу знать, он все уладил?",#N/A,……それで構いません。彼はうまくやったのか知りたいだけです,……상관없습니다. 그냥 그가 잘 처리했는지 알고 싶습니다,#N/A,#N/A,#N/A,……ตามใจคุณ ฉันแค่อยากรู้เขาจัดการเสร็จเรียบร้อยหรือยัง?,……Terserah padamu. Aku hanya ingin tahu apakah dia sudah menangani dengan baik?,……Tùy bạn. Tôi chỉ muốn biết liệu anh ấy đã xử lý ổn thỏa chưa?,
AvgDialog_73784_Content_8,apZO,avg星辰章2_AvgDialog_C_M.csv,15,AvgDialog,Content,克莱门汀唤醒体？,哎呀，你还是这样心急。已经落入蛛网的虫子，是挣逃不了的。,"Oh, you're still so impatient. A bug caught in the spider's web can't escape.","Ой, ты все еще спешишь. Уже попавшая в паутину течение, не сможет вырваться.",#N/A,ああ、君は相変わらず焦っているね。すでに蜘蛛の巣に落ちた虫は逃げられないのだ。,"아, 너는 여전히 그렇게 조급하구나. 이미 거미줄에 걸린 벌레는 도망칠 수 없어.",#N/A,#N/A,#N/A,โอ๊ะ คุณยังเป็นแบบนี้อยู่เหรอ? แมลงที่ตกในใยแมงมุมแล้ว จะหนีไปไหนได้,"Aduh, kamu masih tergesa-gesa seperti itu. Serangga yang sudah terjebak dalam jaring, tidak bisa melarikan diri.","Ôi, bạn vẫn vội vàng như vậy. Con sâu đã sa vào mạng nhện, không thể chạy trốn được.",
AvgDialog_73784_Content_9,apZP,avg星辰章2_AvgDialog_C_M.csv,16,AvgDialog,Content,赫伯特？,加快速度，计划必须按……,"Speed up, the plan must proceed...","Ускоряйся, план должен быть выполнен...",#N/A,スピードを上げて、計画は……,"속도를 높여야, 계획은 반드시……",#N/A,#N/A,#N/A,เร่งความเร็ว แผนต้องดำเนินการตาม……,"Percepat, rencana harus sesuai……","Tăng tốc nào, kế hoạch phải theo…",
AvgDialog_73784_Content_10,apYy,avg星辰章2_AvgDialog_C_M.csv,17,AvgDialog,Content,赫伯特？,有人闯入了这里！,Someone has intruded here!,Кто-то вошёл сюда!,#N/A,誰かがここに侵入しました！,누군가 여기로 침입했습니다!,#N/A,#N/A,#N/A,มีคนบุกเข้ามาที่นี่!,Seseorang telah memasuki sini!,Có người đã xâm nhập vào đây!,
AvgDialog_73784_Content_11,apYz,avg星辰章2_AvgDialog_C_M.csv,18,AvgDialog,Content,克莱门汀唤醒体？,我感觉到了。,I feel it.,Я это чувствую.,#N/A,私はそれを感じています。,나는 느꼈다.,#N/A,#N/A,#N/A,ฉันรู้สึกได้,Saya merasakannya.,Tôi cảm thấy.,
AvgDialog_73784_Content_12,apYA,avg星辰章2_AvgDialog_C_M.csv,19,AvgDialog,Content,克莱门汀唤醒体？,说实话，我很好奇第二只落入网中的虫子是谁。,"To be honest, I'm very curious about who the second bug caught in the net is.","Честно говоря, мне любопытно, кто вторая малая мошка, попавшая в сеть.",#N/A,正直言って、ネットに落ちた2匹目の虫は誰なのか、気になっています。,"솔직히, 두 번째로 그물에 걸린 벌레가 누구인지 궁금해.",#N/A,#N/A,#N/A,พูดตามตรง ฉันสงสัยว่าแมลงวันตัวที่สองที่ตกลงในตาข่ายคือใคร。,"Sejujurnya, saya penasaran siapakah serangga kedua yang jatuh ke dalam jaring.","Nói thật, tôi rất tò mò không biết con sâu thứ hai rơi vào lưới là ai.",
AvgDialog_73784_Content_13,apYB,avg星辰章2_AvgDialog_C_M.csv,20,AvgDialog,Content,,灯光无声亮起，照出克莱门汀带着探究与好奇的微笑。,"The lights silently lit up, revealing Clementine's smile of curiosity and exploration.","Свет безмолвно зажегся, освещая улыбку Клементины, полную исследовательского интереса и любопытства.",#N/A,光が無言で灯り、クレメンティンが探求と好奇心の微笑みを浮かべているのが照らされました。,"불빛이 소리 없이 켜지고, 클레멘틴이 탐구와 호기심 가득한 미소를 지으면서 비춰졌습니다.",#N/A,#N/A,#N/A,แสงไฟสว่างขึ้นโดยไร้เสียง แสดงให้เห็นรอยยิ้มที่เต็มไปด้วยความสงสัยและความอยากรู้ของคลายเมนทีน。,"Cahaya menyala tanpa suara, memperlihatkan senyuman Clementine yang penuh rasa ingin tahu.","Ánh sáng lặng lẽ bừng sáng, chiếu rọi nụ cười tò mò và hiếu kỳ của Klémentin.",
AvgDialog_73784_Content_14,apYC,avg星辰章2_AvgDialog_C_M.csv,21,AvgDialog,Content,克莱门汀（唤醒体）,无论是谁……,Regardless of who...,Кто бы ни был……,#N/A,誰であろうと……,누구든……,#N/A,#N/A,#N/A,ไม่ว่าจะเป็นใคร……,Siapapun...,Dù ai...,
AvgDialog_73784_Content_15,apYD,avg星辰章2_AvgDialog_C_M.csv,22,AvgDialog,Content,克莱门汀（唤醒体）,我都欢迎至极。,I welcome it very much.,Я приму это с большим удовольствием.,#N/A,私は全てを大歓迎です。,나는 모두를 환영한다.,#N/A,#N/A,#N/A,ฉันยินดีเป็นอย่างยิ่ง。,Saya sangat menyambut semuanya.,Tôi rất hoan nghênh。,
AvgDialog_73784_Content_16,apYE,avg星辰章2_AvgDialog_C_M.csv,23,AvgDialog,Content,,虫鸣，无处不在的虫鸣。,"The chirping of insects, the omnipresent chirping of insects.","Жужжание насекомых, жужжание повсюду.",#N/A,虫の鳴き声、いたるところに聞こえる虫の鳴き声。,"벌레의 울음소리, 어디에나 있는 벌레의 울음소리.",#N/A,#N/A,#N/A,เสียงแมลง，ทุกหนแห่งเต็มไปด้วยเสียงแมลง。,"Serangga berbunyi, suara serangga ada di mana-mana.",Tiếng kêu của côn trùng vang khắp nơi.,
AvgDialog_73784_Content_17,apYF,avg星辰章2_AvgDialog_C_M.csv,24,AvgDialog,Content,,令人生理性厌恶的诡异嘶鸣流窜在你的血管，你的筋脉，随着血液的涌动，挤进你的大脑。,"A grotesque shriek, evoking visceral disgust, surges through your blood vessels and veins, squeezing into your brain as the blood flows.","Отвратительный, вызывающий физическое отторжение визг проникает в твои кровеносные сосуды, твои вены, и вместе с пульсирующей кровью пронзает твой мозг.",#N/A,生理的に嫌悪感を抱かせる不気味な嘶鳴が、あなたの血管や筋脈を駆け巡り、血液の流れと共にあなたの脳へと押し寄せてきます。,"생리적으로 역겨운 기이한 신음이 당신의 혈관과 신경을 통해 흐르고, 피의 움직임에 따라 당신의 뇌로 들어옵니다.",#N/A,#N/A,#N/A,เสียงหวีดแปลกๆ ที่ชวนให้รู้สึกสะอิดสะเอียนไหลเวียนในเส้นเลือดและเส้นเอ็นของคุณ พร้อมกับกระแสเลือด มันแทรกเข้าสู่สมองคุณ,"Suara mendesis yang membangkitkan rasa jijik merambat di dalam pembuluh darahmu, di urat-uratmu, mengikuti aliran darah, dan menyusup ke otakmu.","Tiếng rít kỳ quái gây ra sự ghê tởm sinh lý lan tỏa trong huyết quản, trong gân mạch của bạn, theo dòng máu tuôn chảy, len lỏi vào não bộ của bạn.",
AvgDialog_73784_Content_18,apYG,avg星辰章2_AvgDialog_C_M.csv,25,AvgDialog,Content,,它在搅动你的大脑，它在摧毁你的大脑，它在——重塑你的大脑。,"It is stirring your brain, it is destroying your brain, it is — reshaping your brain.","Оно взбалтывает твой мозг, оно разрушает твой мозг, оно—перестраивает твой мозг.",#N/A,それはあなたの脳をかき回し、あなたの脳を破壊し、そして—あなたの脳を再形成している。,"그것은 당신의 뇌를 교란하고, 당신의 뇌를 파괴하며, 그것이—당신의 뇌를 재구성하고 있습니다.",#N/A,#N/A,#N/A,มันกำลังกวนสมองของคุณ มันกำลังทำลายสมองของคุณ มันกำลัง——สร้างสมองของคุณใหม่,"Itu mengaduk otakmu, itu menghancurkan otakmu, itu—membentuk ulang otakmu.","Nó đang khuấy động não bạn, nó đang phá hủy não bạn, nó đang —— tái tạo não bạn.",
AvgDialog_73784_Content_19,apYH,avg星辰章2_AvgDialog_C_M.csv,26,AvgDialog,Content,熔毁·朵尔,……通讯测试、通讯测试。,"......Communication test, communication test.","...тестирование связи, тестирование связи.",#N/A,……通信テスト、通信テスト。,……통신 테스트.,#N/A,#N/A,#N/A,……ทดสอบการสื่อสาร ทดสอบการสื่อสาร,"… Tes komunikasi, tes komunikasi.","……kiểm tra thông tin, kiểm tra thông tin.",
AvgDialog_73784_Content_20,apYJ,avg星辰章2_AvgDialog_C_M.csv,27,AvgDialog,Content,熔毁·朵尔,能听到我的声音吗？,Can you hear my voice?,Слышите мой звук?,#N/A,私の声が聞こえますか？,내 소리를 들으실 수 있나요?,#N/A,#N/A,#N/A,คุณได้ยินเสียงของฉันไหม?,Bisakah kamu mendengar suaraku?,Có thể nghe thấy giọng của tôi không?,
AvgDialog_73784_Content_21,apYK,avg星辰章2_AvgDialog_C_M.csv,28,AvgDialog,Content,玩家,……能。,...I can.,...могу.,#N/A,……できる。,……능.,#N/A,#N/A,#N/A,……ได้,... bisa.,……có thể.,
AvgDialog_73784_Content_22,apYL,avg星辰章2_AvgDialog_C_M.csv,29,AvgDialog,Content,,你深深吐口气，忍着头痛，强迫自己清醒。\n终于，那令人憎恶的虫鸣消失了。,"You take a deep breath, enduring the headache, and force yourself to come to your senses.\nFinally, the revolting buzzing of insects fades away.",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
AvgDialog_73784_Content_23,apYM,avg星辰章2_AvgDialog_C_M.csv,30,AvgDialog,Content,,你见到自己正身处于类似疗养院的建筑，静谧空旷的走廊两侧是数不清的门扉，延伸到远处的黑暗里。,"You find yourself in a building resembling a sanatorium, with countless Doors extending into the darkness along the quiet, empty corridor.","Вы оказываетесь в здании, похожем на санаторий. Тихий и пустынный коридор с обеих сторон окружен бесчисленными дверями, уходящими в темноту.",#N/A,あなたは自身が療養所のような建物にいることに気づきます。静かで広々とした廊下の両側には数え切れないほどのドアがあり、遠くの闇へと続いています。,"당신은 요양원 같은 건물에 자신이 서 있는 것을 발견합니다. 조용한 복도 양쪽에는 수많은 문살이 있으며, 그 문들은 어둠 속으로 이어집니다.",#N/A,#N/A,#N/A,คุณพบว่าตัวเองกำลังอยู่ในอาคารที่คล้ายกับสถานพักฟื้น ทางเดินที่เงียบสงบขนาบข้างด้วยประตูนับไม่ถ้วน ทอดยาวไปสู่ความมืดมิดในระยะไกล,"Kamu melihat dirimu berada di dalam bangunan yang mirip dengan sanatorium. Di kedua sisi koridor yang sunyi dan luas terdapat banyak pintu, membentang jauh ke dalam kegelapan.","Bạn thấy mình đang đứng trong một tòa nhà giống như một trung tâm chăm sóc sức khỏe, hành lang tĩnh lặng và rộng rãi với vô số cánh cửa hai bên, kéo dài đến bóng tối ở xa.",
AvgDialog_73784_Content_24,apYN,avg星辰章2_AvgDialog_C_M.csv,31,AvgDialog,Content,玩家,一间疗养院？我为什么会在这里……,A sanatorium? Why am I here... ,Санаторий? Почему я здесь..,#N/A,一つの療養所？なぜ私がここにいるのか……,한 요양원? 내가 왜 여기에 있는 거야……,#N/A,#N/A,#N/A,โรงพยาบาลรักษาพยาบาล? ทำไมฉันถึงอยู่ที่นี่..,Sebuah sanatorium? Kenapa aku ada di sini…,Một viện dưỡng lão? Tại sao tôi lại ở đây……,
AvgDialog_73784_Content_25,apYO,avg星辰章2_AvgDialog_C_M.csv,32,AvgDialog,Content,熔毁·朵尔,你在问我？或许我该找机会调试一下你的身体，看看你的记忆模块是否运行正常。,Are you asking me? Perhaps I should find a chance to debug your Body and check if your Memory module is functioning properly.,"Ты спрашиваешь меня? Может, стоит проверить твоё тело и убедиться, что модули памяти работают нормально.",#N/A,あなたが私に聞いているの？もしかしたら、あなたのからだを調整するチャンスを見つけて、記憶モジュールが正常に動作しているかどうか確認すべきかもしれないね。,너가 나에게 묻는 거야? 아마도 네 몸을 점검할 기회를 찾아봐야겠어. 네 기억 모듈이 제대로 작동하는지 확인해야겠어.,#N/A,#N/A,#N/A,คุณกำลังถามฉันเหรอ? บางทีฉันควรหาโอกาสตรวจสอบร่างกายของคุณดูสักหน่อย ดูว่าโมดูลความทรงจำของคุณทำงานปกติหรือไม่,Kamu bertanya padaku? Mungkin aku harus mencari kesempatan untuk men-debug tubuhmu dan melihat apakah modul memori-mu berfungsi dengan normal.,"Bạn đang hỏi tôi? Có lẽ tôi nên tìm cơ hội kiểm tra thân thể của bạn, xem thử mô-đun ký ức của bạn có vận hành bình thường không.",
AvgDialog_73784_Content_26,apYP,avg星辰章2_AvgDialog_C_M.csv,33,AvgDialog,Content,玩家,……或许我并没有什么记忆模块。,... Perhaps I don't have any memory module.,"...Возможно, у меня вообще нет модуля памяти.",#N/A,……もしかしたら私は記憶モジュールを持っていないのかもしれない。,…아마도 나는 기억 모듈이 없을지도.,#N/A,#N/A,#N/A,... บางทีฉันอาจจะไม่มีโมดูลความทรงจำเลย,...Mungkin aku tidak memiliki modul memori.,…Có lẽ tôi không có mô-đun ký ức nào.,
AvgDialog_73784_Content_27,apYQ,avg星辰章2_AvgDialog_C_M.csv,34,AvgDialog,Content,熔毁·朵尔,那不重要。重要的是你找到威廉了吗？,"That's not important. What matters is, have you found William?",Не важно. Важно — нашли ли вы Уильяма?,#N/A,それは重要ではない。大事なのは、ウィリアムを見つけたかどうかだ。,그것은 중요하지 않습니다. 중요한 것은 윌리엄을 찾았습니까.,#N/A,#N/A,#N/A,นั่นไม่สำคัญ。สำคัญคือคุณเจอวิลเลียมหรือยัง?,"Itu tidak penting. Yang penting, apakah kamu sudah menemukan William?",Điều đó không quan trọng. Điều quan trọng là bạn có tìm thấy William không?,
AvgDialog_73784_Content_28,apYR,avg星辰章2_AvgDialog_C_M.csv,35,AvgDialog,Content,玩家,<Yellow:威廉>……对，我是来找<Yellow:威廉>的。,"<Yellow:William>... Yes, I'm here to find <Yellow:William>.","<Yellow:Уильям>...да, я ищу <Yellow:Уильям>.",#N/A,<Yellow:ウィリアム>……はい、私は<Yellow:ウィリアム>を探しに来たんです。,"<Yellow:윌리엄>…네, 나는 <Yellow:윌리엄>을 찾으러 왔어요.",#N/A,#N/A,#N/A,<Yellow:วิลเลียม>... ใช่ ฉันมาหา<Yellow:วิลเลียม>。,"<Yellow:William>… Ya, aku di sini untuk mencari <Yellow:William>.","<Yellow:Uy Liêm>……Đúng, tôi đến tìm <Yellow:Uy Liêm>.",
AvgDialog_73784_Content_29,apYS,avg星辰章2_AvgDialog_C_M.csv,36,AvgDialog,Content,熔毁·朵尔,看来目前并没有什么进展。,It seems there is no progress for now.,"Похоже, что пока не наблюдается никакого прогресса.",#N/A,看来今のところ何の進展もないようだ。,현재로서는 별 진전이 없는 것 같아.,#N/A,#N/A,#N/A,ดูเหมือนตอนนี้ยังไม่มีความคืบหน้า,Sepertinya saat ini tidak ada kemajuan.,Xem ra hiện tại chưa có gì tiến triển.,
AvgDialog_73784_Content_30,apYU,avg星辰章2_AvgDialog_C_M.csv,37,AvgDialog,Content,熔毁·朵尔,仿照弥萨格校徽，制作通讯器让你单独行动是正确的选择。,"Imitating the Mythag emblem, creating a communicator for independent action is the right choice.","Сделав коммуникатор в виде герба Мисага, мы правильно поступили, позволив тебе действовать в одиночку.",#N/A,ミサグ学章を模して作成した通信機は、あなたが単独で行動する正しい選択だった。,미사그 학교 엠블럼을 모방하여 통신기를 제작해 단독으로 행동하는 것이 올바른 선택입니다.,#N/A,#N/A,#N/A,การเลียนแบบตราสัญลักษณ์ของมิซากะเพื่อสร้างเครื่องสื่อสารให้คุณปฏิบัติการเดี่ยวเป็นทางเลือกที่ถูกต้อง,"Meniru lambang sekolah Mythag, membuat komunikator adalah pilihan yang tepat untuk memungkinkanmu bertindak sendiri.","Dựa theo huy hiệu của Misaque, việc chế tạo thiết bị liên lạc để bạn hành động riêng lẻ là lựa chọn đúng đắn.",
AvgDialog_73784_Content_31,apYV,avg星辰章2_AvgDialog_C_M.csv,38,AvgDialog,Content,玩家,通讯器？我看应该是监视器吧。,Communicator? I think it should be a monitor.,"Коммуникатор? Я думаю, это должен быть монитор.",#N/A,通信機？多分モニターでしょう。,통신기? 나는 감시기라고 봐야겠어.,#N/A,#N/A,#N/A,เครื่องสื่อสาร? ผมว่าน่าจะเป็นเครื่องตรวจสอบนะ。,Komunikator? Sepertinya lebih mirip monitor pengawasan.,Bộ thông tin? Tôi thấy chắc là bộ giám sát mới đúng.,
AvgDialog_73784_Content_32,apYW,avg星辰章2_AvgDialog_C_M.csv,39,AvgDialog,Content,熔毁·朵尔,都一样。你是我的重要实验成果，必须时刻处于我的掌控之下。,It's all the same. You are my crucial experimental result and must always remain under my control.,"Всё то же самое. Ты результат моего важного эксперимента, и ты должен всегда находиться под моим контролем.",#N/A,同じだ。あなたは私の重要な実験成果であり、常に私の管理下に置かなければならない。,다 똑같아。넌 나의 중요한 실험 결과물이니까 항상 내 통제 아래에 있어야 해。,#N/A,#N/A,#N/A,เหมือนกันหมด คุณเป็นผลงานทดลองที่สำคัญของฉัน จำเป็นต้องอยู่ภายใต้การควบคุมของฉันเสมอ,"Tetap sama. Kamu adalah hasil eksperimen pentingku, dan harus selalu berada di bawah kendaliku.","Đều như nhau. Bạn là thành quả thí nghiệm quan trọng của tôi, phải luôn nằm trong tầm kiểm soát của tôi.",
AvgDialog_73784_Content_33,apYX,avg星辰章2_AvgDialog_C_M.csv,40,AvgDialog,Content,熔毁·朵尔,事实上，如果不是必须重建实验室，而你又执意要去找威廉，我不会让你离开我的视线。,"In fact, if it weren't necessary to rebuild the laboratory and you were insistent on finding William, I wouldn't have let you out of my sight.","В действительности, если бы не нужно было восстанавливать лабораторию, и ты всё равно настаивал бы на поиске Уильяма, я бы не позволил тебе покинуть моё поле зрения.",#N/A,事実上、ラボを再建する必要がなければ、あなたがウィリアムを探しに行くとしても、私はあなたから目を離さないようにする。,"사실, 실험실을 다시 지어야 하는 상황이 아니라면, 당신이 윌리엄을 찾아가겠다고 고집하지 않는다면, 나는 당신을 내 시야에서 떠나게 하지 않을 것입니다.",#N/A,#N/A,#N/A,ในความเป็นจริง ถ้าไม่จำเป็นต้องสร้างห้องทดลองใหม่ และเธอยังยืนยันจะไปหาวิลเลียม ฉันคงไม่อาจละสายตาจากเธอได้,"Sebenarnya, jika bukan karena laboratorium harus dibangun kembali dan kamu bersikeras mencari William, aku tidak akan mengizinkanmu keluar dari pandanganku.","Thực tế, nếu không phải bắt buộc phải xây lại phòng thí nghiệm, và bạn nhất định muốn đi tìm William, tôi sẽ không để bạn rời khỏi tầm mắt của tôi.",
