Key,ShortKey,Source,Row,Module,Field,Character,CN,EN,RU,ES,JP,KR,FR,DE,PT,TH,IN,VI,
Stage_90662_Desc,bzaw,g关卡_Stage_A.csv,366,Stage,Desc,,当墓园的钟声奏响，弥漫的黑雾将于梦境中消散。\n推开沉重的棺木吧，那宏伟的王城，已降临你身前。,"When the bells of the cemetery chime, the spreading black mist will dissipate in the dream.\nPush open the heavy coffin; the magnificent royal city has descended before you.","Когда звон в кладбище прозвенит, окутанное черное облако рассеется в сновидениях.\nОткрой тяжелую крышку гроба, это величественное королевство уже пришло к тебе.",#N/A,墓地の鐘が鳴り響く時、広がる黒い霧は夢の中で消え去る。\n重い棺を押し開けよ、それは荘厳な王城があなたの目の前に降臨している。,"묘원의 종소리가 울리면, 퍼지는 검은 안개는 꿈속에서 사라질 것이다.\n무거운 관을 열어라, 그 웅장한 왕국이 너의 앞에 내리게 될 것이다.",#N/A,#N/A,#N/A,เมื่อเสียงระฆังของสุสานดังขึ้น หมอกดำที่อบอวลจะสลายไปในความฝัน。\nเปิดโลงศพที่หนักหน่วง สู่เมืองหลวงที่ยิ่งใหญ่ซึ่งได้ลงมาอยู่ตรงหน้าเธอ。,"Ketika lonceng kuburan berbunyi, kabut hitam yang menyelimuti akan menghilang di dalam mimpi.\nDorong peti mati yang berat itu, kota kerajaan yang megah telah datang membawa tuannya.","Khi tiếng chuông nghĩa trang vang lên, những làn sương đen sẽ tan biến trong giấc mơ. \nHãy mở nắp quan tài nặng nề, thành phố hoàng gia hùng vĩ đã đổ xuống trước mặt bạn.",
AvgDialog_89081_Content_2,bwWD,avg星辰章3_AvgDialog_C_M.csv,9,AvgDialog,Content,,梦境之下,Beneath Dream's Veil,Под сном,#N/A,夢の下,꿈의 저편,#N/A,#N/A,#N/A,ใต้ความฝัน,Di bawah mimpi,Dưới giấc mơ,
AvgDialog_89081_Content_3,bwWO,avg星辰章3_AvgDialog_C_M.csv,10,AvgDialog,Content,活泼的食尸鬼,欢庆吧，我的朋友♪\n月光下的骸骨悄然绽放♪ 一位挚爱被送上餐盘♪,"Celebrate, my friend♪\nThe bones beneath the moon hum a rotting tune♪\nA beloved lies still on the silver plate♪",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
AvgDialog_89081_Content_4,bwWZ,avg星辰章3_AvgDialog_C_M.csv,11,AvgDialog,Content,稳重的食尸鬼,所有的宾客都已到来♪ 唱呀，跳呀♪\n我们从不为亡灵祈祷♪ 我们从不为尸首哀悼♪,All guests have arrived♪Sing! Dance! Now we consecrate!♪\nNever mourn the corpses♪Never pray for the dead♪,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
AvgDialog_89081_Content_5,bwXk,avg星辰章3_AvgDialog_C_M.csv,12,AvgDialog,Content,食尸鬼合唱,她将记忆交予了我♪ 她将眼泪交予了我♪\n让我们咽下她的魂灵与腐肉♪ 在死亡的盛宴中，我们再度重圆♪,"Her memories in my hands♪her tears in my teeth♪\nLet us swallow her soul, her flesh so sweet ♪\nIn our deathly banquet, where loved ones meet♪",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
AvgDialog_89081_Content_6,bwXv,avg星辰章3_AvgDialog_C_M.csv,13,AvgDialog,Content,,歌声嘶哑、低沉，如同指甲刮过裸露风干的喉管，带着尸体的血腥与腐臭味道，穿透石质的棺椁传到你的耳中。,"The song is hoarse and low, like nails scraping a dry throat. It carries the stench of corpses and blood, piercing the stone coffin to reach your ears.","Песни хриплые и глухие, как ногти, скребущие по обнаженному и высохшему горлу, несущие кровавый и гнилостный запах от тел, проникают через каменные гробницы до твоего уха.",#N/A,歌声はかすれ低く、まるで爪が剥がれた風乾した喉に引っかかるように、死体の血と腐った匂いを伴って、石質の棺を通り抜けてあなたの耳に届いた。,"노래는 쉰 목소리로 낮고, 마치 손톱이 노출된 목구멍을 긁는 듯한 소리로 시체의 피와 부패한 냄새가 돌을 조각한 관을 통해 너의 귀에 전해진다.",#N/A,#N/A,#N/A,เสียงเพลงดังพึมพำและต่ำ เสมือนกับเล็บขูดผิวหนังที่แห้งเกรียม ส่งกลิ่นเลือดและกลิ่นเน่าของศพ เจาะทะลุไปยังหูของคุณผ่านโลงหิน,"Suara nyanyian serak dan mendalam, seperti kuku yang menggaruk tenggorokan yang kering dan telanjang, dengan aroma daging mayat dan bau busuk, menembus peti mati berbatu dan sampai di telingamu.","Giọng hát nghẹn ngào, trầm lắng, như móng tay cào lên thanh quản khô héo, mang theo mùi máu và thối rữa của xác chết, xuyên qua quan tài bằng đá tới tai bạn.",
AvgDialog_89081_Content_7,bwXG,avg星辰章3_AvgDialog_C_M.csv,14,AvgDialog,Content,,棺椁在歌声中晃荡，你的身体碰到棺壁上，发出沉闷诡异的伴奏。,"The coffin sways with the song. Your body collides with the coffin wall, creating a dull, eerie sound.","Гроб качался под пение, твое тело коснулось стены гроба, издав глухой и зловещий аккомпанемент.",#N/A,棺が歌声に揺れ、あなたの身体が棺の壁にぶつかり、鈍い異様な伴奏を発した。,"관이 노래소리에 흔들리고, 너의 몸이 관벽에 부딪혀서 둔탁하고 섬뜩한 반주를 만들어낸다.",#N/A,#N/A,#N/A,โลงสลายไปในเสียงเพลง ร่างกายของคุณสัมผัสกับผนังโลงส่งเสียงดังก้องน่าขนลุก,"Peti berdendang dalam lagu, tubuhmu menyentuh dinding peti, mengeluarkan irama yang membosankan dan aneh.","Quách quan rung lắc theo tiếng hát, cơ thể bạn va vào vách quan tài, phát ra âm thanh ầm ầm kỳ quái.",
AvgDialog_89081_Content_8,bwXJ,avg星辰章3_AvgDialog_C_M.csv,15,AvgDialog,Content,,棺椁的缝隙之外，明亮的月光照亮一大片荒芜的坟墓。两个食尸鬼抬着棺椁向前走去，一边唱着歌，一边愉悦地摇晃着。,"Outside the sarcophagus gaps, bright moonlight illuminates a vast expanse of desolate graves. Two ghouls carry the coffin forward, singing joyfully and swaying.","Снаружи щелей гроба яркий лунный свет освещает огромную область заброшенных могил. Два пожирателя мертвецов несут гроб вперед, поют песенку и весело качают.",#N/A,棺の隙間から、明るい月光が一面の荒れた墓を照らしている。二体の食屍鬼が棺を持って前に進みながら、歌を歌い、楽しげに揺れている。,"관의 틈새 밖으로, 밝은 달빛이 한 무더기의 황량한 무덤을 비춘다. 두 식인귀가 관을 들고 앞으로 나아가며 노래를 부르고, 즐겁게 흔든다.",#N/A,#N/A,#N/A,ขอแสงจันทร์ส่องสว่างสุสานที่ว่างเปล่า สองซอมบี้ลากโลงศพเดินไปข้างหน้า ร้องเพลงพร้อมขยับตัวไปอย่างมีความสุข,"Di luar celah peti mati, cahaya bulan yang cerah menerangi banyak kuburan tandus. Dua zombie membawa peti mati sambil menyanyi dan menggoyang dengan senang hati.","Ngoài khe hở của quan tài, ánh trăng sáng rọi sáng một vùng mồ mả hoang vắng. Hai xác sống mang quan tài đi, vừa hát vừa vui vẻ lắc lư.",
AvgDialog_89081_Content_9,bwXK,avg星辰章3_AvgDialog_C_M.csv,16,AvgDialog,Content,活泼的食尸鬼,黎明前最后一具棺椁……赞美暗月！这具鲜活的血肉足以成为晚宴上的荣耀主菜。,The last coffin before dawn... Praise the Dark Moon! This fresh meat should make a glorious main dish at the feast.,Последний гроб перед рассветом……Славься темная луна! Это живое мясо вполне могло бы стать основной гордостью ужина.,#N/A,夜明け前の最後の棺……暗月を賛美せよ！この生き生きとした血肉は晩餐会の栄光のメインディッシュとなりうる。,여명 전에 마지막 관……어두운 달을 찬양하라! 이 살아있는 혈육은 만찬의 자랑스러운 메인 요리가 될 수 있다.,#N/A,#N/A,#N/A,โลงศพสุดท้ายก่อนรุ่งอรุณ……สรรเสริญดวงจันทร์มืด! เนื้อสดนี้เพียงพอที่จะเป็นอาหารหลักในงานเลี้ยง,Peti mati terakhir sebelum fajar…… Puji bulan gelap! Daging segar ini cukup untuk menjadi hidangan utama yang terhormat di pesta.,Chiếc quan tài cuối cùng trước bình minh… Ca ngợi mặt trăng tối! Miếng thịt tươi sống này đủ trở thành món chính vinh quang của bữa tiệc.,
AvgDialog_89081_Content_10,bwWt,avg星辰章3_AvgDialog_C_M.csv,17,AvgDialog,Content,活泼的食尸鬼,圣主要是高兴起来，或许会将那个穿校服的小家伙也一起送给我们分食……,"If His Majesty feels like it, perhaps he may also grant us that man in school uniform to share...","Если Священный порадуется, возможно, он также отправит нам того паренька в школьной форме, чтобы мы тоже поделились...",#N/A,聖主が喜ぶなら、その制服を着た小さな子をも私たちと分け合ってくれるかもしれない……,"성주가 기분이 좋아지면, 그 교복 입은 작은 녀석도 함께 우리에게 나누어줄지도 몰라요……",#N/A,#N/A,#N/A,หากพระเจ้ามีความสุขขึ้น อาจมอบเด็กชายที่ใส่ชุดนักเรียนให้เราร่วมแบ่งปันด้วย...,"Jika Sang Santo merasa senang, mungkin dia juga akan memberi kami bocah kecil yang berpakaian seragam itu untuk dibagi makan...","Nếu Thánh muốn vui vẻ, có lẽ sẽ cho chúng ta ăn chung tên nhỏ mặc đồng phục đó...",
AvgDialog_89081_Content_11,bwWu,avg星辰章3_AvgDialog_C_M.csv,18,AvgDialog,Content,玩家,（！！！它说什么……穿校服的家伙……）,(!!!Did it just say... a man in school uniform...),(!!! Что он говорит... о парне в школьной форме...) ,#N/A,（！！！それは何だ……制服を着た奴……）,（！！！그것이 무엇을 말하고 있는가…… 교복을 입은 녀석……）,#N/A,#N/A,#N/A,（！！！มันพูดว่า...ผู้ชายที่ใส่ชุดนักเรียน...）,(!!! Apa yang dia katakan... orang yang berpakaian seragam sekolah...),(!!! Nó nói gì... kẻ mặc đồng phục...),
AvgDialog_89081_Content_12,bwWv,avg星辰章3_AvgDialog_C_M.csv,19,AvgDialog,Content,稳重的食尸鬼,噤声！好好看路！,Silence! Eyes on the road!,Тсс! Смотри вперед!,#N/A,静かに！しっかり道を見て！,조용히 해! 길 잘 보고!,#N/A,#N/A,#N/A,เงียบ! คอยมองทางดี ๆ!,Diam! Fokus melihat jalan!,Im lặng! Nhìn đường cho tốt!,
AvgDialog_89081_Content_13,bwWw,avg星辰章3_AvgDialog_C_M.csv,20,AvgDialog,Content,稳重的食尸鬼,葬骸城这段时间不得安宁，天灾与盗墓贼已经让圣主十分不悦了……祂对这次祭灵舞会非常看重，可别出什么差错。,Necrovia's been restless lately; natural disasters and grave robbers have angered His Majesty... This Soulsfeast means everything - don't mess up.,"Гробовой город в последнее время не испытывает покоя, природные бедствия и грабители уже очень разозлили Святого…… Он очень ценит этот праздник духов, так что постарайся избежать ошибок.",#N/A,葬骸城はこの間、安寧を得られていない。天災と盗墓者のせいで聖主は非常に不満です……彼はこの祭霊舞踏会を非常に重視しており、何も間違いを起こさないようにしてください。,"장례 도시는 최근에 불안한 상태입니다. 자연 재해와 도굴꾼들이 성주를 매우 불쾌하게 만들었습니다…… 그분은 이번 제례 춤회에 매우 신경 쓰고 계시니, 실수하지 마세요.",#N/A,#N/A,#N/A,เมืองซากศพต้องเผชิญกับความไม่สงบในช่วงนี้ ภัยพิบัติและโจรขุดหลุมฝังศพทำให้ศาสนาจารย์ไม่พอใจมาก…… พระองค์ให้ความสำคัญกับงานเต้นรำสักการะนี้มาก อย่าให้เกิดความผิดพลาดเลย,"Kota Makam selama ini tidak tenang, bencana alam dan pencuri makam telah membuat Sang Suci sangat tidak senang... Ia sangat menghargai upacara tari arwah ini, jadi jangan sampai ada kesalahan.","Thành phố Mai Táng đã không được yên ổn trong thời gian này, thiên tai và kẻ cắp mộ đã khiến Đức Thánh chủ rất không hài lòng…… Ngài rất coi trọng buổi lễ vũ điệu tôn vinh linh hồn này, mong đừng mắc sai lầm nào.",
AvgDialog_89081_Content_14,bwWx,avg星辰章3_AvgDialog_C_M.csv,21,AvgDialog,Content,稳重的食尸鬼,棺中的祭品要是蹭坏了一点皮肉，圣主一定会将我们也送上餐桌。,"If the coffin offerings get so much as a scratch, His Majesty will have us on the menu too.","Если ритуальная жертва в гробу будет повреждена хоть немного, святой наверняка отправит нас на обед.",#N/A,棺の中の供物が少しでも傷つけば、聖主は私たちも食卓に送るに違いない。,"관 속의 제물이 조금이라도 살갗이 상하면, 성주가 분명 우리도 식탁에 올릴 것이다.",#N/A,#N/A,#N/A,ใช่ ถ้าสิ่งบูชาภายในโลงเสียนิดหน่อย พระเจ้าจะส่งเราขึ้นโต๊ะอาหารด้วยแน่,"Jika persembahan di dalam peti mati rusak sedikit saja, Sang Penguasa pasti akan mengirim kita semua ke meja makan.","Nếu của lễ trong quan tài bị trầy xước chút thịt, thánh chủ nhất định sẽ đưa chúng ta lên bàn tiệc.",
AvgDialog_89081_Content_15,bwWy,avg星辰章3_AvgDialog_C_M.csv,22,AvgDialog,Content,,墓地的景象在你面前快速划过，抬棺的食尸鬼加快了脚步。,The graveyard sights flash quickly as the ghouls carrying the coffin quicken their pace.,"Сцена на кладбище быстро пролетела перед твоими глазами, зомби, несущие гроб, ускорили шаг.",#N/A,墓地の光景があなたの目の前を素早く通り過ぎ、担ぎ上げられた食屍鬼たちが足を速めました。,"묘지의 광경이 당신 앞을 빠르게 지나쳐, 염이 시체를 들고 가는 속도가 빨라졌다.",#N/A,#N/A,#N/A,ภาพในสุสานนั้นเลื่อนผ่านหน้าคุณอย่างรวดเร็ว ซากศพที่เดินกินเนื้อซึ่งถือโลงศพเดินเร็วขึ้น。,"Pemandangan kuburan melintas cepat di depanmu, zombie yang mengangkat keranda mempercepat langkah.","Cảnh tượng của nghĩa địa lướt qua trước mắt bạn, những xác sống khiêng quan tài đã tăng tốc bước đi.",
AvgDialog_89081_Content_16,bwWz,avg星辰章3_AvgDialog_C_M.csv,23,AvgDialog,Content,,你压低自己的呼吸声，躺在棺椁之中，一边仔细听着它们用令人厌恶的声音交谈，一边安静等待着。,"You suppress your breathing, lying in the coffin, listening carefully as they converse in disgusting voices while quietly waiting.","Ты подавил свое дыхание и лег в гроб, внимательно слушая их отвратительные разговоры, тихо ожидая.",#N/A,あなたは呼吸音を抑え、棺の中に横たわり、彼らが嫌悪感を抱く声で会話するのを注意深く聞きながら、静かに待ち続ける。,"너는 숨소리를 낮추고, 관 속에 누워 그들이 싫증나는 소리로 대화하는 것을 조용히 기다리며 들었다.",#N/A,#N/A,#N/A,คุณลดเสียงหายใจของตัวเอง นอนอยู่ในโลงศพ ฟังพวกเขาพูดคุยด้วยเสียงที่ทำให้รำคาญ และรออย่างเงียบ ๆ,"Kamu menekan suara napasmu, berbaring di dalam peti mati, sambil mendengarkan mereka berbicara dengan suara menjijikkan, menunggu dengan tenang.","Bạn hạ thấp hơi thở của mình, nằm trong quan tài, trong khi vẫn lắng nghe chúng trò chuyện bằng âm thanh ghê tởm, và thầm chờ đợi.",
AvgDialog_89081_Content_17,bwWA,avg星辰章3_AvgDialog_C_M.csv,24,AvgDialog,Content,,五小时前,Five hours ago,Пять часов назад,#N/A,五時間前,다섯 시간 전,#N/A,#N/A,#N/A,ห้าชั่วโมงที่ผ่านมา,Lima jam yang lalu,Năm giờ trước,
AvgDialog_89081_Content_18,bwWB,avg星辰章3_AvgDialog_C_M.csv,25,AvgDialog,Content,本源朵尔,就是这里了。,This is it.,Вот и оно.,#N/A,就是这里了。,여기다.,#N/A,#N/A,#N/A,ที่นี่แหละ。,Inilah tempatnya.,Chính là ở đây.,
AvgDialog_89081_Content_19,bwWC,avg星辰章3_AvgDialog_C_M.csv,26,AvgDialog,Content,,你抬头环视一圈。这片墓园几乎望不见尽头，暗淡的光芒洒下，隐约照亮那些不知年月的残旧墓碑。,"You look up and survey the surroundings. This graveyard seems endless. Dim light spills down, faintly illuminating the time-worn tombstones.","Ты поднял голову и огляделся. Это кладбище казалось бесконечным, тусклый свет проникал, смутно освещая те древние надгробия, которые не ведают времени.",#N/A,あなたは上を見上げて一周見回しました。この墓地はほとんど尽きることがなく、薄暗い光が降り注ぎ、年月を知らない古びた墓碑をぼんやりと照らしています。,"너는 고개를 들어 주위를 둘러보았다. 이 묘지는 끝이 보이지 않고, 어두운 빛이 내려와서 알 수 없는 세월의 낡은 묘비들을 희미하게 비추고 있다.",#N/A,#N/A,#N/A,คุณเงยหน้ามองไปรอบ ๆ สุสานนี้แทบไม่มีที่สิ้นสุด แสงที่หมองๆ สาดส่องลงมา ส่องสว่างให้กับหลุมศพที่เก่าแก่ซึ่งไม่รู้อายุ。,"Kamu menengadah, melihat sekeliling. Pemakaman ini hampir tidak terlihat ujungnya, cahaya redup bersinar, samar-samar menerangi nisan tua yang tak tahu usianya.","Bạn ngẩng đầu nhìn quanh. Nghĩa trang này gần như không thấy điểm kết thúc, ánh sáng mờ mờ chiếu xuống, làm nổi bật những bia mộ cũ kỹ không biết đã bao lâu.",
