Key,ShortKey,Source,Row,Module,Field,Character,CN,EN,RU,ES,JP,KR,FR,DE,PT,TH,IN,VI
AvgRole_1010_Tittle,aqKH,avg角色_AvgRole_C.csv,18,AvgRole,Character Title,,白衣女孩,The Girl in White,Девочка в белой одежде,Chica de blanco,白い服の少女,흰 옷의 여자아이,Fille en blanc,Weiß gekleidetes Mädchen,Garota de roupa branca,สาวน้อยชุดขาว,Gadis berbaju putih,Cô gái áo trắng
AvgRole_1011_RoleName,aqKI,avg角色_AvgRole_C.csv,19,AvgRole,Character Name,,中年男子,Middle-aged Man,Средних лет мужчина,Hombre de mediana edad,中年男性,중년 남성,Homme d'âge moyen,Mittelalter Mann,Homem de meia-idade,ผู้ชายวัยกลางคน,Pria paruh baya,Trung niên
AvgRole_1012_RoleName,aqKL,avg角色_AvgRole_C.csv,20,AvgRole,Character Name,,年轻女子,Young Woman,Молодая женщина,Joven mujer,若い女性,젊은 여성,Jeune femme,Junge Frau,Jovem mulher,หญิงสาว,Wanita muda,Người phụ nữ trẻ
AvgRole_1013_RoleName,aqKO,avg角色_AvgRole_C.csv,21,AvgRole,Character Name,,米勒博士,Dr. Miller,Доктор Миллер,Dr. Miller,ミラー博士,밀러 박사,Docteur Miller,Dr. Miller,Dr. Miller,ดร.มิลเลอร์,Doktor Miller,Tiến sĩ Miller
AvgRole_1014_RoleName,aqKR,avg角色_AvgRole_C.csv,22,AvgRole,Character Name,,研究员,Researcher,Исследователь,Investigador,研究員,연구원,Chercheur,Forscher,Pesquisador,ผู้ทำการวิจัย,Peneliti,Nhà nghiên cứu
AvgRole_1015_RoleName,aqKU,avg角色_AvgRole_C.csv,23,AvgRole,Character Name,,队长,Captain,Капитан,Capitán,キャプテン,대장,Capitaine,Teamleiter,Capitão,หัวหน้า,Komandan,Đội trưởng
AvgRole_1015_Tittle,aqKW,avg角色_AvgRole_C.csv,23,AvgRole,Character Title,,密斯底亚协定审查会第三响应队队长,Mystia Treaty Committee Third Response Team Captain,Капитан третьей группы реагирования сессии по рассмотрению дела Мисдия,Capitán del equipo de tercera respuesta de la Comisión de Revisión del Tratado de Mystia,ミスディア協定審査会第三レスポンス隊キャプテン,미스디아 협정 심사회 제3응답대 대장,Chef de l'équipe d'intervention rapide du comité du traité mystia,Leiter des dritten Einsatzteams des Mystia-Vertragsausschusses,Líder da terceira equipe de resposta do comitê do tratado de mystia,หัวหน้าทีมตอบสนองที่สามของคณะกรรมการตรวจสอบข้อตกลงมิสเดีย,Komandan Tim Tanggap Ketiga Komite Perjanjian Mystia,Đội trưởng Đội Phản ứng Thứ ba của Hội nghị thẩm tra Hiệp định Misidia
AvgRole_1016_RoleName,aqKX,avg角色_AvgRole_C.csv,24,AvgRole,Character Name,,流浪儿,Orphan,Бездомный,Niño vagabundo,ホームレス,부랑아,Enfant errant,Streuner,Criança de rua,เด็กเร่ร่อน,Anak pengembara,Đứa trẻ lang thang
AvgRole_1017_RoleName,aqLa,avg角色_AvgRole_C.csv,25,AvgRole,Character Name,,罗伯特,Robert,Роберт,Robert,ロバート,로버트,Robert,Robert,Robert,โรเบิร์ต,Robert,Rô-bớt
AvgRole_1018_RoleName,aqLd,avg角色_AvgRole_C.csv,26,AvgRole,Character Name,,流浪儿,Orphan,Бездомный,Niño vagabundo,ホームレス,부랑아,Enfant errant,Streuner,Criança de rua,เด็กเร่ร่อน,Anak pengembara,Đứa trẻ lang thang
AvgRole_1019_RoleName,aqLg,avg角色_AvgRole_C.csv,27,AvgRole,Character Name,,？？？,???,#N/A,#N/A,#N/A,???,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AvgRole_1020_RoleName,aqLj,avg角色_AvgRole_C.csv,28,AvgRole,Character Name,,？？？,???,#N/A,#N/A,#N/A,???,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AvgRole_1021_RoleName,aqLm,avg角色_AvgRole_C.csv,29,AvgRole,Character Name,,？？,??,#N/A,#N/A,#N/A,??,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AvgRole_1022_RoleName,aqLp,avg角色_AvgRole_C.csv,30,AvgRole,Character Name,,提尤格,T'yog,Тиуг,Tiyog,ティウグ,트요그,Tiyoug,Tiyog,Tiyog,ทิวกร,Tiyug,Đề Du Grat
AvgRole_1023_RoleName,aqLs,avg角色_AvgRole_C.csv,31,AvgRole,Character Name,,乔治,George,Джордж,George,ジョージ,조지,George,George,George,จอร์จ,George,Gióocgiơ
AvgRole_1023_Tittle,aqLu,avg角色_AvgRole_C.csv,31,AvgRole,Character Title,,罗杰斯的玩偶,Rogers' Doll,Кукла Роджерса,Muñeco de Rogers,ロジャースのオモチャ,로저스의 인형,La poupée de Rogers,Rogers Puppe,Boneco de Rogers,ตุ๊กตาของโรเจอร์ส,Boneka Rogers,Búp bê Rogers
AvgRole_1024_RoleName,aqLv,avg角色_AvgRole_C.csv,32,AvgRole,Character Name,,@1塔@2亚,@1ta@2lia,@1Та@2Я,@1Torre @2,@1タワー@2ヤ,@1타@2리아,@1Tour @2,@1Turm @2,@1Torre@2,@1ทา@2ยา,@1Menara@2Ya,@1tháp@2Á
AvgRole_1025_RoleName,aqLy,avg角色_AvgRole_C.csv,33,AvgRole,Character Name,,？？？,???,#N/A,#N/A,#N/A,???,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AvgRole_1026_RoleName,aqLB,avg角色_AvgRole_C.csv,34,AvgRole,Character Name,,？？？,???,#N/A,#N/A,#N/A,???,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AvgRole_1027_RoleName,aqLE,avg角色_AvgRole_C.csv,35,AvgRole,Character Name,,？？？,???,#N/A,#N/A,#N/A,???,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AvgRole_1028_RoleName,aqLH,avg角色_AvgRole_C.csv,36,AvgRole,Character Name,,神秘女士,Mysterious Lady,Таинственная дама,Dama misteriosa,ミステリアスレディ,신비한 여인,Dame mystérieuse,Geheimnisvolle Dame,Senhora misteriosa,หญิงลึกลับ,Wanita Misterius,Người phụ nữ bí ẩn
AvgRole_1029_RoleName,aqLK,avg角色_AvgRole_C.csv,37,AvgRole,Character Name,,？？？,???,#N/A,#N/A,#N/A,???,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AvgRole_1030_RoleName,aqLN,avg角色_AvgRole_C.csv,38,AvgRole,Character Name,,劳伦斯先生,Mr. Lawrence,Господин Лоренс,Señor Lawrence,ローレンス先生,로렌스 선생,Monsieur Lawrence,Herr Lawrence,Senhor Lawrence,คุณลอเรนซ์,Tuan Lawrence,Thầy Laurence
AvgRole_1031_RoleName,aqLQ,avg角色_AvgRole_C.csv,39,AvgRole,Character Name,,？？？,???,#N/A,#N/A,#N/A,???,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AvgRole_1032_RoleName,aqLT,avg角色_AvgRole_C.csv,40,AvgRole,Character Name,,阿利斯泰尔,Alistair,Алистер,Alistair,アリステア,알리스타르,Alistair,Alistair,Alistair,อลิสแตร์,Alistair,Alistair
AvgRole_1033_RoleName,aqLW,avg角色_AvgRole_C.csv,41,AvgRole,Character Name,,？？？,???,#N/A,#N/A,#N/A,???,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AvgRole_1034_RoleName,aqLZ,avg角色_AvgRole_C.csv,42,AvgRole,Character Name,,女蜡像,Wax Sculpture Woman,Женская восковая фигура,Figura de cera femenina,女性の蝋像,여성 밀랍상,Statue de cire féminine,Wachspuppe,Estátua de cera feminina,หุ่นขี้ผึ้งสตรี,Patung lilin wanita,Nữ bình tượng nến
AvgRole_1035_RoleName,aqMc,avg角色_AvgRole_C.csv,43,AvgRole,Character Name,,查泰德夫人,Lady Chatterley,Миссис Чэйтед,Señora Chatead,チャタード夫人,채털리 부인,Madame Chattade,Frau Chataid,Sra. Chatead,คุณนายแชตเตอร์เด,Nyonya Chated,Bà Chatredhọ
AvgRole_1036_RoleName,aqMf,avg角色_AvgRole_C.csv,44,AvgRole,Character Name,,？？？,???,#N/A,#N/A,#N/A,???,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AvgRole_1037_RoleName,aqMi,avg角色_AvgRole_C.csv,45,AvgRole,Character Name,,蜡像们,The Wax Sculptures,Восковые фигуры,Figuras de cera,ワックス像たち,밀랍상들,Les statues de cire,Wachspuppen,Estátuas de cera,หุ่นขี้ผึ้งหลายตัว,Patung-patung lilin,Các bình tượng nến
AvgRole_1038_RoleName,aqMl,avg角色_AvgRole_C.csv,46,AvgRole,Character Name,,小男孩,Little Boy,Маленький мальчик,Niño,小さな男の子,작은 남자아이,Petit garçon,Kleiner Junge,Menino,เด็กชาย,Anak kecil,Cậu bé
AvgRole_1039_RoleName,aqMo,avg角色_AvgRole_C.csv,47,AvgRole,Character Name,,众人,Everyone,Толпа,Todos,みんな,모두,Tout le monde,Alle,Todos,กลุ่มคน,Banyak orang,Mọi người
AvgRole_1040_RoleName,aqMr,avg角色_AvgRole_C.csv,48,AvgRole,Character Name,,哭泣的乔治,George the Weeper,Плачущий Джордж,George llorando,泣きのジョージ,우는 조지,George en pleurs,Weinender George,George chorando,จอร์จผู้ร้องไห้,George yang Menangis,George đang khóc
AvgRole_1041_RoleName,aqMu,avg角色_AvgRole_C.csv,49,AvgRole,Character Name,,协会成员,Association Member,Член ассоциации,Miembro de la asociación,協会メンバー,협회 구성원,Membre de l'association,Vereinsmitglied,Membro da associação,สมาชิกชมรม,Anggota asosiasi,Thành viên hiệp hội
AvgRole_1042_RoleName,aqMx,avg角色_AvgRole_C.csv,50,AvgRole,Character Name,,古老的声音,Ancient Voice,Древний голос,Voz antigua,古い音声,고대의 목소리,Voix ancienne,Alte Stimme,Voz antiga,เสียงจากยุคโบราณ,Suara kuno,Giọng nói cổ xưa
AvgRole_1043_RoleName,aqMA,avg角色_AvgRole_C.csv,51,AvgRole,Character Name,,？？？？,????,#N/A,#N/A,#N/A,????,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AvgRole_1044_RoleName,aqMD,avg角色_AvgRole_C.csv,52,AvgRole,Character Name,,？？？,???,#N/A,#N/A,#N/A,???,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AvgRole_1045_RoleName,aqMG,avg角色_AvgRole_C.csv,53,AvgRole,Character Name,,？？,??,#N/A,#N/A,#N/A,??,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AvgRole_1046_RoleName,aqMJ,avg角色_AvgRole_C.csv,54,AvgRole,Character Name,,睡眼惺忪的女孩,Drowsy Girl,Сонная девочка,Chica somnolienta,寝ぼけている女の子,잠에 취한 여자아이,Fille aux yeux endormis,Schläfriges Mädchen,Menina sonolenta,สาวน้อยที่ยังงัวเงีย,Gadis dengan mata mengantuk,Cô gái ngái ngủ
AvgRole_1047_RoleName,aqMM,avg角色_AvgRole_C.csv,55,AvgRole,Character Name,,驾驶员,Driver,Водитель,Conductor,パイロット,운전수,Pilote,Pilot,Piloto,ผู้ขับ,Pengemudi,Lái xe
AvgRole_1048_RoleName,aqMP,avg角色_AvgRole_C.csv,56,AvgRole,Character Name,,少女,Maiden,Девушка,Chica,少女,소녀,Jeune fille,Mädchen,Garota,สาวน้อย,Gadis Muda,Cô gái
AvgRole_1049_RoleName,aqMS,avg角色_AvgRole_C.csv,57,AvgRole,Character Name,,纯白的少女,Pale Maiden,Белоснежная девушка,Chica Pura,純白の少女,순백의 소녀,Jeune fille blanche,Weißes Mädchen,Garota Branca,สาวน้อยสีขาวบริสุทธิ์,Gadis berpakaian serba putih,Cô gái trắng tinh
AvgRole_1050_RoleName,aqMV,avg角色_AvgRole_C.csv,58,AvgRole,Character Name,,咳嗽的老人,Coughing Elder,Кашляющий старик,Anciano tosiendo,咳の出る老人,기침하는 노인,Vieil homme qui tousse,Hustender Alter,Velho tossindo,คุณปู่ที่ไอ,Orang tua yang batuk,Người già ho
AvgRole_1051_RoleName,aqMY,avg角色_AvgRole_C.csv,59,AvgRole,Character Name,,平静的老人,Calm Elder,Спокойный старик,Anciano tranquilo,落ち着いた老人,평온한 노인,Vieil homme calme,Ruhiger alter Mann,Velho calmo,คุณปู่ที่สงบ,Orang tua yang damai,Người già điềm đạm
AvgRole_1052_RoleName,aqNb,avg角色_AvgRole_C.csv,60,AvgRole,Character Name,,诡异的语言,Eerie Language,Зловещий язык,Lenguaje extraño,不気味な言語,기괴한 언어,Langage étrange,Seltsame Sprache,Linguagem estranha,ภาษาที่แปลกประหลาด,Bahasa yang misterius,Ngôn ngữ quái dị
AvgRole_1053_RoleName,aqNe,avg角色_AvgRole_C.csv,61,AvgRole,Character Name,,「你」,"""You""",《ты》,「Tú」,「あなた」,「당신」,「Toi」,「Du」,「Você」,「คุณ」,「Kamu」,「bạn」
AvgRole_1054_RoleName,aqNh,avg角色_AvgRole_C.csv,62,AvgRole,Character Name,,塔薇,Tawil,Тавиль,Tawil,タヴィ,타비,Tawil,Tawil,Tawil,ทาวิล,Tawil,Tawil
AvgRole_1054_Sign,aqNi,avg角色_AvgRole_C.csv,62,AvgRole,Signature (Communicator),,我将尽我所能。,I will do my utmost.,"Я сделаю всё, что в моих силах.",Haré todo lo posible,私はできる限りのことをします。,저는 최선을 다하겠습니다.,Je ferai de mon mieux,Ich werde mein Bestes tun,Farei o possível,ฉันจะทำอย่างเต็มที่。,Aku akan melakukan yang terbaik.,Tôi sẽ làm hết sức mình.
AvgRole_1055_RoleName,aqNk,avg角色_AvgRole_C.csv,63,AvgRole,Character Name,,「塔薇」,"""Tawil""",《Тави》,「Tawil」,「タヴィ」,「타비」,「Tawil」,「Tawil」,「Tawil」,「ทาวี」,「Tawil」,「Tà Vy」
AvgRole_1056_RoleName,aqNn,avg角色_AvgRole_C.csv,64,AvgRole,Character Name,,？？？,???,#N/A,#N/A,#N/A,???,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
AvgRole_1057_RoleName,aqNq,avg角色_AvgRole_C.csv,65,AvgRole,Character Name,,警探,Detective,Детектив,Detective,探偵,경찰관,Détective,Detektiv,Detetive,นักสืบ,Detektif,Thám tử
AvgRole_1058_RoleName,aqNt,avg角色_AvgRole_C.csv,66,AvgRole,Character Name,,哭泣的妇人,Weeping Woman,Плачущая женщина,Mujer llorando,泣いている女性,울고 있는 여성,Femme en pleurs,Weinende Frau,Mulher chorando,หญิงที่ร้องไห้,Wanita yang Menangis,Người phụ nữ đang khóc
AvgRole_1059_RoleName,aqNw,avg角色_AvgRole_C.csv,67,AvgRole,Character Name,,哭泣的蜡像,Weeping Wax Sculpture,Плачущая восковая фигура,Figura de cera llorando,泣きのワックス像,울고 있는 밀랍상,Statue de cire en pleurs,Weinende Wachsfigur,Estátua de cera chorando,หุ่นขี้ผึ้งที่กำลังร้องไห้,Patung lilin yang menangis,Bức bình tượng nến khóc
AvgRole_1060_RoleName,aqNz,avg角色_AvgRole_C.csv,68,AvgRole,Character Name,,塞西莉,Cecily,Сесилия,Cecilia,セシリー,세실리,Cécile,Cecily,Cecília,เซซิลี,Cecilia,Sêxili
AvgRole_1060_Tittle,aqNB,avg角色_AvgRole_C.csv,68,AvgRole,Character Title,,登山队成员,Mountaineering Team Member,Участники альпинистской группы,Miembro del equipo de escalada,登山隊メンバ,등산대원,Membre de l'équipe d'escalade,Bergsteigerteammitglied,Membro da equipe de escalada,สมาชิกทีมปีนเขา,Anggota tim pendaki,Thành viên đội leo núi
AvgRole_1061_RoleName,aqNC,avg角色_AvgRole_C.csv,69,AvgRole,Character Name,,小男孩A,Little Boy A,Маленький мальчик A,Niño A,小さな男の子A,남자아이 A,Petit garçon A,Kleiner Junge A,Menino A,เด็กชาย A,Anak Laki-laki A,Cậu bé A
AvgRole_1062_RoleName,aqNF,avg角色_AvgRole_C.csv,70,AvgRole,Character Name,,小男孩B,Little Boy B,Маленький мальчик B,Niño B,小さな男の子B,남자아이 B,Petit garçon B,Kleiner Junge B,Menino B,เด็กชาย B,Bocah B,Cậu bé B
AvgRole_1063_RoleName,aqNI,avg角色_AvgRole_C.csv,71,AvgRole,Character Name,,金发孩子,Blonde Child,Золотоволосый ребенок,Niño rubio,金髪の子ども,금발 아이,Enfant blond,Blondes Kind,Criança Loira,เด็กผมทอง,Anak berambut emas,Đứa trẻ tóc vàng
AvgRole_1063_Tittle,aqNK,avg角色_AvgRole_C.csv,71,AvgRole,Character Title,,街头流浪儿,Street Urchin,Уличный беспризорник,Niño callejero,ストリートホームレス,길거리 부랑아,Enfant des rues,Straßenkind,Criança de rua,เด็กเร่ร่อน,Anak jalanan,Trẻ em lang thang đường phố
AvgRole_1064_RoleName,aqNL,avg角色_AvgRole_C.csv,72,AvgRole,Character Name,,缺牙孩子,Toothless Child,Ребёнок с отсутствующим зубом,Niño sin dientes,欠けた歯の子供,이빨 빠진 아이,Enfant édenté,Zahnloses Kind,Criança Desdentada,เด็กที่ฟันหลอ,Anak yang kehilangan gigi,Trẻ con mất răng
AvgRole_1064_Tittle,aqNN,avg角色_AvgRole_C.csv,72,AvgRole,Character Title,,街头流浪儿,Street Urchin,Уличный беспризорник,Niño callejero,ストリートホームレス,길거리 부랑아,Enfant des rues,Straßenkind,Criança de rua,เด็กเร่ร่อน,Anak jalanan,Trẻ em lang thang đường phố
AvgRole_1065_RoleName,aqNO,avg角色_AvgRole_C.csv,73,AvgRole,Character Name,,戴破眼镜的孩子,Child with Broken Glasses,Ребёнок в потрёпанных очках,Niño con gafas rotas,壊れた眼鏡をかけた子供,안경이 부러진 아이,Enfant aux lunettes cassées,Das Kind mit der kaputten Brille,Criança com óculos quebrados,เด็กที่ใส่แว่นตาชำรุด,Anak yang memakai kacamata pecah,Trẻ em đeo kính bị vỡ
AvgRole_1065_Tittle,aqNQ,avg角色_AvgRole_C.csv,73,AvgRole,Character Title,,街头流浪儿,Street Urchin,Уличный беспризорник,Niño callejero,ストリートホームレス,길거리 부랑아,Enfant des rues,Straßenkind,Criança de rua,เด็กเร่ร่อน,Anak jalanan,Trẻ em lang thang đường phố
AvgRole_1066_RoleName,aqNR,avg角色_AvgRole_C.csv,74,AvgRole,Character Name,,戴安娜,Diana,Диана,Diana,ダイアナ,다이애나,Diana,Diana,Diana,ไดอาน่า,Diana,Đai Ana
AvgRole_1067_RoleName,aqNU,avg角色_AvgRole_C.csv,75,AvgRole,Character Name,,孩子们,Children,Дети,Niños,子供たち,아이들,Les enfants,Kinder,Crianças,เด็กๆ,Anak-anak,Trẻ em
AvgRole_1068_RoleName,aqNX,avg角色_AvgRole_C.csv,76,AvgRole,Character Name,,审查会探员,Committee Agent,Агент по рассмотрению дел,Agente del comité,審査会エージェント,심사회 요원,Agent du comité de censure,Agent des Ausschusses,Agente do Comitê de Censura,คณะกรรมตรวจสอบ,Agen Komite,Điệp viên của hội nghị thẩm tra
AvgRole_1068_Tittle,aqNZ,avg角色_AvgRole_C.csv,76,AvgRole,Character Title,,密斯底亚协定审查会第一响应队队员,Mystia Treaty Committee First Response Team Member,Участник первой команды реагирования Сессии по рассмотрению соглашения Мисдия,Miembro del equipo de primera respuesta de la Comisión de Revisión del Tratado de Mystia,ミスディア協定審査会第一応答隊隊員,미스디아 협정 심사회 제1응답대원,Membre de l'équipe d'intervention rapide du comité du traité mystia,Mitglied des ersten Einsatzteams des Mystia-Vertragsausschusses,Membro da primeira equipe de resposta do comitê do tratado de mystia,สมาชิกทีมตอบสนองแรกของการประชุมทบทวนข้อตกลงมิสเดีย,Anggota Tim Tanggap Pertama Komite Perjanjian Mystia,Thành viên đội phản ứng nhanh đầu tiên của Hội đồng xem xét Hiệp định Misidia
AvgRole_1069_RoleName,aqOa,avg角色_AvgRole_C.csv,77,AvgRole,Character Name,,露西,Lucy,Люси,Lucy,ルーシー,루시,Lucy,Lucy,Lucy,ลูซี่,Lucy,Lusi
AvgRole_1070_RoleName,aqOd,avg角色_AvgRole_C.csv,78,AvgRole,Character Name,,神秘声音,Mysterious Voice,Таинственный голос,Voz misteriosa,神秘な声,신비한 목소리,Voix mystérieuse,Mysteriöse Stimme,Voz misteriosa,เสียงลึกลับ,Suara misterius,Giọng nói bí ẩn
AvgRole_1071_RoleName,aqOg,avg角色_AvgRole_C.csv,79,AvgRole,Character Name,,学长,Upperclassman,Старший товарищ,Senpai,先輩,선배,Sénior,Senior,Senpai,รุ่นพี่,Kakak Senior,Đàn anh
AvgRole_1071_Tittle,aqOi,avg角色_AvgRole_C.csv,79,AvgRole,Character Title,,弥萨格大学学生,Mythag University Student,Студент Университета Мисага,Estudiante de la Universidad de Mitag,ミサグ大学の学生,미사그 대학 학생,Étudiant de l'université de Mythag,Studenten der Mythag Universität,Estudantes da Universidade de Mythag,นักศึกษามิซากะ,Mahasiswa Universitas Mythag,Sinh viên Đại học Misaque
AvgRole_1072_RoleName,aqOj,avg角色_AvgRole_C.csv,80,AvgRole,Character Name,,学生,Student,Студент,Estudiante,学生,학생,Étudiant,Schüler,Estudante,นักเรียน,Siswa,Học sinh
AvgRole_1072_Tittle,aqOl,avg角色_AvgRole_C.csv,80,AvgRole,Character Title,,弥萨格大学学生,Mythag University Student,Студент Университета Мисага,Estudiante de la Universidad de Mitag,ミサグ大学の学生,미사그 대학 학생,Étudiant de l'université de Mythag,Studenten der Mythag Universität,Estudantes da Universidade de Mythag,นักศึกษามิซากะ,Mahasiswa Universitas Mythag,Sinh viên Đại học Misaque
AvgRole_1073_RoleName,aqOm,avg角色_AvgRole_C.csv,81,AvgRole,Character Name,,年长警探,Veteran Detective,Старший детектив,Detective veterano,年長の警探,노련한 경찰관,Détective âgé,Älterer Detektiv,Detetive veterano,นักสืบผู้อาวุโส,Detektif senior,Thám tử già
AvgRole_1074_RoleName,aqOp,avg角色_AvgRole_C.csv,82,AvgRole,Character Name,,年轻警探,Young Detective,Молодой детектив,Joven detective,若い刑事,젊은 경찰관,Jeune détective,Junger Detektiv,Jovem detetive,นักสืบหนุ่ม,Detektif Muda,Cảnh sát trẻ
AvgRole_1075_RoleName,aqOs,avg角色_AvgRole_C.csv,83,AvgRole,Character Name,,爽利的学生,Sharp Student,Энергичный студент,Estudiante enérgico,さわやかな学生,날카로운 학생,Étudiant énergique,Frischer Student,Estudante animado,นักเรียนที่กระฉับกระเฉง,Siswa yang cekatan,Học sinh nhanh nhẹn
AvgRole_1076_RoleName,aqOv,avg角色_AvgRole_C.csv,84,AvgRole,Character Name,,胆怯的学生,Timid Student,Робкий ученик,Estudiante tímido,恐縮した学生,겁먹은 학생,Étudiant timide,Ängstlicher Schüler,Estudante tímido,นักเรียนที่ขี้ขลาด,Murid yang pemalu,Học sinh nhút nhát
AvgRole_1077_RoleName,aqOy,avg角色_AvgRole_C.csv,85,AvgRole,Character Name,,雪地中的女子,Woman in the Snow,Женщина в снегу,Mujer en la nieve,雪の中の女性,눈밭의 여성,Femme dans la Neige,Frau im Schnee,Mulher na Neve,หญิงสาวในหิมะ,Wanita di tengah salju,Phụ nữ trong tuyết
AvgRole_1078_RoleName,aqOB,avg角色_AvgRole_C.csv,86,AvgRole,Character Name,,神秘少女,Mysterious Girl,Таинственная девушка,Chica misteriosa,神秘な少女,신비로운 여자아이,Jeune fille mystérieuse,Geheimnisvolles Mädchen,Garota misteriosa,สาวลึกลับ,Gadis Misterius,Cô gái bí ẩn
AvgRole_1079_RoleName,aqOE,avg角色_AvgRole_C.csv,87,AvgRole,Character Name,,冷淡的女声,Cold Female Voice,Равнодушный женский голос,Voz femenina fría,冷たい女声,차가운 여성의 목소리,Voix féminine froide,Kühle Frauenstimme,Voz feminina fria,เสียงหญิงที่ดูเฉยเมย,Suara wanita yang dingin dan acuh,Giọng nữ thờ ơ
AvgRole_1080_RoleName,aqOH,avg角色_AvgRole_C.csv,88,AvgRole,Character Name,,蜡像女孩,Wax Sculpture Girl,Восковая девочка,Niña de cera,ロウゾウの少女,밀랍상 소녀,Fille de cire,Wachspuppenmädchen,Menina de cera,หุ่นขี้ผึ้งสาวน้อย,Patung Lilin Gadis,Cô gái bình tượng nến
