Key,ShortKey,Source,Row,Module,Field,Character,CN,EN,RU,ES,JP,KR,FR,DE,PT,TH,IN,VI,
AvgDialog_72006_Content_2,apGg,avg星辰章1_AvgDialog_C_M.csv,9,AvgDialog,Content,？？？,把留声机启动起来。书架左起第三张黑色封面的唱片。,"Start the gramophone. The record with the black cover, third from the left on the shelf.","Запустите граммофон. Чёрная пластинка, третья слева в ряду книг.",#N/A,レコードプレーヤーを起動してください。本棚の左から3番目の黒いジャケットのレコード。,레코드 플레이어를 작동시켜. 책장에서 왼쪽으로 세 번째 검은색 표지의 레코드.,#N/A,#N/A,#N/A,เปิดเครื่องเล่นแผ่นเสียง แผ่นเสียงปกดำอันที่สามจากซ้ายบนชั้น,"Nyalakan gramofon. Piringan hitam dengan sampul berwarna hitam, yang ketiga dari kiri di rak buku.","Bật máy hát lên. Từ trái sang phải, tấm đĩa có bìa đen thứ ba trên kệ sách.",
AvgDialog_72006_Content_3,apGr,avg星辰章1_AvgDialog_C_M.csv,10,AvgDialog,Content,？？？,反应炉里再补充21mg精纯银芯。用二次提炼的，灵性磨灭得越彻底越好。,"Add another 21mg of pure Silver to the reactor. Use the second refining process; the more thoroughly the spirit is extinguished, the better.","Добавьте в реактор ещё 21 мг чистого сердечника из серебра. Используйте дважды очищенный, чем больше уничтожена духовность, тем лучше.",#N/A,反応炉に21mgの純粋なシルバーコアを追加する。二次精製のものを使い、霊性が完全に磨滅しているほど良い。,"반응로에 21mg의 순수한 은심을 추가하십시오. 두 번 정제된 것을 사용하고, 영적 에너지가 완전히 사라진 것이 좋습니다.",#N/A,#N/A,#N/A,เติมเงินใจบริสุทธิ์อีก 21mg ในเตาปฏิกิริยา ใช้ของที่ผ่านการกลั่นสองครั้ง ยิ่งทำลายความเป็นวิญญาณได้หมดจดเท่าไหร่ยิ่งดี,"Tambahkan 21mg inti perak lagi ke dalam reaktor. Gunakan yang telah dimurnikan dua kali, semakin menyeluruh energi spiritualnya terkikis, semakin baik.","Bổ sung thêm 21mg bạc tâm vào lò phản ứng. Sử dụng loại đã qua hai lần tinh luyện, linh tính bị tiêu trừ càng triệt để càng tốt.",
AvgDialog_72006_Content_4,apGC,avg星辰章1_AvgDialog_C_M.csv,11,AvgDialog,Content,？？？,今天的实验产物……就要完成了。,Today's experimental product... is nearing completion.,Сегодняшний экспериментальный продукт... скоро будет завершен.,#N/A,今日の実験の産物……完成間近だ。,오늘의 실험 제품…… 곧 완성될 거예요.,#N/A,#N/A,#N/A,ผลผลิตจากการทดลองของวันนี้… ก็จะเสร็จสิ้นแล้ว,Hasil eksperimen hari ini... akan segera selesai.,Sản phẩm thí nghiệm hôm nay…… sắp hoàn thành.,
AvgDialog_72006_Content_5,apGN,avg星辰章1_AvgDialog_C_M.csv,12,AvgDialog,Content,熔毁·朵尔,能感知到我的存在吗？,Can you sense my presence?,Можете ли вы ощущать моё присутствие?,#N/A,私の存在を感じていますか？,내 존재를 감지할 수 있나요?,#N/A,#N/A,#N/A,สามารถรับรู้ถึงการมีอยู่ของฉันได้ไหม,Bisakah kamu merasakan keberadaanku?,Bạn có cảm nhận được tôi không?,
AvgDialog_72006_Content_6,apGY,avg星辰章1_AvgDialog_C_M.csv,13,AvgDialog,Content,熔毁·朵尔,……,...,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
AvgDialog_72006_Content_7,apHj,avg星辰章1_AvgDialog_C_M.csv,14,AvgDialog,Content,熔毁·朵尔,不要犹豫。用你正常的方式去「说话」就好。仪器会捕捉你发射的模拟信号，再将它转化成声波信号。,"Don't hesitate. Just ""speak"" in your usual way. The device will capture the simulated signals you emit and convert them into sound wave signals.",Не надо колебаться. Просто говорите как обычно. Приборы захватят ваши аналоговые сигналы и преобразуют их в звуковые сигналы.,#N/A,ためらわないで。あなたが普段話す方法で「話す」だけでいいです。装置はあなたが発するアナログ信号をキャプチャし、それを音波信号に変換します。,하지 말아요. 평소대로 “말하기” 하면 됩니다. 기계가 당신이 발산하는 아날로그 신호를 포착하여 소리 신호로 변환합니다.,#N/A,#N/A,#N/A,อย่าลังเล แค่พูดในแบบที่คุณพูดปกติ 「พูด」 เครื่องมือจะจับสัญญาณอนาล็อกที่คุณปล่อยออกมา แล้วแปลงมันเป็นสัญญาณคลื่นเสียง,"Jangan ragu. Berbicaralah dengan cara normal kamu saja.「Instrumen akan menangkap sinyal analog yang kamu pancarkan, lalu mengubahnya menjadi sinyal gelombang suara.」",Đừng do dự. Hãy dùng cách 「nói chuyện」 bình thường của bạn. Thiết bị sẽ bắt tín hiệu mô phỏng mà bạn phát ra và chuyển đổi thành tín hiệu sóng âm.,
AvgDialog_72006_Content_8,apHu,avg星辰章1_AvgDialog_C_M.csv,15,AvgDialog,Content,,你尝试着按照她的嘱咐发声。感觉不到喉舌的震动反馈，但她若有所思地露出一抹诡谲微笑。,"You attempt to vocalize as she instructed. Though you feel no vibrations in your throat, she reveals a contemplative yet enigmatic smile.","Вы попробовали издать звук, следуя её указаниям. Не чувствуя вибрации в горле, она задумчиво изобразила загадочную улыбку.",#N/A,あなたは彼女の言いつけ通りに声を出そうとする。喉や舌の振動のフィードバックを感じないが、彼女は何か考え込むようにして薄らと不気味な微笑を浮かべる。,"당신은 그녀의 지시대로 소리를 내려고 합니다. 목과 혀의 감각을 느끼지 못하지만, 그녀는 의미심장한 듯 기이한 미소를 띠었습니다.",#N/A,#N/A,#N/A,คุณพยายามส่งเสียงตามที่เธอแนะนำ แม้จะไม่รู้สึกถึงการสั่นสะท้อนในลำคอหรือลิ้น แต่เธอก็เผยยิ้มบางๆ ที่ดูลึกลับและแฝงความนัย,"Kamu mencoba mengeluarkan suara sesuai dengan petunjuknya. Meskipun tidak merasakan getaran di tenggorokan, dia tetap tersenyum penuh misteri dan keanehan.","Bạn thử phát âm theo lời dặn của cô ấy. Không cảm nhận được sự rung động phản hồi từ cổ họng, nhưng cô ấy nở một nụ cười kỳ quái đầy suy tư.",
AvgDialog_72006_Content_9,apHz,avg星辰章1_AvgDialog_C_M.csv,16,AvgDialog,Content,熔毁·朵尔,你问我这是哪儿？,You ask me where this is?,"Ты спрашиваешь, где это?",#N/A,あなたが聞いているけど、ここはどこ？,너가 여기가 어디냐고 물어?,#N/A,#N/A,#N/A,คุณถามฉันว่าที่นี่คือที่ไหน?,Kamu bertanya di mana ini?,Bạn hỏi tôi đây là nơi nào?,
AvgDialog_72006_Content_10,apFW,avg星辰章1_AvgDialog_C_M.csv,17,AvgDialog,Content,熔毁·朵尔,欢迎来到我的秘密基地，来自317号世界的旅行者，那位「无上意志」的一缕灵识……一只可怜的落水小狗。,"Welcome to my secret base, traveler from the 317th world, a wisp of consciousness from ""Supreme will""... a poor little drowned puppy.","Добро пожаловать в мою секретную базу, путешественник из мира номер 317, та частица духовного сознания из 《Воля Безграничного》... жалкий щенок, упавший в воду.",#N/A,私の秘密基地へようこそ、317号世界から来た旅人よ、その「無上の意志」の一筋の霊識……一匹のかわいそうな水に落ちたこいぬ。,"환영합니다, 제 비밀 기지에 오신 317번 세계의 여행자님, 그 “최고의 의지”의 한 줄기 영혼…… 한 마리 가련한 물에 빠진 강아지.",#N/A,#N/A,#N/A,ยินดีต้อนรับสู่ฐานลับของฉัน นักเดินทางจากโลกที่ 317 ผู้เป็นหนึ่งในเสี้ยววิญญาณของ「เจตจำนงสูงสุด」... ลูกหมาตกน้ำที่น่าสงสาร,"Selamat datang di basis rahasia saya, pelancong dari dunia 317, seberkas kesadaran spiritual dari 「Kehendak Tertinggi」… seekor anak anjing malang yang terjatuh ke air.","Chào mừng đến với căn cứ bí mật của tôi, người du lịch từ thế giới số 317, luồng linh thức của vị 「ý chí vô thượng」… một chú chó con tội nghiệp bị rơi xuống nước.",
AvgDialog_72006_Content_11,apFX,avg星辰章1_AvgDialog_C_M.csv,18,AvgDialog,Content,熔毁·朵尔,告诉我，你的世界已经毁灭了吗？,"Tell me, has your world been destroyed?","Скажи мне, твой мир уже уничтожение?",#N/A,私に教えて、あなたの世界はもう滅びたのですか？,"내게 말해봐, 네 세계는 이미 파괴되었나?",#N/A,#N/A,#N/A,บอกฉันหน่อย โลกของคุณได้การทำลายแล้วหรือยัง?,"Katakan padaku, apakah duniamu sudah mengalami Kehancuran?","Hãy nói cho tôi biết, thế giới của bạn đã bị hủy diệt rồi sao?",
AvgDialog_72006_Content_12,apFY,avg星辰章1_AvgDialog_C_M.csv,19,AvgDialog,Content,,……,...,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
AvgDialog_72006_Content_13,apFZ,avg星辰章1_AvgDialog_C_M.csv,20,AvgDialog,Content,熔毁·朵尔,真不愧是「我」的所作所为啊。,"Truly, it deserves to be called ""my"" work.",Настоящее дело рук 《Моих》.,#N/A,まさに「私」の所業ですね。,진정으로는 “나”의 소행이로구나.,#N/A,#N/A,#N/A,สมแล้วที่เป็นสิ่งที่「ฉัน」ได้ทำไว้จริงๆ,Benar-benar pantas disebut sebagai perbuatan 「aku」.,"Thật không hổ danh là việc làm của ""tôi"".",
AvgDialog_72006_Content_14,apGa,avg星辰章1_AvgDialog_C_M.csv,21,AvgDialog,Content,熔毁·朵尔,正如你所想，你所在的世界的「我」是由这个「我」通过维度旅行能力送到你的时空中的。,"Just as you thought, the ""me"" in the world you are in came from this ""me"" sent to your time and space through Dimension travel Ability.","Как ты и думал, 《Я》 в твоём мире было отправлено в твоё время этим 《Я》 с помощью способности к путешествиям между размерностями.",#N/A,あなたが考えている通り、あなたが存在する世界の「私」は、この「私」が次元旅行能力を使ってあなたの世界に送ったものです。,"정확히 당신이 생각한 대로, 당신이 있는 세계의 “나”는 이 “나”가 차원 이동 능력을 통해 당신의 시공간으로 보낸 것입니다.",#N/A,#N/A,#N/A,ตามที่คุณคิดไว้ 「ฉัน」ในโลกของคุณคือ 「ฉัน」คนนี้ที่ใช้ความสามารถในการเดินทางข้ามมิติส่งตัวเองไปยังช่วงเวลาของคุณ,"Seperti yang kamu pikirkan, 「aku」 di duniamu dikirim ke dimensi waktu kamu oleh 「aku」 ini melalui kemampuan perjalanan dimensi.","Đúng như bạn nghĩ, 「tôi」 trong thế giới của bạn được 「tôi」 này gửi đến thời gian và không gian của bạn thông qua khả năng du hành giữa các chiều.",
AvgDialog_72006_Content_15,apGb,avg星辰章1_AvgDialog_C_M.csv,22,AvgDialog,Content,熔毁·朵尔,作为回报，她为我送来了有趣的礼物……你的「意识」。,"In return, she sent me an interesting gift... your ""consciousness"".",В качестве ответа она прислала мне подарок... твоё 《Сознание》.,#N/A,報酬として、彼女は私に面白いプレゼントを送ってきた……あなたの「意識」。,보답으로 그녀는 나에게 흥미로운 선물을 보내주었습니다… 당신의 “의식”.,#N/A,#N/A,#N/A,เป็นการตอบแทน เธอได้ส่งของขวัญที่น่าสนใจมาให้ฉัน...「จิตสำนึก」ของคุณ。,"Sebagai balasan, dia memberiku hadiah yang menarik... 「kesadaran」-mu.","Làm phần thưởng, cô ấy đã gửi cho tôi một quà tặng thú vị… 「ý thức」của bạn.",
AvgDialog_72006_Content_16,apGc,avg星辰章1_AvgDialog_C_M.csv,23,AvgDialog,Content,,…………,...,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
AvgDialog_72006_Content_17,apGd,avg星辰章1_AvgDialog_C_M.csv,24,AvgDialog,Content,熔毁·朵尔,想见见现在的自己吗？,Do you want to see your current self?,Хочешь увидеть себя сейчас?,#N/A,今の自分に会いたいですか？,지금의 자신을 만나고 싶으세요?,#N/A,#N/A,#N/A,อยากเจอตัวเองในตอนนี้ไหม?,Ingin bertemu dengan dirimu yang sekarang?,Muốn gặp gỡ con người hiện tại của bạn không?,
AvgDialog_72006_Content_18,apGe,avg星辰章1_AvgDialog_C_M.csv,25,AvgDialog,Content,,她的笑意旺盛，像一盏肆意绽放的黑色大丽花。,"Her smile was radiant, like a black dahlia in full bloom.","Её улыбка была яркой, как пышно расцветающий чёрный георгин.",#N/A,彼女の笑みは豊かで、自由に咲き誇る黒いダリアのようだ。,"그녀의 미소는 활기찼고, 마치 자유롭게 피어나는 검은색 대리화 같았다.",#N/A,#N/A,#N/A,รอยยิ้มของเธอสดใสราวกับดอกเดซี่สีดำที่บานอย่างอิสระ,"Senyumannya begitu lebat, seperti bunga dahlia hitam yang mekar dengan bebas.","Nụ cười của cô ấy mạnh mẽ, như một bông hoa cẩm chướng đen tự do nở rộ.",
AvgDialog_72006_Content_19,apGf,avg星辰章1_AvgDialog_C_M.csv,26,AvgDialog,Content,熔毁·朵尔,温柯尔，搬一面落地镜来。,"Winkle, bring over a full-length mirror.","Венкор, будь добр, принеси зеркало в полный рост.",#N/A,ウェンコール、一枚の床鏡を持ってきてくれ。,"벤코르, 전신 거울을 하나 가져와.",#N/A,#N/A,#N/A,"เวินเค่อ, ช่วยยกกระจกตั้งพื้นมาหน่อย","Kerang, bawakan sebuah cermin berdiri.","Wenkel, mang một chiếc gương toàn thân đến đây.",
AvgDialog_72006_Content_20,apGh,avg星辰章1_AvgDialog_C_M.csv,27,AvgDialog,Content,熔毁·朵尔,让我们的「客人」，好好看看自己现在的模样……,"Let our ""guest"" have a good look at their current appearance...",Пусть наш 《гость》 хорошенько посмотрит на своё нынешнее обличие..,#N/A,私たちの「ゲスト」に、今の自分の姿をよく見てもらいましょう……,"우리의 “손님”, 지금 자신의 모습을 잘 봐보세요……",#N/A,#N/A,#N/A,ให้「แขก」ของเราได้ดูสภาพของตัวเองในตอนนี้อย่างละเอียด..,Mari kita lihat dengan baik seperti apa penampilan 「tamu」 kita sekarang ini…,Hãy để 「khách」 của chúng ta nhìn kỹ xem họ hiện tại trông như thế nào…,
AvgDialog_72006_Content_21,apGi,avg星辰章1_AvgDialog_C_M.csv,28,AvgDialog,Content,熔毁·朵尔,无需眼球，用光电讯号模拟视觉神经。,No eyeballs are needed; photoelectric signals simulate the optic nerves.,"Без глаза, симуляция зрительных нервов с помощью оптико-электрических сигналов.",#N/A,眼球が必要ない。光電信号で視覚神経を模擬する。,"눈알이 필요 없으며, 광전 신호로 시신경을 시뮬레이트합니다.",#N/A,#N/A,#N/A,ไม่จำเป็นต้องใช้ลูกตา ใช้สัญญาณไฟฟ้าเลียนแบบประสาทการมองเห็น。,"Tanpa bola mata, menggunakan sinyal optik untuk mensimulasikan saraf penglihatan.","Không cần mắt, sử dụng tín hiệu ánh sáng và điện để mô phỏng thần kinh thị giác.",
AvgDialog_72006_Content_22,apGj,avg星辰章1_AvgDialog_C_M.csv,29,AvgDialog,Content,熔毁·朵尔,无需声带，用机械震动和液态介质替代发声和接收器官。,No vocal cords are needed; mechanical vibrations and liquid media replace the sound-producing and receiving organs.,"Без голосовых связок, используя механические вибрации и жидкую среду для замены органов голосообразования и восприятия.",#N/A,声帯は不要で、機械的な振動と液体媒介を使用して発声と受信器官を置き換えます。,"성대가 필요 없으며, 기계적 진동과 액체 매체를 사용하여 발성과 수신 기관을 대체합니다.",#N/A,#N/A,#N/A,ไม่จำเป็นต้องมีเส้นเสียง ใช้การสั่นสะเทือนของเครื่องกลและตัวกลางของเหลวแทนอวัยวะในการสร้างและรับเสียง,"Tanpa pita suara, menggunakan getaran mekanis dan medium cairan sebagai pengganti organ penghasil dan penerima suara.","Không cần dây thanh âm, sử dụng rung động cơ học và chất lỏng để thay thế các cơ quan phát ra và nhận âm thanh.",
AvgDialog_72006_Content_23,apGk,avg星辰章1_AvgDialog_C_M.csv,30,AvgDialog,Content,熔毁·朵尔,完美的思考者，缸中之脑……,"The perfect thinker, a brain in a jar...","Идеальный мыслитель, мозг в банке..",#N/A,完全な思考者、缸の中の脳……,"완벽한 사고자, 뇌인두……",#N/A,#N/A,#N/A,นักคิดที่สมบูรณ์แบบ สมองในถัง..,"Pemikir yang sempurna, otak dalam toples…","Người suy nghĩ hoàn hảo, não trong bình……",
AvgDialog_72006_Content_24,apGl,avg星辰章1_AvgDialog_C_M.csv,31,AvgDialog,Content,熔毁·朵尔,这就是你啊，伟大的「无上意志」！,"There you are, the great ""Supreme will""!","Вот ты и есть, великий 《Воля Безграничного》!",#N/A,これが君だね、偉大な「無上の意志」！,"이것이 당신이야, 위대한 “최고의 의지”!",#N/A,#N/A,#N/A,นี่แหละคือตัวตนของท่าน! 「เจตจำนงสูงสุด」ผู้ยิ่งใหญ่!,"Inilah dirimu, wahai 「Kehendak Tertinggi」 yang agung!","Đây chính là ngươi, vĩ đại 「ý chí vô thượng」!",
AvgDialog_72006_Content_25,apGm,avg星辰章1_AvgDialog_C_M.csv,32,AvgDialog,Content,,落地镜中倒映出「你」的影子，仿佛刚被剥离而出的大脑透露出令人难以直视的粉红，表面的皱褶与沟壑像极了扭曲的山脉。,"In the reflection of the floor mirror, ""your"" shadow appears like a freshly detached brain, revealing an unbearable pink. The wrinkles and grooves on its surface resemble twisted mountain ranges.","Зеркало на полу отражает 《твою》 тень, словно только что извлеченный мозг выдает неприятный розовый цвет, а складки и борозды на его поверхности напоминают искажение горы.",#N/A,床に立てかけられた鏡の中に「あなた」の影が映り、まるで今まさに剥ぎ取られたばかりの脳のように、直視しづらいピンク色を放っている。表面の皺と溝はねじれた山脈のようだ。,"바닥 거울에 “당신”의 그림자가 비춰지고, 마치 방금 떼어낸 대뇌처럼 시선을 뗄 수 없는 분홍색이 드러나 있다. 표면의 주름과 협곡은 마치 왜곡된 산맥 같다.",#N/A,#N/A,#N/A,กระจกตั้งพื้นสะท้อนเงาของ「คุณ」 ราวกับว่าสมองที่เพิ่งถูกแยกออกเผยให้เห็นสีชมพูสดใสที่ชวนให้รู้สึกแปลกใจ ผิวของมันเต็มไปด้วยรอยย่นและร่องลึก คล้ายกับภูเขาที่บิดเบี้ยว,"Bayangan 「kamu」terpantul di cermin yang berdiri bebas, seolah-olah otak yang baru saja terpisah memancarkan warna merah muda yang sulit untuk dilihat langsung. Lipatan dan alur di permukaannya sangat mirip dengan pegunungan yang terdistorsi.","Gương đứng phản chiếu hình bóng của 「bạn」, như thể vừa được tách ra từ não bộ, với sắc hồng nhạt khó nhìn trực diện. Những nếp gấp và rãnh trên bề mặt trông giống như những dãy núi bị biến dạng.",
AvgDialog_72006_Content_26,apGn,avg星辰章1_AvgDialog_C_M.csv,33,AvgDialog,Content,,营养液中细小的气泡发出微微的涌动声，似乎在低语着什么不可名状的秘密，令你本就混沌的「头脑」陷入异常的紧绷。,"The tiny bubbles in the nutrient solution emit a faint rippling sound, as if whispering some indescribable secret, causing your already chaotic ""mind"" to become unusually tense.","Мелкие пузырьки в питательной жидкости издают слабый звук колыхания, словно шепчут что-то о неописуемом секрете, заставляя ваш уже и так погруженный в хаос 《разум》 погрузиться в состояние крайнего напряжения.",#N/A,栄養液の中で小さな気泡が微かに湧き上がり、何やら名状しがたい秘密を囁いているように聞こえ、あなたもともと混乱した「頭脳」が異常な緊張状態に陥る。,"영양액 속 작은 기포들이 미세한 소리를 내며, 마치 이해할 수 없는 비밀을 속삭이는 듯 당신의 혼란스러운 정신을 더욱 팽팽하게 만든다.",#N/A,#N/A,#N/A,ฟองอากาศเล็กๆ ในน้ำยาอาหารส่งเสียงซู่ซ่าเบาๆ ราวกับกำลังกระซิบความลับที่ไม่อาจอธิบายได้ ทำให้「สมอง」ของคุณที่เต็มไปด้วยความวุ่นวายอยู่แล้ว เข้าสู่ภาวะตึงเครียดผิดปกติ,"Gelembung kecil di dalam cairan nutrisi mengeluarkan suara berdenyut pelan, seolah-olah berbisik rahasia yang tak terungkapkan, membuat 「pikiran」mu yang sudah diliputi kekacauan menjadi semakin tegang secara tidak normal.","Dung dịch dinh dưỡng chứa những bong bóng khí nhỏ nhả ra tiếng sôi nhẹ, như thể đang thì thầm về một bí mật khó lòng diễn tả, khiến 「tư duy」 vốn đã hỗn loạn của bạn trở nên căng thẳng bất thường.",
AvgDialog_72006_Content_27,apGo,avg星辰章1_AvgDialog_C_M.csv,34,AvgDialog,Content,,熔毁·朵尔纵声狂笑。\n温柯尔在她的身后，紧张地咬着指甲。,"Doll: Inferno burst into wild laughter.\nWinkle, behind her, nervously bit her nails.",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
AvgDialog_72006_Content_28,apGp,avg星辰章1_AvgDialog_C_M.csv,35,AvgDialog,Content,温柯尔,我、我能离开了吗？,Can I leave?,"Я, могу ли я покинуть?",#N/A,私、離れてもいいですか？,"저, 제가 떠날 수 있나요?",#N/A,#N/A,#N/A,"ฉัน, ฉันขอตัวก่อนได้ไหม?",Aku... apakah aku bisa pergi sekarang?,"Tôi,  tôi có thể rời đi được không?",
AvgDialog_72006_Content_29,apGq,avg星辰章1_AvgDialog_C_M.csv,36,AvgDialog,Content,熔毁·朵尔,不……帮我继续实验步骤。这是手册。,No... help me continue the experimental steps. This is the manual.,Не... помоги мне продолжить эксперимент. Это руководство.,#N/A,不……助けて続きを実験手順に進める。これはマニュアルです。,아니…… 계속 실험을 도와줘. 이게 매뉴얼이다.,#N/A,#N/A,#N/A,ไม่... ช่วยฉันทำต่อในขั้นตอนทดลองนี้ นี่คือคู่มือ,Tidak… bantu aku melanjutkan langkah-langkah eksperimen. Ini adalah panduan.,Không… giúp tôi tiếp tục các bước thí nghiệm. Đây là sổ tay hướng dẫn.,
AvgDialog_72006_Content_30,apGs,avg星辰章1_AvgDialog_C_M.csv,37,AvgDialog,Content,,熔毁·朵尔拨停了留声机，扬长而去，空旷的实验室内只留温柯尔和你面面相觑。,"Doll: Inferno stopped the phonograph and walked away, leaving Winkle and you staring at each other in the empty laboratory.","Расплавление · дора остановила граммофон и удалилась, оставив тебя и Венкора в пустой лаборатории, переглядываясь.",#N/A,メルトダウン・ドルが蓄音機を止めて堂々と去っていき、広い実験室にはウェンコールとあなたが顔を見合わせているだけだった。,용해·도르가 음성기계를 멈추고 거만하게 떠났다. 넓은 실험실 안에는 벤코르와 당신이 서로를 쳐다볼 뿐이다.,#N/A,#N/A,#N/A,ดอร์·เมลท์ดาวน์ปิดเครื่องเล่นแผ่นเสียงแล้วเดินจากไปอย่างเย็นชา ในห้องทดลองที่เงียบงัน เหลือเพียงเวินเค่อและคุณที่ยืนมองหน้ากันอย่างไม่รู้จะเอ่ยคำใด,"Boneka·Dor menghentikan gramofon, lalu pergi dengan langkah besar. Di laboratorium yang kosong, hanya menyisakan Kerang dan kamu saling berpandangan.","Melt·đóa nhấn dừng máy hát, rời đi một cách tự tin. Trong phòng thí nghiệm trống trải, chỉ còn lại Wenkel và bạn nhìn nhau bối rối.",
