Key,ShortKey,Source,Row,Module,Field,Character,CN,EN,RU,ES,JP,KR,FR,DE,PT,TH,IN,VI,,
Stage_8128_Name,aVtf,g关卡_Stage_A.csv,69,Stage,Name,,漆黑之梦,Pitch-Black Dream,Чёрный сон,Sueño negro,漆黒の夢,검은 꿈,Rêve noir,Schwarzer Traum,Sonho negro,ความฝันอันดำมืด,Mimpi Kegelapan,Giấc mơ đen,,
Stage_8128_Desc,aVte,g关卡_Stage_A.csv,69,Stage,Desc,,没有供给呼吸的氧气，没有火柴般微弱的光亮，这里是绝对的漆黑之梦。,"No oxygen to breathe, not even the faint light of a match; this is an absolutely pitch-black dream.","Без кислорода для дыхания, без слабого света, подобного спичке, это место абсолютного Чёрного сна.","Sin oxígeno para respirar, sin una luz tenue como un fósforo, este es un sueño de oscuridad absoluta",酸素供給がなく、マッチのような微かな光もなく、ここは絶対の漆黒の夢です。,"호흡할 산소도 없고, 성냥불처럼 미약한 빛도 없다. 이곳은 검은 꿈이다.","Pas d'oxygène, pas de lumière, c'est un rêve noir absolu","Kein Sauerstoff, kein Licht, nur absolute Dunkelheit","Sem oxigênio para respirar, sem luz fraca como um fósforo, este é um sonho de escuridão absoluta",ไม่มีออกซิเจนสำหรับการหายใจ ไม่มีแม้แต่แสงเล็กน้อยเหมือนปลายไม้ขีด ที่นี่คือความฝันอันดำมืดอย่างแท้จริง,"Tidak ada oksigen untuk bernapas, tidak ada cahaya selemah nyala korek api, ini adalah mimpi kegelapan absolut.","Không có oxy để hô hấp, không có ánh sáng le loe như đầu que diêm, đây là giấc mơ hoàn toàn tối tăm.",,"No oxygen to breathe, not even the faint light of a match; this is an absolutely pitch-black dream."
AvgDialog_18899_Content_1,afpE,avg章1新_AvgDialog_C_M.csv,8,AvgDialog,Content,,漆黑之梦,Pitch Dream,Чёрный сон,Sueño negro,漆黒の夢,검은 꿈,Rêve noir,Schwarzer Traum,Sonho negro,ความฝันอันดำมืด,Mimpi Kegelapan,Giấc mơ đen,,
AvgDialog_18899_Content_2,afpP,avg章1新_AvgDialog_C_M.csv,9,AvgDialog,Content,,你在一片漆黑中醒来。,You wake in total darkness.,Ты просыпаешься в полной темноте.,Despiertas en la oscuridad,あなたは真っ暗な中で目を覚ます。,당신은 깊은 어둠 속에서 깨어났습니다.,Tu te réveilles dans l'obscurité totale,Du erwachst in völliger Dunkelheit,Você acorda na escuridão total,คุณตื่นขึ้นมาในความมืดสนิท,Kamu terbangun dalam kegelapan gulita.,Bạn tỉnh dậy trong bóng tối hoàn toàn.,,
AvgDialog_18899_Content_3,afqa,avg章1新_AvgDialog_C_M.csv,10,AvgDialog,Content,,这里似乎是某个密闭空间，狭小、黑暗、死寂、冰冷、无光、空气稀薄，像是棺材的内部。,"It feels like a confined space—small, dark, silent, cold, devoid of light, with thin air, as if trapped inside a coffin.","Здесь кажется какое-то замкнутое пространство, узкое, тёмное, мертвенно тихое, холодное, без света, с разреженным воздухом, похожее на внутренность гроба.","Parece un espacio cerrado, pequeño, oscuro, silencioso, frío, sin luz, con poco aire, como el interior de un ataúd",ここは何かの密閉空間らしく、狭く、暗く、静かで、冷たく、光がなく、空気が薄い。棺の内部のようだ。,"여기는 어떤 밀폐된 공간인 것 같다. 좁고, 다크하며, 고요하고 차갑다. 빛이 전혀 없고 공기도 희박하다. 마치 관 속처럼.","Ici semble être un espace clos, étroit, sombre, mort, froid, sans lumière, avec peu d'air, comme l'intérieur d'un cercueil","Das scheint ein geschlossener Raum zu sein, eng, dunkel, still, kalt, ohne Licht, dünne Luft, wie das Innere eines Sarges","Aqui parece um espaço fechado, pequeno, escuro, silencioso, frio, sem luz, com ar rarefeito, como o interior de um caixão",ที่นี่ดูเหมือนจะเป็นพื้นที่ปิดล้อม แคบ มืด เงียบสงัด เย็นเฉียบ ไร้แสงสว่าง และอากาศบางเฉียบ คล้ายกับภายในโลงศพ,"Sepertinya ini adalah ruang tertutup, sempit, gelap, sunyi, dingin, tanpa cahaya, dan udara yang tipis, seperti bagian dalam peti mati.","Đây có vẻ là một không gian kín, chật hẹp, tối đen, im ắng, lạnh giá, không ánh sáng, không khí loãng, giống như bên trong một chiếc quan tài.",,
AvgDialog_18899_Content_4,afql,avg章1新_AvgDialog_C_M.csv,11,AvgDialog,Content,,恐惧感将你淹没，你挣扎，敲击，呼喊，却无法挣脱无尽的黑暗。,"Fear overwhelms you. You struggle, pound, and shout, but escape seems impossible.","Страх охватывает тебя, ты борешься, стучишь, кричишь, но не можешь вырваться из бесконечного тёмного.","El miedo te inunda, luchas, golpeas, gritas, pero no puedes escapar de la oscuridad infinita",恐怖が君を包み込み、君はもがき、叩き、叫び、果てしない闇から逃れることはできない。,"공포가 당신을 압도하고, 당신은 필사적으로 벗어나려 하지만, 끝없는 어둠에서 탈출할 수 없습니다.","La peur vous submerge, vous luttez, frappez, criez, mais ne pouvez échapper à l'obscurité infinie","Angst überflutet dich, du kämpfst, klopfst, rufst, aber du kannst der endlosen Dunkelheit nicht entkommen","O medo te consome, você luta, bate, grita, mas não consegue escapar da escuridão",ความกลัวเข้าปกคลุมคุณ คุณดิ้นรน เคาะ และตะโกน แต่ไม่สามารถหลุดพ้นจากความมืดที่ไม่มีที่สิ้นสุดได้,"Rasa takut menenggelamkanmu. Kamu berjuang, memukul, berteriak, namun tetap tidak bisa terlepas dari kegelapan tanpa akhir.","Cảm giác sợ hãi nhấn chìm bạn, bạn giãy dụa, gõ, kêu la nhưng không thể thoát khỏi bóng tối vô tận.",,
AvgDialog_18899_Content_5,afqu,avg章1新_AvgDialog_C_M.csv,12,AvgDialog,Content,,渐渐地，歌声响了起来。,"Gradually, a voice sings in the darkness.",Постепенно раздалось пение.,"Poco a poco, la canción comenzó a sonar",少しずつ、歌声が響き始めた。,노랫소리가 점점 들려오기 시작했다.,"Peu à peu, le chant commence à résonner",Allmählich ertönt der Gesang,"Gradualmente, a canção começou a tocar",ทีละน้อย เสียงร้องก็เริ่มดังขึ้น。,"Perlahan-lahan, nyanyian mulai terdengar.","Dần dần, tiếng hát cất lên.",,
AvgDialog_18899_Content_6,afqv,avg章1新_AvgDialog_C_M.csv,13,AvgDialog,Content,？？？,<Italic:老查理有一只他很爱很爱的虎斑猫。>,"<Italic:Old Charlie's tabby, fat and dear,>","<Italic:У старого Чарли была полосатая кошка, которую он очень-очень любил.>",<Italic:El viejo Charlie tiene un gato atigrado que ama mucho.>,<Italic:老チャーリーは彼がとても愛しているトラ猫を飼っている。>,<Italic:노인 찰리가 아주 많이 사랑하는 호피 무늬 고양이를 가지고 있다.>,<Italic:Vieux Charlie a un chat tigré qu'il aime beaucoup.>,"<Italic:Alter Charlie hat eine getigerte Katze, die er sehr liebt.>",<Italic:Velho Charlie tinha um gato malhado que ele amava muito.>,<Italic:ลุงชาร์ลีมีแมวขนลายที่เขาหลงรักอย่างสุดซึ้งมาก>,<Italic:Charlie yang tua memiliki seekor kucing tabby yang sangat ia cintai.>,<Italic:Charlie già có một con mèo vằn mà ông vô cùng yêu thương.>,,
AvgDialog_18899_Content_7,afqw,avg章1新_AvgDialog_C_M.csv,14,AvgDialog,Content,玩家,喂——有人——有人在外面吗——,Hey! Anyone there? Anyone out there?,Эй—— кто-нибудь—— кто-нибудь снаружи——,¡Oye! ¿Hay alguien afuera?,おい――誰か――誰か外にいるのか――,여—누구—사람이 밖에 있어요—,Hé— Y a-t-il quelqu'un— Quelqu'un dehors—,Hey— Ist da jemand— Jemand draußen—,Ei— Alguém— Alguém aí fora—,สวัสดี——มีใครอยู่ไหม——มีใครอยู่ข้างนอกไหม——,Halo——ada orang——apa ada orang di luar sana——,Oi—— có ai—— có ai ở ngoài đó không—— ,,
AvgDialog_18899_Content_8,afqx,avg章1新_AvgDialog_C_M.csv,15,AvgDialog,Content,？？？,<Italic:有一天她不见了，他到处寻找。>,<Italic:One day just vanished—disappeared.>,"<Italic:Однажды она исчезла, и он стал везде её искать.>","<Italic:Un día ella desapareció, él la buscó por todas partes.>",<Italic:ある日彼女がいなくなったので、彼はあちこちを探しました。>,"<Italic:어느 날 그녀가 사라졌고, 그는 어디에서나 찾았다.>","<Italic:Un jour, elle a disparu, il l'a cherchée partout.>","<Italic:Eines Tages war sie weg, und er suchte überall.>","<Italic:Um dia ela desapareceu, ele procurou por toda parte.>",<Italic:วันหนึ่งเธอหายไป เขาค้นหาเธอทุกหนทุกแห่ง。>,"<Italic:Suatu hari dia menghilang, dan dia mencarinya di mana-mana.>","<Italic:Một ngày nọ cô ấy biến mất, anh ấy tìm kiếm khắp mọi nơi với sự lo lắng.>",,
AvgDialog_18899_Content_9,afqy,avg章1新_AvgDialog_C_M.csv,16,AvgDialog,Content,,这种感觉似曾相识，是的，你在某时某刻，也曾陷入过这样深沉而令人窒息的黑暗。,"The sensation feels familiar. Yes, you've been enveloped by this suffocating void before.","Это чувство знакомо, да, в какой-то момент ты тоже погружался в такую глубокую и удушливую тьму.","Esta sensación es familiar, en algún momento también estuviste en una oscuridad tan profunda y sofocante",この感覚はどこかで感じたことがある。そうだ、あなたもまた、ある時、このような深く息苦しいダークに陥ったことがある。,"이런 감각은 익숙합니다. 그렇습니다. 당신은 어느 순간, 이런 깊고 질식하는 어둠에 빠져본 적이 있습니다.","Cette sensation est familière, oui, tu as déjà été plongé dans une telle obscurité suffocante à un moment donné","Dieses Gefühl ist vertraut, ja, du warst schon einmal in solch tiefer, erstickender Dunkelheit","Essa sensação é familiar, sim, em algum momento você também esteve em uma escuridão tão profunda e sufocante",ความรู้สึกนี้คุ้นเคยมาก ใช่แล้ว ในช่วงเวลาหนึ่ง คุณก็เคยจมอยู่ในความมืดที่ลึกซึ้งและทำให้หายใจไม่ออกเช่นนี้มาก่อน,"Perasaan ini terasa familiar, ya, di suatu waktu dan tempat, kamu juga pernah terjebak dalam kegelapan yang begitu dalam dan menyesakkan.","Cảm giác này thật quen thuộc, đúng vậy, bạn cũng đã từng sa vào bóng tối sâu thẳm và ngạt thở như thế này.",,
AvgDialog_18899_Content_10,afpF,avg章1新_AvgDialog_C_M.csv,17,AvgDialog,Content,？？？,<Italic:他翻了翻衣柜。他看了看床底。>,"<Italic:He searched the wardrobe, he checked the bed,>",<Italic:Он обыскал шкаф. Он заглянул под кровать.>,<Italic:Revisó el armario. Miró debajo de la cama.>,<Italic:彼はタンスを調べた。彼はベッドの下を見た。>,<Italic:그는 옷장 안을 뒤적거렸다. 그는 침대 밑을 살펴보았다.>,<Italic:Il a fouillé dans l'armoire. Il a regardé sous le lit.>,<Italic:Er durchsuchte den Kleiderschrank. Er schaute unter das Bett.>,<Italic:Ele olhou no guarda-roupa. Ele olhou debaixo da cama.>,<Italic:เขาเปิดตู้เสื้อผ้าดู และมองใต้เตียงอย่างละเอียด。>,<Italic:Dia membuka lemari pakaian. Dia melihat ke bawah tempat tidur.>,<Italic:Anh ấy lật tìm trong tủ quần áo. Anh ấy nhìn xuống gầm giường.>,,
AvgDialog_18899_Content_11,afpG,avg章1新_AvgDialog_C_M.csv,18,AvgDialog,Content,,空间似乎越来越狭小，窒息的压迫感侵蚀你的呼吸感官，身体逐渐僵硬，逐渐动弹不得。,"The space grows tighter. A crushing pressure steals your breath, and your body stiffens, immobile.","Пространство кажется всё более тесным, удушение овладевает дыханием, тело постепенно окостеневает, движения затрудняются.","El espacio parece encogerse, la sensación de asfixia invade tu respiración, tu cuerpo se vuelve rígido e inmóvil",空間が徐々に狭くなり、窒息の圧迫感が呼吸を侵し、からだが次第に硬直し、動けなくなっていく。,"공간이 점점 좁아지고 질식하는 압박감이 숨 쉬는 감각을 침식하며, 몸이 서서히 굳어져 움직일 수 없게 된다.","L'espace semble se rétrécir, une sensation d'étouffement envahit tes sens, ton corps devient rigide, incapable de bouger","Der Raum scheint immer enger zu werden, die erdrückende Enge raubt dir den Atem, dein Körper wird steif und unbeweglich","O espaço parece estar se estreitando, a sensação de sufocamento invade seus sentidos, seu corpo fica rígido e imóvel",พื้นที่ดูเหมือนจะแคบลงเรื่อย ๆ ความรู้สึกอึดอัดจากการกดดันทำให้การหายใจของคุณติดขัด ร่างกายค่อย ๆ เงตัวและไม่สามารถขยับได้。,"Ruang terasa semakin sempit, rasa tertekan yang menghimpit menggerogoti indra pernapasanmu, Tubuhmu secara bertahap menjadi kaku, dan perlahan-lahan tak bisa bergerak.","Không gian dường như càng lúc càng chật hẹp, cảm giác ngột ngạt xâm chiếm giác quan hô hấp của bạn, thân thể dần trở nên cứng đờ, dần dần không thể cử động.",,
AvgDialog_18899_Content_12,afpH,avg章1新_AvgDialog_C_M.csv,19,AvgDialog,Content,？？？,<Italic:他在烧着锅炉的地下室转了转。>,"<Italic:He went down the basement, where boiler hummed.>",<Italic:Он обошёл подвал с работающей котельной.>,<Italic:Él dio vueltas por el sótano donde estaba la caldera.>,<Italic:彼はボイラーを焚いている地下室で周りを見回した。>,<Italic:그는 보일러가 가동 중인 지하실을 둘러봤다.>,<Italic:Il a erré dans la chaufferie.>,<Italic:Er ging im Heizkeller umher.>,<Italic:Ele deu uma volta no porão com a caldeira.>,<Italic:เขาเดินวนในห้องใต้ดินที่กำลังต้มไอน้ำ>,<Italic:Dia berkeliling di basement tempat boiler sedang menyala.>,"<Italic:Anh ta đã đi vòng quanh tầng hầm, nơi có lò hơi đang hoạt động.>",,
AvgDialog_18899_Content_13,afpI,avg章1新_AvgDialog_C_M.csv,20,AvgDialog,Content,,只剩下眼球和喉咙勉强运转。\n周身如同被虫蚁噬咬，传来细碎的疼痛。,Only your eyes and throat still function.,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
AvgDialog_18899_Content_14,afpJ,avg章1新_AvgDialog_C_M.csv,21,AvgDialog,Content,？？？,<Italic:老查理在哪里都找不到他的虎斑猫。>,"<Italic:No tabby found, though he searched with care,>",<Italic:Старый Чарли нигде не может найти своего полосатого кота.>,<Italic:El viejo Charlie no puede encontrar a su gato atigrado en ningún lado.>,<Italic:老チャーリーはどこを探しても自分のトラ猫が見つからない。>,<Italic:노 체리가 그의 호랑이 문 고양이를 어디에서도 찾을 수 없었다.>,<Italic:Vieux Charlie ne trouve son chat tigré nulle part.>,<Italic:Alter Charlie kann seine getigerte Katze nirgendwo finden.>,<Italic:Velho Charlie não conseguia encontrar seu gato malhado em lugar nenhum.>,<Italic:คุณลุงชาร์ลีหาแมวขนลายของเขาไม่เจอที่ไหนเลย>,<Italic:Charlie tua tidak bisa menemukan kucing lorengnya di mana pun.>,<Italic:Chú Charlie không thể tìm thấy con mèo vằn của mình ở đâu cả.>,,
AvgDialog_18899_Content_15,afpK,avg章1新_AvgDialog_C_M.csv,22,AvgDialog,Content,玩家,<Shake:谁来……救救……我……>,<Shake:Someone... please... save... me...>,<Shake:кто-нибудь... спасите... меня...>,<Shake:¿Alguien... ayúdeme...?>,<Shake:誰か……助けて……ください……>,<Shake:누가……나를……구해줘……>,<Shake:Quelqu'un... aidez-moi...>,<Shake:Jemand... hilf... mir...>,<Shake:Alguém... me salve...>,<Shake:ใครก็ได้...ช่วย...ฉัน...>,<Shake: siapa yang bisa... menyelamatkan... aku...>,<Shake:ai đến… cứu… tôi…>,,
AvgDialog_18899_Content_16,afpL,avg章1新_AvgDialog_C_M.csv,23,AvgDialog,Content,？？？,<Italic:所以他哭啊哭啊——>,<Italic:He cried and cried in deep despair—>,<Italic:так он плакал и плакал — >,<Italic:Así que lloró y lloró——>,<Italic:だから彼は泣き続けた――>,<Italic:그래서 그는 울었어요—>,<Italic:Alors il pleurait et pleurait—>,<Italic:Also weinte er und weinte—>,<Italic:Então ele chorou e chorou—>,<Italic:ดังนั้นเขาจึงร้องไห้แล้วร้องไห้อีก——>,<Italic: Jadi dia menangis dan menangis——>,"<Italic:nên anh ấy khóc, khóc——>",,
AvgDialog_18899_Content_17,afpM,avg章1新_AvgDialog_C_M.csv,24,AvgDialog,Content,玩家,<Shake:……@1……我……拉@1……>,<Shake:...@1...I... Ramon@1...>,<Shake:...@1...я...тяну@1...>,<Shake:...@1...yo...la@1...>,<Shake:……@1……私……引っ張る@1……>,<Shake:……@1……나……당겨@1……>,<Shake:...@1... Je... La@1...>,<Shake:...@1...Ich...La@1...>,<Shake:...@1... Eu... La@1...>,<Shake:...@1...ฉัน...ดึง@1...>,<Shake:……@1……aku……menarik@1……>,<Shake:……@1……tôi……kéo@1……>,,
AvgDialog_18899_Content_18,afpN,avg章1新_AvgDialog_C_M.csv,25,AvgDialog,Content,？？？,<Italic:——直到自己也消失掉。>,"<Italic:—Till Charlie, too, was never there.>","<Italic:—— до тех пор, пока сам не исчезнет.>",<Italic:——hasta que también desaparezca.>,<Italic:――自分自身も消えてしまうまで。>,<Italic:——자신도 사라질 때까지.>,<Italic:—jusqu'à ce qu'il disparaisse aussi.>,<Italic:—bis er auch verschwindet.>,<Italic:—até desaparecer também.>,<Italic:——จนกระทั่งตัวเองก็หายไป。>,<Italic:——Hingga dirinya sendiri juga menghilang.>,<Italic:——cho đến khi chính mình cũng biến mất.>,,
AvgDialog_18899_Content_19,afpO,avg章1新_AvgDialog_C_M.csv,26,AvgDialog,Content,,甜腥味涌入喉管，连声带都停止震动，世界陷入绝对的静止。,"Your skin prickles as if insects gnaw at it, pain flickering faintly. A metallic taste floods your throat, silencing you, plunging the world into stillness.","Сладковатый металлический вкус заполнил горло, голосовые связки перестали вибрировать, мир погрузился в абсолютную неподвижность.","El sabor dulce y metálico llena tu garganta, tus cuerdas vocales dejan de vibrar, y el mundo se detiene",甘い腥い味が喉に流れ込み、声帯の震えも止まった。世界は完全な静寂に包まれた。,"달콤한 피 냄새가 목관으로 밀려들어와 성대조차 진동을 멈추고, 세상은 절대적인 정지 상태에 빠져들었다.","Un goût sucré et métallique envahit ta gorge, tes cordes vocales cessent de vibrer, le monde devient silencieux","Der süße, metallische Geschmack steigt in deine Kehle, deine Stimmbänder verstummen, die Welt wird absolut still","O gosto doce e metálico invade sua garganta, suas cordas vocais param de vibrar, e o mundo cai em silêncio absoluto",กลิ่นหอมหวานปนความคาวไหลเข้าสู่หลอดลม แม้แต่เส้นเสียงก็หยุดสั่น โลกจมลงในความเงียบสงัดอย่างสมบูรณ์,"Rasa manis dan amis membanjiri tenggorokan, bahkan pita suara pun berhenti bergetar, dunia terperangkap dalam keheningan mutlak.","Vị ngọt ngào pha lẫn tanh tưởi tràn vào họng, thậm chí thanh quản cũng ngừng rung động, thế giới chìm vào sự yên lặng tuyệt đối.",,
AvgDialog_18899_Content_20,afpQ,avg章1新_AvgDialog_C_M.csv,27,AvgDialog,Content,,……,...,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
AvgDialog_18899_Content_21,afpR,avg章1新_AvgDialog_C_M.csv,28,AvgDialog,Content,,在某个时间，某个地点，你曾经经历过和这一模一样的事情。,"Somewhere, sometime, you've lived this before.",В некоторое время и в некотором месте ты уже переживал точно такую же ситуацию.,"En algún momento, en algún lugar, has vivido exactamente lo mismo",あるとき、ある場所で、あなたはこれと全く同じことを経験したことがあります。,"어느 시간에, 어느 장소에서, 당신은 이와 정확히 같은 일을 겪은 적이 있습니다.","À un moment donné, à un endroit donné, tu as déjà vécu exactement la même chose","Irgendwann, irgendwo, hast du genau das Gleiche erlebt","Em algum momento, em algum lugar, você já passou por algo exatamente igual",ในช่วงเวลาหนึ่ง ณ สถานที่แห่งหนึ่ง คุณเคยประสบกับเหตุการณ์แบบเดียวกันนี้,"Pada suatu waktu, di suatu tempat, kamu pernah mengalami hal yang sama persis seperti ini.","Vào một thời điểm và địa điểm nào đó, bạn đã từng trải qua một sự việc y hệt như vậy.",,
AvgDialog_18899_Content_22,afpS,avg章1新_AvgDialog_C_M.csv,29,AvgDialog,Content,,那时，将你从黑暗中拉起的人是——,The one who pulled you from the darkness last time was—,"Тогда, тот, кто поднял тебя из тёмного, был —","En ese momento, la persona que te sacó de la oscuridad fue—",その時、あなたをダークの闇から引き上げたのは——,"그때, 당신을 다크에서 끌어올린 사람은—— ","À ce moment-là, celui qui t'a tiré de l'obscurité était—","Damals war es, der dich aus der Dunkelheit zog","Naquela época, quem te tirou da escuridão foi—",ในตอนนั้น คนที่ดึงคุณขึ้นมาจากความมืดคือ——,"Pada saat itu, orang yang menarikmu dari kegelapan adalah ——",Thì người kéo bạn ra khỏi bóng tối là—— ,,
AvgDialog_18899_Content_23,afpT,avg章1新_AvgDialog_C_M.csv,30,AvgDialog,Content,？？？,醒醒，醒醒！%player%！,"%player%! %player%, wake up!","Проснись, проснись! %player%!","Despierta, despierta, %player%!",起きろ、起きろ！%player%！,"일어나세요, 일어나세요! %player%!","Réveille-toi, réveille-toi ! %player% !","Wach auf, wach auf! %player%!","Acorde, acorde! %player%!",ตื่นๆ %player%!,"Bangun, bangun! %player%!","Dậy đi, dậy đi! %player%!",,
