Key,ShortKey,Source,Row,Module,Field,Character,CN,EN,RU,ES,JP,KR,FR,DE,PT,TH,IN,VI,,
Stage_7986_Name,aVlb,g关卡_Stage_A.csv,84,Stage,Name,,伽拉忒亚,Galatea,Галатея,Galatea,ガラテア,갈라테아,Galatée,Galatea,Galatea,กาลาเทีย,Galatea,Ga-la-tê-a,,
Stage_7986_Desc,aVla,g关卡_Stage_A.csv,84,Stage,Desc,,在她美貌的祭坛上，我愿供奉我的眼泪，我的叹息以及我的赤心。,"On the altar of her beauty, I am willing to offer my tears, my sighs, and my sincere heart.","На алтаре её красоты я готов принести в жертву свои слёзы, вздохи и моё преданное сердце.","En su altar de belleza, ofrezco mis lágrimas, mis suspiros y mi corazón sincero",彼女の美しさの祭壇に、私は私の涙、ため息、そして赤心を捧げたい。,"그녀의 아름다움의 제단 위에, 나는 내 눈물, 내 탄식 그리고 내 진심을 바치고자 합니다.","Sur son bel autel, je veux offrir mes larmes, mes soupirs et mon cœur sincère","Auf ihrem schönen Altar will ich meine Tränen, meine Seufzer und mein Herz opfern","No altar de sua beleza, ofereço minhas lágrimas, meus suspiros e meu coração puro",บนแท่นบูชาแห่งความงามของเธอ ข้า nguyệnถวายน้ำตา การถอนหายใจ และดวงใจที่บริสุทธิ์ของข้า,"Di Altar kecantikannya, aku bersedia mempersembahkan air mataku, desahanku, serta hatiku yang tulus.","Trên bàn thờ của nhan sắc nàng, tôi nguyện dâng hiến nước mắt, tiếng thở than và trái tim rực cháy của tôi.",,
Stage_7955_Name,aVjg,g关卡_Stage_A.csv,215,Stage,Name,,伽拉忒亚,Galatea,Галатея,Galatea,ガラテア,갈라테아,Galatée,Galatea,Galatea,กาลาเทีย,Galatea,Ga-la-tê-a,,
Stage_7955_Desc,aVjf,g关卡_Stage_A.csv,215,Stage,Desc,,在她美貌的祭坛上，我愿供奉我的眼泪，我的叹息以及我的赤心。,"On the altar of her beauty, I am willing to offer my tears, my sighs, and my sincere heart.","На алтаре её красоты я готов принести в жертву свои слёзы, вздохи и моё преданное сердце.","En su altar de belleza, ofrezco mis lágrimas, mis suspiros y mi corazón sincero",彼女の美しさの祭壇に、私は私の涙、ため息、そして赤心を捧げたい。,"그녀의 아름다움의 제단 위에, 나는 내 눈물, 내 탄식 그리고 내 진심을 바치고자 합니다.","Sur son bel autel, je veux offrir mes larmes, mes soupirs et mon cœur sincère","Auf ihrem schönen Altar will ich meine Tränen, meine Seufzer und mein Herz opfern","No altar de sua beleza, ofereço minhas lágrimas, meus suspiros e meu coração puro",บนแท่นบูชาแห่งความงามของเธอ ข้า nguyệnถวายน้ำตา การถอนหายใจ และดวงใจที่บริสุทธิ์ของข้า,"Di Altar kecantikannya, aku bersedia mempersembahkan air mataku, desahanku, serta hatiku yang tulus.","Trên bàn thờ của nhan sắc nàng, tôi nguyện dâng hiến nước mắt, tiếng thở than và trái tim rực cháy của tôi.",,
Stage_7997_Name,aVlI,g关卡_Stage_A.csv,384,Stage,Name,,伽拉忒亚,Galatea,Галатея,Galatea,ガラテア,갈라테아,Galatée,Galatea,Galatea,กาลาเทีย,Galatea,Ga-la-tê-a,,
Stage_7997_Desc,aVlH,g关卡_Stage_A.csv,384,Stage,Desc,,在她美貌的祭坛上，我愿供奉我的眼泪，我的叹息以及我的赤心。,"On the altar of her beauty, I am willing to offer my tears, my sighs, and my sincere heart.","На алтаре её красоты я готов принести в жертву свои слёзы, вздохи и моё преданное сердце.","En su altar de belleza, ofrezco mis lágrimas, mis suspiros y mi corazón sincero",彼女の美しさの祭壇に、私は私の涙、ため息、そして赤心を捧げたい。,"그녀의 아름다움의 제단 위에, 나는 내 눈물, 내 탄식 그리고 내 진심을 바치고자 합니다.","Sur son bel autel, je veux offrir mes larmes, mes soupirs et mon cœur sincère","Auf ihrem schönen Altar will ich meine Tränen, meine Seufzer und mein Herz opfern","No altar de sua beleza, ofereço minhas lágrimas, meus suspiros e meu coração puro",บนแท่นบูชาแห่งความงามของเธอ ข้า nguyệnถวายน้ำตา การถอนหายใจ และดวงใจที่บริสุทธิ์ของข้า,"Di Altar kecantikannya, aku bersedia mempersembahkan air mataku, desahanku, serta hatiku yang tulus.","Trên bàn thờ của nhan sắc nàng, tôi nguyện dâng hiến nước mắt, tiếng thở than và trái tim rực cháy của tôi.",,
AvgDialog_18938_Content_1,afJW,avg章2_AvgDialog_C_M.csv,8,AvgDialog,Content,,伽拉忒亚,Galatea,Галатея,Galatea,ガラテア,갈라테아,Galatée,Galatea,Galatea,กาลาเทีย,Galatea,Ga-la-tê-a,,
AvgDialog_18938_Content_2,afKh,avg章2_AvgDialog_C_M.csv,9,AvgDialog,Content,,洪积295年夏\n斯卡伯勒，北约克郡,"Summer, AF 295\nScarborough, North Yorkshire",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
AvgDialog_18938_Content_3,afKs,avg章2_AvgDialog_C_M.csv,10,AvgDialog,Content,蜡像,这是我最钟爱的艺术品——伽拉忒亚。,This is my most precious creation—Galatea.,Это моя самая любимая работа искусства —— Галатея.,Es mi obra de arte favorita: Galatea,これは私が最も愛する芸術品――ガラテアです。,이것은 내가 가장 사랑하는 예술 작품이다—갈라테아.,C'est mon œuvre d'art préférée - Galatée,Das ist mein Lieblingskunstwerk – Galatea,Esta é minha obra de arte favorita - Galateia,นี่คือผลงานศิลปะที่ฉันชื่นชอบที่สุด——กาลาเทีย,Ini adalah karya seni favorit saya — Galatea.,Đây là tác phẩm nghệ thuật mà tôi yêu thích nhất —— Galatea.,,
AvgDialog_18938_Content_4,afKD,avg章2_AvgDialog_C_M.csv,11,AvgDialog,Content,蜡像,听说过<Blue:皮格马利翁>的故事吧？,Have you heard the tale of <Blue:Pygmalion>?,Слышал историю о <Blue:Пигмалионе>? ,¿Has oído hablar de la historia de <Blue:Pigmalión>?,<Blue:ピグマリオン>のストーリーを聞いたことがある？,들어본 적이 있어요<Blue:피그말리온>의 스토리죠？,Tu connais l'histoire de <Blue:Pygmalion> ?,Hast du schon von der Geschichte des <Blue:Pygmalion> gehört?,Já ouviu falar da história de <Blue:Pigmalião>?,เคยได้ยินเรื่องราวของ<Blue:พิกมาลิออน>ไหม?,Pernah mendengar <Blue:Pygmalion> ceritanya?,Đã nghe qua câu chuyện <Blue:Pygmalion> chứ?,,
AvgDialog_18938_Content_5,afKF,avg章2_AvgDialog_C_M.csv,12,AvgDialog,Content,蜡像,他用象牙雕刻了一座美丽的少女像，像对待妻子那样爱抚她、装扮她……,"He carved a perfect maiden from ivory, dressing and caressing her as his beloved bride...","Он вырезал из слоновой кости прекрасную статую девушки, ласкал её как жену и наряжал её..","Esculpió una estatua de marfil de una hermosa chica y la trató como a su esposa, acariciándola y vistiéndola",彼は象牙で美しい少女の像を彫刻し、妻のように優しく愛撫し、飾り立てた……,"그는 상아로 아름다운 소녀의상을 조각했고, 아내를 대하듯이 그녀를 애무하며 꾸며주었다……","Il a sculpté une belle statue de fille dans l'ivoire, la caressant et l'habillant comme une épouse","Er schnitzte eine schöne Statue eines Mädchens aus Elfenbein, liebkoste und schmückte sie wie eine Ehefrau","Ele esculpiu uma bela estátua de uma garota em marfim, cuidando e adornando-a como se fosse sua esposa",เขาแกะสลักรูปหญิงสาวที่งดงามจากงาช้าง และทะนุถนอมเธอ เสริมแต่งความงามให้กับเธออย่างที่สามีทำเพื่อภรรยาของเขา..,"Dia mengukir sebuah patung gadis muda yang indah dari gading, membelainya dan mendandaninya seperti seorang suami memperlakukan istrinya…","Anh ta đã điêu khắc một bức tượng thiếu nữ xinh đẹp bằng ngà voi, yêu thương dịu dàng và khoác lên cô ấy những bộ trang phục đẹp đẽ như đối xử với vợ mình…",,
AvgDialog_18938_Content_6,afKG,avg章2_AvgDialog_C_M.csv,13,AvgDialog,Content,蜡像,并将全部的热情与爱恋都献给了她。,Pouring all his devotion into her.,И отдал ей всё свою страсть и любовь.,Y le dedicó todo su amor y pasión,そして、すべての情熱と愛情を彼女に捧げた。,그리고 그녀에게서 모든 열정과 사랑을 바쳤다.,Et lui offrit toute sa passion et son amour,Und all ihre Leidenschaft und Liebe ihr gewidmet,E dedicou toda sua paixão e amor a ela,และมอบความหลงใหลและรักทั้งใจให้กับเธอ,Dan mempersembahkan seluruh semangat serta cinta kepadanya.,Và dành trọn vẹn tình yêu và niềm đam mê sâu sắc cho cô ấy.,,
AvgDialog_18938_Content_7,afKH,avg章2_AvgDialog_C_M.csv,14,AvgDialog,Content,蜡像,“伽拉忒亚”——这就是那个少女的名字。,"""Galatea""—such a lovely name, don't you think?",《Галатея》 — вот имя этой девушки.,“'Galatea'—ese es el nombre de la joven.”,「ガラテア」――これがその少女の名前です。,"""갈라테아""— 이것이 바로 그 소녀의 이름이다.",“Galatée” — c'est le nom de cette jeune fille,“Galatea” – das ist der Name des Mädchens,“'Galatea' — esse é o nome da garota.”,“กาลาเทีย”——นั่นคือชื่อของเด็กสาวคนนั้น,"""Galatea"" — itulah nama gadis itu.","""Galatea""——Đó chính là tên của cô gái ấy.",,
AvgDialog_18938_Content_8,afKI,avg章2_AvgDialog_C_M.csv,15,AvgDialog,Content,蜡像,抱歉，我不小心说了太多，你一定感到厌烦了。,"Forgive me, I'm rambling. You must find this tedious.","Извините, я случайно сказал слишком много, вам, наверное, стало раздражительно.","Lo siento, hablé demasiado, seguro te aburrí",すみません、つい話しすぎてしまいました。あなたはきっとうんざりしているかもしれません。,"죄송합니다, 제가 너무 많이 말한 것 같아요. 당신은 지루해졌을 거예요.",": Désolé, j'ai trop parlé, tu dois être ennuyé","Entschuldigung, ich habe zu viel geredet, du musst genervt sein","Desculpe, falei demais, você deve estar entediado",ขอโทษนะ ฉันเผลอพูดมากไปหน่อย คุณอาจจะรู้สึกเบื่อแล้ว,"Maaf, aku tidak sengaja berbicara terlalu banyak. Kamu pasti merasa bosan.","Xin lỗi, tôi vô tình nói quá nhiều, bạn có lẽ đã cảm thấy hơi chán rồi.",,
AvgDialog_18938_Content_9,afKJ,avg章2_AvgDialog_C_M.csv,16,AvgDialog,Content,小男孩,没、没有的事，先生。求您了，先生……,"No, no, sir. Please, sir...","Нет, нет такого дела, господин. Умоляю вас, господин","No, no es cierto, señor. Por favor, señor",いえ、そんなことありません、先生。お願いします、先生……,"없는 일입니다, 선생님. 제발, 선생님…","Non, ce n'est pas vrai, monsieur. Je vous en prie, monsieur","Nein, nichts dergleichen, Sir. Bitte, Sir","Não, senhor. Por favor, senhor","ไม่มี, ไม่มีเรื่องอะไรเลย ท่าน ขอร้องล่ะ ท่าน..","Tidak, tidak ada apa-apa, Tuan. Mohon, Tuan…","Không, không có chuyện gì, thưa ông. Xin ông, làm ơn……",,
AvgDialog_18938_Content_10,afJX,avg章2_AvgDialog_C_M.csv,17,AvgDialog,Content,小男孩,我的父母都是体面的有钱人，他们会给你钱的……,My parents are respectable and wealthy. They will give you money...,"Мои родители — уважаемые богатые люди, они дадут тебе деньги..","Mis padres son personas respetables y ricas, te darán dinero",私の両親は立派なお金持ちで、彼らはあなたにお金をくれるだろう……,"내 부모님은 모두 체면 있는 돈이 많은 사람이셔서, 당신에게 돈을 줄 거예요…","Mes parents sont des gens respectables et riches, ils vous donneront de l'argent","Meine Eltern sind wohlhabend und anständig, sie werden Ihnen Geld geben","Meus pais são pessoas respeitáveis e ricas, eles te darão dinheiro",พ่อแม่ของฉันเป็นคนมีฐานะและสง่างาม พวกเขาจะให้เงินคุณ..,"Orang tuaku adalah orang kaya yang terhormat, mereka akan memberi uang kepadamu…","Cha mẹ tôi đều là những người giàu có và tử tế, họ sẽ cho bạn tiền…",,
AvgDialog_18938_Content_11,afJY,avg章2_AvgDialog_C_M.csv,18,AvgDialog,Content,小男孩,只要你肯放、放我走。,As long as you let me go.,"Только если ты позволишь, отпусти меня.",Si me dejas ir,あなたが私を放してくれるなら。,당신이 나를 놓아주기만 하면.,Si tu me laisses partir,"Lass mich einfach gehen, bitte",Só se você me deixar ir,แค่คุณยอมปล่อย ปล่อยฉันไป,"Asalkan kau mau melepaskanku, biarkan aku pergi.",Chỉ cần anh chịu thả tôi ra.,,
AvgDialog_18938_Content_12,afJZ,avg章2_AvgDialog_C_M.csv,19,AvgDialog,Content,蜡像,嘘……别说话，你吵到她了。,"Shh... Quiet now, you'll disturb her rest.","Тихо... не говори, ты мешаешь ей.","Shh... No hables, la estás molestando",嘘……話さないで、あなたが彼女を起こしてしまう。,"쉿... 말하지 마세요, 당신이 그녀를 방해해요.","Chut... Ne parle pas, tu la déranges","Pssst... Sei still, du störst sie","Shh... Não fale, você a está incomodando",ชู่... อย่าพูดเลย คุณทำให้เธอรำคาญแล้ว,"Ssst... jangan bicara, kamu mengganggunya.","Suỵt… đừng nói chuyện, bạn làm ồn cô ấy rồi.",,
AvgDialog_18938_Content_13,afKa,avg章2_AvgDialog_C_M.csv,20,AvgDialog,Content,蜡像,过来，孩子。,"Come here, little one.","Подойди, ребёнок.","Ven aquí, niño",こちらへおいで、君。,"여기로 와, 아가.","Viens, enfant","Komm her, Kind","Venha, criança","มาเถอะ, ลูก。","Kemarilah, Anak.","Đến đây, con.",,
AvgDialog_18938_Content_14,afKb,avg章2_AvgDialog_C_M.csv,21,AvgDialog,Content,蜡像,靠近点，不要害怕。,"Closer now, no need to fear.","Подойди ближе, не бойся.","Acércate, no tengas miedo",近寄って、怖がらないで。,"가까이 와, 두려워하지 마.","Approche, n'aie pas peur","Komm näher, keine Angst","Chegue mais perto, não tenha medo",เข้ามาใกล้ๆ อย่ากลัว。,"Mendekatlah, jangan takut.","Lại gần một chút, đừng sợ.",,
AvgDialog_18938_Content_15,afKc,avg章2_AvgDialog_C_M.csv,22,AvgDialog,Content,蜡像,看看她的手吧，是不是很美？,Observe her hands. Aren't they exquisite?,"Посмотри на её руки, не правда ли, они очень красивые?","Mira sus manos, ¿no son hermosas?",彼女の手を見てください，美しいですね？,"그녀의 손을 보세요, 아름답지 않나요?","Regarde ses mains, ne sont-elles pas magnifiques ?","Schau dir ihre Hände an, sind sie nicht schön?","Olhe para as mãos dela, não são lindas?",ลองดูมือของเธอสิ，สวยไหม?,"Lihat tangannya, bukankah sangat indah?","Hãy nhìn tay cô ấy, chẳng phải rất đẹp sao?",,
AvgDialog_18938_Content_16,afKd,avg章2_AvgDialog_C_M.csv,23,AvgDialog,Content,蜡像,即使是最无暇的美玉，也不及它万分之一。,Even the purest jade would weep with envy.,Даже самый безупречный нефрит не сравнится даже с одной десятитысячной его.,Incluso la joya más perfecta no se compara en lo más mínimo,最も無瑕な美玉でさえ、その一万分の一には及ばない。,가장 흠결 없는 아름다운 옥조차도 그것의 천분의 일에도 미치지 못한다.,Même le jade le plus pur ne peut rivaliser avec elle,Selbst der makelloseste Jade ist nicht annähernd so wertvoll,Mesmo a jade mais pura não se compara a ela,แม้แต่หยกที่ไร้ที่ติที่สุด ก็ยังไม่อาจเทียบได้ถึงหนึ่งในหมื่นของมัน,Bahkan giok terindah tanpa cela pun tidak sebanding dengan seperseribu bagian darinya.,"Dù là ngọc mỹ hoàn mỹ nhất, cũng không sánh được một phần nhỏ của nó.",,
AvgDialog_18938_Content_17,afKe,avg章2_AvgDialog_C_M.csv,24,AvgDialog,Content,小男孩,<Shake:美……美极了，先生。>,"<Shake:B...Beautiful, sir.>","<Shake:Красиво... очень красиво, господин.>","<Shake:Her... hermoso, señor.>",<Shake:美……美極りました、先生。>,"<Shake:아…아름다워요, 선생님.>","<Shake:Magnifique, monsieur.>","<Shake:Wunderschön, Sir.>",<Shake:Lindo... senhor.>,<Shake:สวย... สวยมากเลยค่ะ ท่าน>,"<Shake: Indah... sangat indah, Tuan.>","<Shake:tuyệt đẹp… tuyệt đẹp, thưa ông.>",,
AvgDialog_18938_Content_18,afKf,avg章2_AvgDialog_C_M.csv,25,AvgDialog,Content,蜡像,很遗憾，我从你的眼里没有感受到一丝敬意，只有恐惧和厌恶……,"How unfortunate... I see no admiration in your eyes, only revulsion...","К сожалению, я не вижу в твоих глазах ни капли уважения, только страх и отвращение..","Lo siento, no veo respeto en tus ojos, solo miedo y aversión",残念ながら、あなたの目に敬意はまったく感じられません。ただ恐怖と嫌悪だけが見受けられます……,"아쉽지만, 당신의 눈에서 경의심은 전혀 느껴지지 않고, 오직 두려움과 혐오감만이 보입니다…","Désolé, je ne ressens aucun respect dans tes yeux, seulement de la peur et du dégoût","Es tut mir leid, aber in deinen Augen sehe ich keinen Respekt, nur Angst und Abscheu","Lamento, não senti nenhum respeito em seus olhos, apenas medo e aversão",น่าเสียดายที่ฉันไม่ได้รับความรู้สึกเคารพจากสายตาของคุณเลย มีแต่ความกลัวและเกลียดชัง..,"Sangat disayangkan, aku tidak merasakan sedikit pun rasa hormat di matamu, hanya ketakutan dan jijik…","Rất tiếc, tôi không cảm nhận được chút kính trọng nào từ ánh mắt của bạn, chỉ có sự sợ hãi và ghê tởm…",,
AvgDialog_18938_Content_19,afKg,avg章2_AvgDialog_C_M.csv,26,AvgDialog,Content,小男孩,不……不是这样的，请再给我一次机会！,No... it's not like that. Please give me another chance!,"Не... не так, пожалуйста, дайте мне еще один шанс!","No... no es así, por favor, dame otra oportunidad",いいえ……そうではありません、もう一度チャンスをください！,"아니……아니에요, 제발 다시 한 번 기회를 주세요.","Non... ce n'est pas comme ça, donnez-moi une autre chance !","Nein... So ist es nicht, bitte gib mir noch eine Chance!","Não... não é assim, por favor, me dê outra chance!",ไม่... ไม่ใช่อย่างนี้ โปรดให้โอกาสฉันอีกครั้ง!,"Tidak... bukan seperti itu, beri aku satu kesempatan lagi!","Không… Không phải như vậy, xin hãy cho tôi một cơ hội nữa!",,
AvgDialog_18938_Content_20,afKi,avg章2_AvgDialog_C_M.csv,27,AvgDialog,Content,蜡像,没关系，我会好好培养你，为你祛除蒙昧的面纱。\n先从第一步开始——,"No matter, I shall educate you properly and lift the veil from your ignorant eyes.\nWe'll begin with the first lesson—",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
AvgDialog_18938_Content_21,afKj,avg章2_AvgDialog_C_M.csv,28,AvgDialog,Content,蜡像,跪下。,Kneel.,Встать на колени.,Arrodíllate,膝まずきなさい。,무릎을 꿇으세요.,: À genoux,Knie nieder,Ajoelhe-se,คุกเข่า,Berlutut.,Quỳ xuống.,,
AvgDialog_18938_Content_22,afKk,avg章2_AvgDialog_C_M.csv,29,AvgDialog,Content,蜡像,现在我命令你，跪下。,"I command you now, kneel.","Сейчас я приказываю тебе, опустись на колени!","Ahora te ordeno, arrodíllate",現在、私はあなたに命じます、膝をついてください。,"지금 내가 명령한다, 무릎을 꿇어.",": Je t'ordonne maintenant, à genoux","Jetzt befehle ich dir, knie nieder","Agora eu ordeno, ajoelhe-se",ตอนนี้ฉันสั่งให้คุณคุกเข่า,"Sekarang aku memerintahkanmu, berlutut.","Bây giờ ta ra lệnh cho ngươi, quỳ xuống.",,
AvgDialog_18938_Content_23,afKl,avg章2_AvgDialog_C_M.csv,30,AvgDialog,Content,蜡像,向伽拉忒亚，向“妈妈”……,"Kneel, and press your reverent lips...","К Галатее, к 《Маме》..","A Galatea, a ""mamá""",ガラテアへ、そして「ママ」へ……,"갈라테아에게, ""엄마""에게 ……","À Galatée, à ""Maman""","An Galatea, an ""Mama""","Para Galatea, para ""mamãe""","ถึงกาลาเทีย ถึง ""แม่""..","Kepada Galatea, kepada ""Mama""…","Towards Galatea, towards ""mẹ""…",,
AvgDialog_18938_Content_24,afKm,avg章2_AvgDialog_C_M.csv,31,AvgDialog,Content,蜡像,献上虔诚的吻。,"To Galatea, to your ""Mother"".",Предлагаю поцелуй благочестия.,Ofrezcan un beso devoto,献上敬意の接吻。,경건한 키스를 바칩니다.,Offrez un baiser pieux,Bringt einen frommen Kuss dar,Ofereçam um beijo devoto,จุมพิตด้วยความเคารพอย่างสูงสุด,Persembahkan ciuman yang tulus.,Dâng lên nụ hôn thành kính.,,
